country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,16.851,1.01,0
Albania,3,10.772,1.62,0
Algeria,3,2.486,0.92,0
Andorra,8,12.942,0.36,0
Angola,3,0.365,1.09,0
Antigua and Barbuda,2,0,0,0
Argentina,5,30.777,1.31,0
Armenia,1,206.531,1.15,0
Australia,8,0.196,1.27,0
Austria,8,3.331,0.97,0.999
Azerbaijan,5,33.139,1.2,0
Bahamas,2,0,0.11,0
Bahrain,9,353.788,1.13,0
Bangladesh,7,21.076,1.19,0
Barbados,3,0,0,0
Belarus,0,74.503,0.88,0
Belgium,8,9.319,0.79,7.593
Belize,3,0,0,0
Benin,8,6.846,0.97,0
Bhutan,3,0,0,0
Bolivia,0,65.45,1.25,0
Bosnia and Herzegovina,7,18.593,1.18,0
Botswana,6,0,0,0
Brazil,1,122.234,1.16,0
Brunei,8,0,0,0
Bulgaria,8,15.111,1.43,2.159
Burkina Faso,8,0,0.95,0
Burundi,4,0,0,0
Cambodia,8,0,0.08,0
Cameroon,6,0,1.12,0
Canada,3,11.552,0.76,0
Cape Verde,0,71.944,1.1,0
Central African Republic,7,19.049,0.96,0
Chad,3,0,0.75,0
Chile,9,353.313,1.05,0
China,3,0.008,2,0
Colombia,5,32.349,1.26,0
Comoros,2,1.15,0.72,0
Congo,3,0,0.75,0
Costa Rica,3,14.527,1.46,0
Cote d'Ivoire,7,10.615,1.22,0
Croatia,6,0,1.5,0
Cuba,3,1.236,0.77,0
Cyprus,6,5.708,0.88,0
Czechia,8,7.751,1.09,1.027
Democratic Republic of Congo,3,1.362,1.1,0
Denmark,7,11.049,0.93,2.072
Djibouti,0,43.522,0.59,0
Dominica,3,0,0,0
Dominican Republic,0,52.637,1.16,0
Ecuador,0,75.837,1.14,0
Egypt,7,15.41,1.15,0
El Salvador,5,16.651,1.16,0
Equatorial Guinea,2,0,0.31,0
Eritrea,3,0,0,0
Estonia,8,3.769,0.72,0
Eswatini,5,19.825,1.45,0
Ethiopia,3,2.131,1.44,0
Fiji,3,0,0,0
Finland,8,1.624,0.7,0.541
France,3,11.138,1.06,13.037
Gabon,3,0,1.09,0
Gambia,3,0,0,0
Georgia,6,3.008,1.33,0
Germany,6,6.385,0.96,0
Ghana,7,16.027,1.21,0
Greece,6,1.919,1.21,0
Grenada,2,0,0,0
Guatemala,5,23.499,1.26,0
Guinea,3,4.112,1.1,0
Guinea-Bissau,2,36.077,0.8,0
Guyana,3,1.271,0.66,0
Haiti,3,0,1.13,0
Honduras,5,46.746,1.26,0
Hungary,6,1.449,0.61,0
Iceland,8,0,0.62,0
India,3,8.303,1.21,0
Indonesia,6,4.062,1.21,0
International,2,0,0,0
Iran,7,28.205,0.98,0
Iraq,5,27.224,1.45,0
Ireland,3,2.43,0.58,5.468
Israel,5,21.258,1.5,0
Italy,8,2.696,0.83,3.754
Jamaica,3,1.013,1.06,0
Japan,4,0.498,1.16,0
Jordan,8,2.45,1.3,0
Kazakhstan,3,0,1.12,0
Kenya,3,1.674,1.21,0
Kosovo,7,14.487,1.55,0
Kuwait,1,121.764,0.84,0
Kyrgyzstan,3,0,1.39,0
Laos,8,0,0,0
Latvia,8,1.06,0.86,0
Lebanon,3,2.93,1.14,0
Lesotho,6,0,0,0
Liberia,3,2.175,1.03,0
Libya,3,2.329,1.22,0
Liechtenstein,2,0,0,0
Lithuania,6,1.469,0.91,0
Luxembourg,8,4.793,1.18,0
Madagascar,3,1.336,1.18,0
Malawi,6,0,1.25,0
Malaysia,6,1.02,0.67,0
Maldives,2,49.95,0.97,0
Mali,8,1.481,1.05,0
Malta,2,11.324,1.11,4.53
Marshall Islands,2,0,0,0
Mauritania,5,28.604,1.39,0
Mauritius,8,0,0.06,0
Mexico,5,40.502,1.15,0
Moldova,0,90.73,1.22,0
Monaco,2,0,0,0
Mongolia,3,0,0.61,0
Montenegro,2,0,0.29,0
Morocco,3,1.978,1.25,0
Mozambique,6,0.64,1.12,0
Myanmar,3,0.018,0.76,0
Namibia,6,0,0,0
Nepal,5,15.376,1.42,0
Netherlands,7,12.256,0.94,6.186
New Zealand,4,0,0.45,0
Nicaragua,4,0,0.23,0
Niger,4,0.165,0.72,0
Nigeria,3,3.042,1.2,0
North Macedonia,2,78.238,1.39,0
Norway,8,2.214,0.96,0
Oman,1,218.736,1.18,0
Pakistan,6,0,1.2,0
Palestine,3,0.392,1.21,0
Panama,1,144.851,1.3,0
Papua New Guinea,6,0,0,0
Paraguay,3,3.365,1.16,0
Peru,3,0,1.05,0
Philippines,3,5.585,1.09,0
Poland,7,9.935,1,0
Portugal,7,26.479,1.04,7.159
Qatar,9,526.542,0.93,0
Romania,7,11.54,1.17,8.889
Russia,0,61.404,0.98,0
Rwanda,3,1.235,1.46,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,0,88.396,0.5,0
Sao Tome and Principe,2,31.94,0.46,0
Saudi Arabia,1,112.628,1.18,0
Senegal,6,5.495,1.07,0
Serbia,4,10.728,1.14,0
Seychelles,4,0,0,0
Sierra Leone,8,2.256,0.97,0
Singapore,0,79.141,0.86,0
Slovakia,8,0.183,1.14,0
Slovenia,8,0.962,1.46,0
Solomon Islands,4,0,0,0
Somalia,8,0,0.81,0
South Africa,0,56.636,1.39,0
South Korea,8,0.936,1.05,0
South Sudan,3,0,0.8,0
Spain,7,10.737,0.92,0
Sri Lanka,6,0.14,0.78,0
Sudan,3,3.398,1.11,0
Suriname,5,32.388,1.13,0
Sweden,1,132.386,1.08,0
Switzerland,8,2.195,1.09,0
Syria,6,0,0.87,0
Taiwan,4,0,0.24,0
Tajikistan,6,7.13,0.75,0
Tanzania,4,0,0.01,0
Thailand,6,0.057,0.85,0
Timor,4,0,0,0
