country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,8,2.903,1.2,0
Albania,2,108.069,1.12,0
Algeria,1,7.297,1.25,0
Andorra,7,1384.844,1.18,0
Angola,1,6.177,1.09,0
Antigua and Barbuda,8,0,0.31,0
Argentina,3,308.082,0.95,0
Armenia,0,756.268,1.26,0
Australia,6,0.471,0.81,0
Austria,0,376.843,1.55,24.871
Azerbaijan,2,97.444,1.39,0
Bahamas,2,119.517,0.73,0
Bahrain,2,151.036,0.88,0
Bangladesh,1,9.066,1.03,0
Barbados,4,3.48,0.8,0
Belarus,2,99.055,1.21,0
Belgium,7,1816.108,1.21,85.766
Belize,2,153.412,1.16,0
Benin,6,7.094,0.94,0
Bhutan,1,1.296,0.86,0
Bolivia,1,16.877,0.82,0
Bosnia and Herzegovina,0,483.416,1.17,0
Botswana,6,0,0.74,0
Brazil,2,134.687,1,0
Brunei,4,0,0,0
Bulgaria,0,397.211,1.52,23.315
Burkina Faso,9,0,0.99,0
Burundi,5,0.084,0.78,0
Cambodia,4,0,0.85,0
Cameroon,6,0,0.9,0
Canada,2,70.558,1.15,0
Cape Verde,2,136.694,1.06,0
Central African Republic,9,0,0.58,0
Chad,1,0.487,0.97,0
Chile,1,52.573,0.96,0
China,1,0.034,1.2,0
Colombia,2,171.315,1.06,0
Comoros,8,0,0.63,0
Congo,6,0,0.58,0
Costa Rica,3,241.651,0.99,0
Cote d'Ivoire,4,2.54,0.96,0
Croatia,0,579.256,1.52,0
Cuba,1,4.326,1.12,0
Cyprus,2,129.01,1.34,0
Czechia,7,1212.067,1.16,96.274
Democratic Republic of Congo,9,0.223,1.1,0
Denmark,3,175.581,1.2,3.108
Djibouti,6,11.134,1.05,0
Dominica,4,0,0,0
Dominican Republic,1,51.807,1.01,0
Ecuador,2,97.262,1.04,0
Egypt,1,1.495,1.12,0
El Salvador,6,0,1.12,0
Equatorial Guinea,8,0,0.49,0
Eritrea,1,0,0.4,0
Estonia,2,94.23,1.44,3.015
Eswatini,6,9.481,0.94,0
Ethiopia,6,5.236,0.85,0
Fiji,6,0,0,0
Finland,6,38.804,1.11,1.805
France,0,551.112,1.25,46.512
Gabon,1,8.986,1.09,0
Gambia,6,0,0.71,0
Georgia,0,433.924,1.29,0
Germany,3,193.378,1.44,0
Ghana,6,0,1.15,0
Greece,2,148.421,1.4,0
Grenada,8,0,0,0
Guatemala,6,41.807,1,0
Guinea,4,0,1.09,0
Guinea-Bissau,8,0,0.39,0
Guyana,1,16.528,0.99,0
Haiti,6,0.526,0.85,0
Honduras,1,58.155,1.01,0
Hong Kong,6,0,0,0
Hungary,3,237.155,1.39,0
Iceland,3,284.249,0.92,0
India,1,36.146,0.9,0
Indonesia,6,14.73,0.93,0
International,8,0,0,0
Iran,2,81.245,1.29,0
Iraq,2,100.516,0.99,0
Ireland,2,135.081,0.91,8.101
Israel,2,83.53,0.6,0
Italy,0,413.286,1.55,25.404
Jamaica,1,21.613,0.91,0
Japan,4,5.78,1.17,0
Jordan,3,302.554,1.36,0
Kazakhstan,1,22.475,1.48,0
Kenya,1,18.932,1.3,0
Kosovo,3,353.378,1.63,0
Kuwait,3,190.607,1.01,0
Kyrgyzstan,2,82.462,1.15,0
Laos,4,0,0,0
Latvia,2,133.072,1.35,0
Lebanon,3,271.045,1.11,0
Lesotho,6,0,0.8,0
Liberia,6,0,1.01,0
Libya,2,130.834,1.04,0
Liechtenstein,0,576.868,1.46,0
Lithuania,3,285.054,1.54,0
Luxembourg,7,1238.067,1.61,33.548
Madagascar,4,0,0.27,0
Malawi,6,0.366,0.9,0
Malaysia,1,24.748,1.18,0
Maldives,8,44.4,0.96,0
Mali,4,0.741,1.13,0
Malta,2,169.86,1,0
Marshall Islands,8,33.787,0,0
Mauritania,5,1.721,1.16,0
Mauritius,5,0,0.8,0
Mexico,1,43.395,1.02,0
Moldova,3,213.438,1.06,0
Monaco,0,433.187,1.5,0
Mongolia,4,0,0.74,0
Montenegro,0,479.252,1.28,0
Morocco,2,107.964,1.12,0
Mozambique,1,4.543,1.07,0
Myanmar,1,25.841,1.05,0
Namibia,6,30.304,0.95,0
Nepal,2,67.063,0.94,0
Netherlands,0,475.988,1.09,34.958
New Zealand,9,1.244,0.85,0
Nicaragua,5,0,0.5,0
Niger,5,0,1.18,0
Nigeria,6,0.713,1.03,0
North Macedonia,0,417.591,1.38,0
Norway,2,74.337,1.45,0
Oman,2,120.236,1.04,0
Pakistan,6,4.111,1.21,0
Palestine,2,82.33,1.1,0
Panama,3,191.204,1.06,0
Papua New Guinea,6,0,0.7,0
Paraguay,2,102.769,0.99,0
Peru,1,58.322,0.94,0
Philippines,1,18.58,0.92,0
Poland,0,497.27,1.49,0
Portugal,0,388.361,1.35,25.695
Qatar,2,86.774,1,0
Romania,3,277.736,1.25,44.756
Russia,2,108.857,1.1,0
Rwanda,1,3.474,1.2,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,10.892,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,4,0,1.19,0
Sao Tome and Principe,8,9.126,0.82,0
Saudi Arabia,6,11.949,0.97,0
Senegal,4,0.657,0.75,0
Serbia,3,195.162,1.91,0
Seychelles,4,0,0.17,0
Sierra Leone,4,0.501,0.94,0
Singapore,6,1.197,0.95,0
Slovakia,0,528.789,1.23,0
Slovenia,7,1256.414,1.41,49.064
Solomon Islands,4,0,0,0
Somalia,4,0,0.71,0
South Africa,6,31.412,1.01,0
South Korea,6,2.438,1.24,0
South Sudan,4,0,1.06,0
Spain,0,422.737,1.2,50.647
Sri Lanka,6,15.645,1.3,0
Sudan,4,0.41,1.31,0
Suriname,6,8.523,0.79,0
Sweden,3,210.708,1.52,0
Switzerland,7,995.538,1.63,0
Syria,6,2.971,1.06,0
Taiwan,9,0,1.19,0
Tajikistan,4,4.194,0.99,0
Tanzania,5,0,0,0
Thailand,6,0.057,1.02,0
Timor,4,0,0,0
Togo,6,1.087,1.05,0
Trinidad and Tobago,1,18.578,0.88,0
Tunisia,2,158.986,1.17,0
Turkey,1,27.33,1.14,0
Uganda,6,3.192,1.17,0
Ukraine,3,178.123,1.16,0
