country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,9,0.411,0.9,0
Albania,0,54.208,0.96,0
Algeria,7,9.053,0.91,0
Andorra,2,0,1.44,0
Angola,7,2.525,1.13,0
Antigua and Barbuda,9,0,0,0
Argentina,1,223.561,1.14,0
Armenia,6,68.506,0.93,0
Australia,7,4.941,0.62,0
Austria,3,36.419,1.17,2.665
Azerbaijan,7,13.512,1,0
Bahamas,1,246.664,1.08,0
Bahrain,1,213.331,1.03,0
Bangladesh,7,14.791,0.93,0
Barbados,5,0,0.81,0
Belarus,9,20.213,1.14,0
Belgium,3,40.554,1,7.075
Belize,8,145.868,1.17,0
Benin,5,0,0.94,0
Bhutan,7,14.256,0.77,0
Bolivia,8,88.666,0.88,0
Bosnia and Herzegovina,8,94.794,1.16,0
Botswana,2,0,0.77,0
Brazil,1,208.107,0.97,0
Brunei,5,0,0,0
Bulgaria,3,22.595,0.96,9.355
Burkina Faso,2,0,1,0
Burundi,9,0.084,0.72,0
Cambodia,2,0,0.25,0
Cameroon,2,6.366,1.01,0
Canada,2,12.082,1.13,0
Cape Verde,8,124.103,1.08,0
Central African Republic,2,0,0.61,0
Chad,4,0.365,0.99,0
Chile,8,90.865,0.98,0
China,7,0.021,0.6,0
Colombia,1,191.656,0.95,0
Comoros,9,5.75,0.66,0
Congo,4,0,0.57,0
Costa Rica,1,193.36,1.14,0
Cote d'Ivoire,5,3.753,0.95,0
Croatia,6,74.051,1.33,0
Cuba,7,4.15,1.03,0
Cyprus,4,-19.409,0.87,0
Czechia,5,20.357,1.27,3.175
Democratic Republic of Congo,2,0.033,1.06,0
Denmark,2,15.538,1.17,0.345
Djibouti,2,0,0.39,0
Dominica,5,0,0,0
Dominican Republic,0,37.519,0.86,0
Ecuador,0,37.975,0.98,0
Egypt,4,2.316,1.05,0
El Salvador,7,22.201,1.02,0
Equatorial Guinea,9,0,0.43,0
Eritrea,7,0.564,0.25,0
Estonia,5,10.554,1.32,0
Eswatini,0,39.65,0.86,0
Ethiopia,7,10.316,1.05,0
Fiji,2,0,0,0
