country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,17.571,1.04,0
Albania,5,14.594,1.64,0
Algeria,4,2.326,0.88,0
Andorra,1,0,0.37,0
Angola,4,0.517,0,0
Antigua and Barbuda,0,0,0,0
Argentina,7,27.126,1.31,0
Armenia,6,144.437,1.16,0
Australia,3,0.431,1.1,0
Austria,1,2.887,0.96,1.888
Azerbaijan,9,33.435,1.24,0
Bahamas,0,0,0.08,0
Bahrain,8,275.626,1.14,0
Bangladesh,5,19.37,1.22,0
Barbados,4,13.919,0,0
Belarus,6,84.768,0.9,0
Belgium,5,11.39,0.79,8.542
Belize,4,0,0,0
Benin,1,0,0.97,0
Bhutan,4,0,0,0
Bolivia,9,54.57,1.25,0
Bosnia and Herzegovina,5,14.326,1.18,0
Botswana,3,2.551,0,0
Brazil,8,154.841,1.17,0
Brunei,1,0,0,0
Bulgaria,1,14.967,1.47,1.871
Burkina Faso,1,0,0.94,0
Burundi,0,0,0,0
Cambodia,1,0,0.07,0
Cameroon,5,13.9,1.13,0
Canada,5,12.691,0.76,0
Cape Verde,9,53.958,1.1,0
Central African Republic,4,7.868,0.97,0
Chad,4,0.122,0.75,0
Chile,8,298.019,1.08,0
China,4,0.008,1.65,0
Colombia,9,31.523,1.25,0
Comoros,0,24.149,0.72,0
Congo,4,0,0.76,0
Costa Rica,5,16.882,1.48,0
Cote d'Ivoire,5,7.051,1.23,0
Croatia,3,0.487,1.31,0
Cuba,7,0.53,0.75,0
Cyprus,3,2.283,0.92,0
Czechia,1,6.817,1.08,1.027
Democratic Republic of Congo,4,1.463,1.1,0
Denmark,3,2.59,0.91,2.935
Djibouti,9,42.51,0.65,0
Dominica,4,0,0,0
Dominican Republic,9,36.228,1.15,0
Ecuador,9,29.643,1.11,0
Egypt,5,14.218,1.17,0
El Salvador,7,12.796,1.16,0
Equatorial Guinea,0,0,0.32,0
Eritrea,7,0.564,0,0
Estonia,1,8.292,0.83,0
Eswatini,7,23.273,1.52,0
Ethiopia,4,1.479,1.41,0
Fiji,4,0,0,0
Finland,1,2.707,0.7,0.722
France,4,8.349,1.06,13.849
Gabon,9,57.509,1.1,0
Gambia,4,0,0,0
Georgia,4,2.256,1.18,0
Germany,3,0.191,0.89,0
Ghana,3,0,1.21,0
Greece,3,0.959,1.23,0
Grenada,0,0,0,0
Guatemala,7,19.815,1.27,0
Guinea,4,0,1.1,0
Guinea-Bissau,0,0,0.8,0
Guyana,4,0,0.65,0
Haiti,4,11.752,1.16,0
Honduras,9,42.909,1.27,0
Hungary,3,1.035,0.61,0
Iceland,1,0,0.48,0
India,4,7.579,1.22,0
Indonesia,4,4.533,1.24,0
International,0,0,0,0
Iran,5,23.942,0.85,0
Iraq,7,28.492,1.54,0
Ireland,4,3.24,0.54,5.873
Israel,9,27.728,1.58,0
Italy,1,3.341,0.78,4.118
Jamaica,4,0,1.02,0
Japan,1,0.277,1.04,0
Jordan,1,1.764,1.36,0
Kazakhstan,4,13.048,1.1,0
Kenya,7,1.953,1.22,0
Kosovo,3,3.104,1.51,0
Kuwait,8,159.932,0.87,0
Kyrgyzstan,4,5.824,1.32,0
Laos,1,0,0,0
Latvia,3,1.59,0.84,0
Lebanon,4,2.93,1.14,0
Lesotho,3,0,0,0
Liberia,4,2.768,1.04,0
Libya,7,2.765,1.22,0
Liechtenstein,0,0,0,0
Lithuania,3,2.204,0.93,0
Luxembourg,1,4.793,1.09,1.598
Madagascar,4,0.867,1.19,0
Malawi,3,0,1.25,0
Malaysia,3,0.062,0.68,0
Maldives,0,37,0.96,0
Mali,3,4,1.05,0
Malta,0,6.794,1.07,0
Marshall Islands,0,0,0,0
Mauritania,9,26.023,1.41,0
Mauritius,3,0,0.06,0
Mexico,9,37.872,1.16,0
Moldova,9,73.377,1.21,0
Monaco,0,0,0,0
Mongolia,4,0,0.58,0
Montenegro,0,0,0.16,0
Morocco,7,1.924,1.2,0
Mozambique,3,0.608,1.12,0
Myanmar,4,0.037,0.79,0
Namibia,3,0,0,0
Nepal,7,9.541,1.45,0
Netherlands,5,10.797,0.96,6.595
New Zealand,1,0,0.31,0
Nicaragua,0,0,0.23,0
Niger,1,0,0.71,0
Nigeria,4,1.984,1.2,0
North Macedonia,6,59.999,1.43,0
Norway,1,3.32,0.97,0
Oman,8,134.923,1.2,0
Pakistan,5,26.411,1.24,0
Palestine,4,0.784,1.23,0
Panama,8,152.036,1.3,0
Papua New Guinea,3,0,0,0
Paraguay,4,2.103,1.19,0
Peru,8,154.283,1.06,0
Philippines,4,6.753,1.12,0
Poland,3,7.451,1.02,0
Portugal,9,28.833,1.06,6.865
Qatar,2,595.614,0.96,0
Romania,5,10.188,1.12,7.797
Russia,9,57.512,0.98,0
Rwanda,4,1.004,1.44,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
