country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,13.64
Albania,3,0,0,1.737
Algeria,3,0,0,4.242
Andorra,3,0,0,0
Angola,3,0,0,0.183
Antigua and Barbuda,3,0,0,0
Argentina,2,0,0,14.338
Armenia,1,0,0,113.052
Australia,3,0,0,0.549
Austria,3,17.321,3.553,5.663
Azerbaijan,2,0,0,11.638
Bahamas,3,0,0,0
Bahrain,5,0,0,168.079
Bangladesh,2,0,0,10.766
Barbados,3,0,0,0
Belarus,1,0,0,100.007
Belgium,0,119.762,23.124,21.744
Belize,3,0,0,0
Benin,3,0,0,0.412
Bhutan,3,0,0,0
Bolivia,2,0,0,22.959
Bosnia and Herzegovina,3,0,0,3.658
Botswana,3,0,0,1.701
Brazil,1,0,0,87.072
Brunei,3,0,0,0
Bulgaria,4,41.304,4.461,5.613
Burkina Faso,3,0,0,0.144
Burundi,3,0,0,0
Cambodia,3,0,0,0.06
Cameroon,2,0,0,20.907
Canada,2,0,0,30.92
Cape Verde,2,0,0,12.59
Central African Republic,3,0,0,3.727
Chad,3,0,0,1.4
Chile,5,0,0,207.363
China,3,0,0,0
Colombia,2,0,0,12.637
Comoros,3,0,0,0
Congo,3,0,0,8.88
Costa Rica,3,0,0,1.178
Cote d'Ivoire,3,0,0,2.654
Croatia,4,28.5,0,0.731
Cuba,3,0,0,0.706
Cyprus,3,0,0,1.142
Czechia,3,9.338,2.801,3.082
Democratic Republic of Congo,3,0,0,1.161
Denmark,4,21.063,3.971,11.222
Djibouti,5,0,0,221.659
Dominica,3,0,0,0
Dominican Republic,2,0,0,16.593
Ecuador,2,0,0,25.619
Egypt,3,0,0,7.563
El Salvador,2,0,0,10.638
Equatorial Guinea,3,0,0,9.266
Eritrea,3,0,0,0
Estonia,4,27.892,3.015,4.523
Eswatini,3,0,0,2.586
Ethiopia,3,0,0,0.087
Fiji,3,0,0,0
Finland,3,19.853,3.971,9.024
France,0,268.516,26.167,3.845
Gabon,3,0,0,0
Gambia,3,0,0,0
Georgia,3,0,0,2.005
Germany,3,0,0,6.541
Ghana,3,0,0,0
Greece,3,0,0,0.288
Grenada,3,0,0,0
Guatemala,2,0,0,13.787
Guinea,2,0,0,15.534
Guinea-Bissau,2,0,0,10.163
Guyana,3,0,0,2.543
Haiti,2,0,0,12.103
Honduras,2,0,0,25.14
Hungary,4,52.793,0,4.451
Iceland,3,0,0,0
India,3,0,0,4.491
Indonesia,3,0,0,3.557
International,3,0,0,0
Iran,2,0,0,28.479
Iraq,3,0,0,3.804
Ireland,4,63.794,10.531,15.391
Israel,3,0,0,1.964
Italy,0,163.889,10.585,10.618
Jamaica,3,0,0,1.689
Japan,3,0,0,0.324
Jordan,3,0,0,1.176
Kazakhstan,2,0,0,14.113
Kenya,3,0,0,1.488
Kosovo,3,0,0,7.243
Kuwait,5,0,0,243.762
Kyrgyzstan,3,0,0,6.591
Laos,3,0,0,0
Latvia,3,12.724,0,4.771
Lebanon,3,0,0,9.23
Lesotho,3,0,0,0
Liberia,3,0,0,0.395
Libya,3,0,0,0.291
Liechtenstein,3,0,0,0
Lithuania,3,0,0,5.877
