country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,3.211
Albania,4,0,0,55.251
Algeria,3,0,0,4.629
Andorra,3,0,0,0
Angola,3,0,0,2.738
Antigua and Barbuda,3,0,0,0
Argentina,0,0,0,186.544
Armenia,4,0,0,93.479
Australia,3,0,0,0.549
Austria,4,30.312,7.55,68.951
Azerbaijan,2,0,0,14.4
Bahamas,1,0,0,256.835
Bahrain,1,0,0,317.352
Bangladesh,3,0,0,9.387
Barbados,3,0,0,13.919
Belarus,2,0,0,22.541
Belgium,0,37.275,6.644,133.482
Belize,4,0,0,52.814
Benin,3,0,0,0
Bhutan,3,0,0,2.592
Bolivia,2,0,0,17.648
Bosnia and Herzegovina,4,0,0,64.313
Botswana,3,0,0,0
Brazil,4,0,0,77.103
Brunei,3,0,0,0
Bulgaria,5,103.332,5.037,6.332
Burkina Faso,3,0,0,1.435
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,2,0,0,30.284
Cape Verde,0,0,0,127.701
Central African Republic,3,0,0,0
Chad,3,0,0,0.122
Chile,4,0,0,83.699
China,3,0,0,0.024
Colombia,0,0,0,131.243
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,3,0,0,0
Cote d'Ivoire,3,0,0,1.933
Croatia,5,68.449,0,47.987
Cuba,3,0,0,3.178
Cyprus,3,0,0,11.417
Czechia,4,49.958,10.272,91.885
Democratic Republic of Congo,3,0,0,0.301
Denmark,4,11.567,1.554,81.489
Djibouti,3,0,0,0
Dominica,3,0,0,0
Dominican Republic,4,0,0,54.296
Ecuador,2,0,0,45.287
Egypt,3,0,0,1.124
El Salvador,2,0,0,19.272
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,2,16.585,3.769,36.938
Eswatini,2,0,0,20.687
Ethiopia,3,0,0,5.993
Fiji,3,0,0,0
Finland,3,0,0,10.468
France,5,82.055,12.777,0
Gabon,3,0,0,0
Gambia,3,0,0,9.103
Georgia,4,0,0,49.133
Germany,3,0,0,12.329
Ghana,3,0,0,4.087
Greece,2,0,0,15.734
Grenada,3,0,0,0
Guatemala,2,0,0,16.299
Guinea,3,0,0,2.97
Guinea-Bissau,3,0,0,0
Guyana,0,0,0,128.407
Haiti,3,0,0,1.666
Honduras,2,0,0,47.756
Hong Kong,3,0,0,0
Hungary,0,41.82,0,110.762
Iceland,3,5.861,0,0
India,4,0,0,63.015
Indonesia,2,0,0,14.584
International,3,0,0,0
Iran,2,0,0,36.872
Iraq,4,0,0,85.475
Ireland,4,16.607,3.24,79.995
Israel,1,0,0,297.959
Italy,5,42.787,3.672,26.248
Jamaica,4,0,0,77.672
Japan,3,0,0,3.795
Jordan,2,0,0,23.424
Kazakhstan,2,0,0,17.841
Kenya,3,0,0,2.827
Kosovo,2,0,0,31.561
Kuwait,4,0,0,90.152
Kyrgyzstan,3,0,0,0
Laos,3,0,0,0
Latvia,3,6.362,0,5.302
Lebanon,0,0,0,147.39
Lesotho,2,0,0,15.871
Liberia,3,0,0,0
Libya,0,0,0,104.056
Liechtenstein,3,0,0,0
Lithuania,2,0,0,29.387
Luxembourg,5,33.548,1.598,0
Madagascar,3,0,0,1.192
Malawi,3,0,0,0.68
Malaysia,3,0,0,1.607
Maldives,0,0,0,138.75
Mali,3,0,0,0.346
Malta,4,0,0,72.474
Marshall Islands,3,0,0,0
Mauritania,3,0,0,0.645
Mauritius,3,0,0,0
Mexico,2,0,0,27.472
Moldova,4,0,0,64.453
Monaco,2,0,0,25.482
Mongolia,3,0,0,0
Montenegro,1,0,0,1136.83
Morocco,4,0,0,52.207
Mozambique,3,0,0,7.487
Myanmar,3,0,0,9.961
Namibia,2,0,0,33.453
Nepal,2,0,0,45.475
Netherlands,0,0,5.661,114.153
New Zealand,3,0,0,0
Nicaragua,3,0,0,0
Niger,3,0,0,0.207
Nigeria,3,0,0,0.471
North Macedonia,4,0,0,85.438
Norway,3,0,0,7.194
Oman,1,0,0,337.209
Pakistan,3,0,0,2.866
Palestine,0,0,0,133.884
Panama,0,0,0,139.521
Papua New Guinea,3,0,0,0.112
Paraguay,4,0,0,70.802
Peru,0,0,0,195.712
Philippines,2,0,0,29.96
Poland,5,52.449,0,24.044
Portugal,5,50.114,6.178,54.135
Qatar,4,0,0,79.832
Romania,4,0,24.431,63.989
Russia,2,0,0,41.409
Rwanda,3,0,0,1.699
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,3,0,0,0
Sao Tome and Principe,3,0,0,0
Saudi Arabia,3,0,0,13.874
Senegal,3,0,0,1.553
Serbia,3,0,0,9.993
Seychelles,3,0,0,0
Sierra Leone,3,0,0,1.128
Singapore,3,0,0,3.077
Slovakia,2,15.202,0,23.994
Slovenia,5,31.747,6.253,53.393
Solomon Islands,3,0,0,0
Somalia,3,0,0,2.58
South Africa,2,0,0,26.219
South Korea,3,0,0,1.365
South Sudan,3,0,0,0
Spain,3,0,0,0
Sri Lanka,3,0,0,0.187
Sudan,3,0,0,0.456
Suriname,2,0,0,23.865
Sweden,3,0,0,0
Switzerland,3,0,0,0
Syria,3,0,0,2
Taiwan,3,0,0,0.042
Tajikistan,3,0,0,4.508
Tanzania,3,0,0,0
Thailand,3,0,0,0
Timor,3,0,0,0
Togo,3,0,0,0.846
Trinidad and Tobago,2,0,0,34.298
Tunisia,0,0,0,137.241
Turkey,2,0,0,18.011
Uganda,3,0,0,5.903
Ukraine,4,0,0,70.22
United Arab Emirates,4,0,0,68.147
United Kingdom,4,19.96,2.431,57.435
United States,0,86.779,18.429,116.144
Uruguay,3,0,0,3.742
Uzbekistan,2,0,0,19.361
Vanuatu,3,0,0,0
Vatican,3,0,0,0
Venezuela,2,0,0,24.863
Vietnam,3,0,0,0
Yemen,3,0,0,0
Zambia,3,0,0,3.318
Zimbabwe,3,0,0,0.74
