country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,0.077
Albania,4,0,0,29.189
Algeria,5,0,0,8.62
Andorra,5,0,0,0
Angola,5,0,0,2.434
Antigua and Barbuda,5,0,0,0
Argentina,1,0,0,204.223
Armenia,0,0,0,59.057
Australia,5,0,0,4.824
Austria,0,12.658,3.331,43.858
Azerbaijan,4,0,0,18.542
Bahamas,1,0,0,198.348
Bahrain,1,0,0,163.377
Bangladesh,4,0,0,12.94
Barbados,4,0,0,13.919
Belarus,4,0,0,18.732
Belgium,0,19.845,6.212,55.826
Belize,1,0,0,236.406
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,3,0,0,80.956
Bosnia and Herzegovina,3,0,0,102.414
Botswana,5,0,0,0
Brazil,1,0,0,194.534
Brunei,5,0,0,0
Bulgaria,2,104.052,8.779,14.248
Burkina Faso,5,0,0,0
Burundi,5,0,0,1.009
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,5,0,0,7.869
Cape Verde,0,0,0,59.354
Central African Republic,5,0,0,0
Chad,5,0,0,0
Chile,3,0,0,106.559
China,5,0,0,0.019
Colombia,1,0,0,184.581
Comoros,5,0,0,1.15
Congo,5,0,0,0
Costa Rica,1,0,0,238.314
Cote d'Ivoire,5,0,0,3.639
Croatia,3,51.397,0,76
Cuba,5,0,0,5.209
Cyprus,5,0,0,2.283
Czechia,4,14.567,3.455,29.601
Democratic Republic of Congo,5,0,0,0.145
Denmark,4,3.626,0.691,13.639
Djibouti,5,0,0,2.024
Dominica,5,0,0,0
Dominican Republic,4,0,0,31.527
Ecuador,0,0,0,43.36
Egypt,5,0,0,2.072
El Salvador,4,0,0,18.809
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0.282
Estonia,4,6.785,0,15.077
Eswatini,0,0,0,42.235
Ethiopia,4,0,0,13.169
Fiji,5,0,0,0
Finland,5,0,0,1.263
France,2,69.125,6.036,0
Gabon,5,0,0,0
Gambia,0,0,0,40.552
Georgia,5,0,0,1.755
Germany,5,0,0,8.462
Ghana,5,0,0,5.439
Greece,4,0,0,16.982
Grenada,5,0,0,0
Guatemala,0,0,0,42.31
Guinea,5,0,0,0
Guinea-Bissau,5,0,0,0
Guyana,5,0,0,5.085
Haiti,5,0,0,1.14
Honduras,3,0,0,84.304
Hungary,4,9.316,0,16.356
Iceland,4,0,0,23.443
India,0,0,0,57.073
Indonesia,5,0,0,12.094
International,5,0,0,0
Iran,4,0,0,22.68
Iraq,3,0,0,95.32
Ireland,4,6.076,1.013,28.758
Israel,3,0,0,105.135
Italy,4,20.625,1.307,23.883
Jamaica,4,0,0,34.446
Japan,5,0,0,6.752
Jordan,5,0,0,2.352
Kazakhstan,3,0,0,75.732
Kenya,5,0,0,3.05
Kosovo,0,0,0,59.5
Kuwait,1,0,0,151.268
Kyrgyzstan,4,0,0,19.159
Laos,5,0,0,0
