country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,4,0,0,0.565
Albania,1,0,0,45.521
Algeria,4,0,0,4.356
Andorra,4,0,0,0
Angola,4,0,0,3.621
Antigua and Barbuda,4,0,0,0
Argentina,0,0,0,266.109
Armenia,1,0,0,38.809
Australia,4,0,0,1.176
Austria,1,34.975,8.327,71.616
Azerbaijan,4,0,0,9.665
Bahamas,3,0,0,124.603
Bahrain,5,0,0,381.997
Bangladesh,4,0,0,9.454
Barbados,4,0,0,0
Belarus,2,0,0,21.801
Belgium,0,43.573,8.111,158.245
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,1,0,0,40.007
Bosnia and Herzegovina,1,0,0,65.837
Botswana,4,0,0,0
Brazil,0,0,0,156.775
Brunei,4,0,0,0
Bulgaria,2,103.045,4.461,15.687
Burkina Faso,4,0,0,0.526
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,2,0,0,33.702
Cape Verde,3,0,0,100.722
Central African Republic,4,0,0,3.313
Chad,4,0,0,0.122
Chile,1,0,0,55.189
China,4,0,0,0.013
Colombia,3,0,0,139.575
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,0,0,0,213.384
Cote d'Ivoire,4,0,0,0.607
Croatia,2,67.718,0,35.077
Cuba,4,0,0,7.151
Cyprus,2,0,0,17.125
Czechia,0,58.642,11.206,223.551
Democratic Republic of Congo,4,0,0,0.045
Denmark,3,13.639,2.417,84.079
Djibouti,4,0,0,3.036
Dominica,4,0,0,0
Dominican Republic,1,0,0,44.801
Ecuador,1,0,0,52.825
Egypt,4,0,0,1.104
El Salvador,2,0,0,24.051
Equatorial Guinea,2,0,0,11.404
Eritrea,4,0,0,0
Estonia,2,20.354,2.262,26.384
Eswatini,2,0,0,21.549
Ethiopia,4,0,0,6.202
Fiji,4,0,0,0
Finland,2,0,0,26.892
France,0,88.505,14.462,157.782
Gabon,4,0,0,0
Gambia,4,0,0,5.793
Georgia,1,0,0,54.648
Germany,2,0,0,22.104
Ghana,4,0,0,0
Greece,2,0,0,31.948
Grenada,4,0,0,0
Guatemala,1,0,0,52.58
Guinea,4,0,0,3.274
Guinea-Bissau,4,0,0,10.671
Guyana,1,0,0,44.498
Haiti,4,0,0,0.789
Honduras,2,0,0,23.322
Hong Kong,4,0,0,0
Hungary,1,55.278,0,65.526
Iceland,3,5.861,0,123.077
India,1,0,0,60.396
Indonesia,2,0,0,14.884
International,4,0,0,0
Iran,1,0,0,44.194
Iraq,3,0,0,117.447
Ireland,1,19.037,3.24,65.414
Israel,5,0,0,811.157
Italy,2,47.021,3.953,23.006
Jamaica,1,0,0,42.889
Japan,4,0,0,2.459
Jordan,1,0,0,62.138
Kazakhstan,4,0,0,4.633
Kenya,4,0,0,2.585
Kosovo,2,0,0,34.148
Kuwait,0,0,0,168.362
Kyrgyzstan,2,0,0,10.883
Laos,4,0,0,0
Latvia,2,5.302,0,18.026
Lebanon,3,0,0,126.732
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,3,0,0,94.597
Liechtenstein,2,0,0,26.221
Lithuania,2,0,0,16.53
Luxembourg,0,36.743,1.598,159.751
Madagascar,4,0,0,2.275
Malawi,4,0,0,0.314
Malaysia,4,0,0,2.534
Maldives,3,0,0,88.8
Mali,4,0,0,0.296
Malta,3,0,0,86.063
Marshall Islands,4,0,0,0
Mauritania,4,0,0,4.086
Mauritius,4,0,0,0.786
Mexico,1,0,0,36.321
Moldova,0,0,0,161.132
Monaco,1,0,0,50.963
Mongolia,4,0,0,0
Montenegro,5,0,0,471.291
Morocco,1,0,0,60.335
Mozambique,4,0,0,6.463
Myanmar,4,0,0,8.969
Namibia,2,0,0,31.878
Nepal,1,0,0,46.539
Netherlands,3,0,6.653,137.322
New Zealand,4,0,0,1.866
Nicaragua,2,0,0,16.907
Niger,4,0,0,0.165
Nigeria,4,0,0,0.854
North Macedonia,1,0,0,41.759
Norway,2,3.874,0,27.3
Oman,3,0,0,129.244
Pakistan,4,0,0,2.408
Palestine,3,0,0,84.094
Panama,3,0,0,109.855
Papua New Guinea,4,0,0,1.118
Paraguay,1,0,0,79.635
Peru,4,0,0,0
Philippines,2,0,0,14.592
Poland,2,0,0,18.786
Portugal,1,53.547,6.865,45.407
Qatar,3,0,0,108.641
Romania,1,0,25.783,55.048
Russia,1,0,0,41.861
Rwanda,4,0,0,1.235
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,2,0,0,15.856
Senegal,4,0,0,1.254
Serbia,4,0,0,8.965
Seychelles,4,0,0,0
Sierra Leone,4,0,0,0.752
Singapore,4,0,0,3.59
Slovakia,2,19.598,0,32.053
Slovenia,1,34.152,6.253,42.329
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,2,0,0,22.695
South Korea,4,0,0,2.146
South Sudan,4,0,0,0.983
Spain,0,232.04,30.756,230.971
Sri Lanka,4,0,0,0.654
Sudan,4,0,0,0.525
Suriname,2,0,0,32.388
Sweden,3,0,0,118.721
Switzerland,2,0,0,33.046
Syria,4,0,0,2.514
Taiwan,4,0,0,0
Tajikistan,4,0,0,4.613
Tanzania,4,0,0,0
Thailand,4,0,0,0.043
Timor,4,0,0,0
Togo,4,0,0,1.691
Trinidad and Tobago,1,0,0,57.878
Tunisia,4,0,0,0
Turkey,2,0,0,20.062
Uganda,4,0,0,5.334
Ukraine,1,0,0,68.368
United Arab Emirates,3,0,0,86.144
United Kingdom,1,23.333,3.108,72.71
United States,0,89.6,18.719,119.28
Uruguay,4,0,0,2.015
Uzbekistan,2,0,0,18.375
Vanuatu,4,0,0,0
