country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,0.771
Albania,5,0,0,7.645
Algeria,5,0,0,2.03
Andorra,1,0,0,51.77
Angola,5,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,5,0,0,2.257
Armenia,3,0,0,16.199
Australia,5,0,0,0.51
Austria,2,67.841,21.54,5.107
Azerbaijan,5,0,0,3.748
Bahamas,3,0,0,12.715
Bahrain,3,0,0,15.28
Bangladesh,5,0,0,2.987
Barbados,5,0,0,0
Belarus,1,0,0,48.363
Belgium,4,431.076,93.101,128.305
Belize,5,0,0,0
Benin,5,0,0,1.567
Bhutan,5,0,0,0
Bolivia,5,0,0,3.769
Bosnia and Herzegovina,5,0,0,7.315
Botswana,5,0,0,0
Brazil,3,0,0,9.828
Brunei,5,0,0,0
Bulgaria,2,38.57,5.181,5.037
Burkina Faso,5,0,0,0.239
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,5.5
Canada,1,0,0,53.654
Cape Verde,3,0,0,10.792
Central African Republic,5,0,0,0
Chad,5,0,0,0
Chile,3,0,0,21.919
China,5,0,0,0.008
Colombia,5,0,0,3.636
Comoros,5,0,0,0
Congo,5,0,0,3.081
Costa Rica,5,0,0,0.393
Cote d'Ivoire,5,0,0,0
Croatia,2,78.923,0,2.436
Cuba,5,0,0,4.591
Cyprus,5,0,0,5.708
Czechia,2,32.589,7.284,14.38
Democratic Republic of Congo,5,0,0,0.056
Denmark,2,58.009,14.502,22.617
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,3,0,0,26.18
Ecuador,1,0,0,37.408
Egypt,5,0,0,1.847
El Salvador,5,0,0,2.621
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,2,91.215,10.554,5.277
Eswatini,5,0,0,1.724
Ethiopia,5,0,0,0.026
Fiji,5,0,0,1.116
Finland,2,37.721,12.092,15.341
France,4,466.682,85.548,36.493
Gabon,5,0,0,4.942
Gambia,5,0,0,0
Georgia,5,0,0,2.005
Germany,3,0,0,22.451
Ghana,5,0,0,0
Greece,5,0,0,0.959
Grenada,5,0,0,0
Guatemala,5,0,0,1.786
Guinea,5,0,0,3.274
Guinea-Bissau,5,0,0,0
Guyana,5,0,0,0
Haiti,5,0,0,0.877
Honduras,5,0,0,0.505
Hungary,2,83.951,0,7.039
Iceland,2,61.538,14.652,5.861
India,5,0,0,0.67
Indonesia,5,0,0,0.676
International,5,0,0,0
Iran,3,0,0,15.406
Iraq,5,0,0,0.87
