country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,6.962
Albania,1,0,0,22.239
Algeria,5,0,0,6.796
Andorra,5,0,0,0
Angola,5,0,0,0.274
Antigua and Barbuda,5,0,0,0
Argentina,2,0,0,51.664
Armenia,3,0,0,162.66
Australia,5,0,0,2.745
Austria,5,7.328,0.888,7.661
Azerbaijan,2,0,0,53.653
Bahamas,5,0,0,0
Bahrain,4,0,0,313.825
Bangladesh,1,0,0,24.373
Barbados,5,0,0,0
Belarus,2,0,0,33.336
Belgium,5,21.053,3.538,5.695
Belize,5,0,0,0
Benin,5,0,0,3.134
Bhutan,5,0,0,1.296
Bolivia,2,0,0,51.486
Bosnia and Herzegovina,3,0,0,118.873
Botswana,2,0,0,35.295
Brazil,3,0,0,113.154
Brunei,5,0,0,0
Bulgaria,0,62.46,4.461,20.148
Burkina Faso,5,0,0,0
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,1,0,0,16.878
Cape Verde,1,0,0,17.986
Central African Republic,2,0,0,38.097
Chad,5,0,0,0
Chile,4,0,0,210.136
China,5,0,0,0.016
Colombia,2,0,0,64.344
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,1,0,0,27.286
Cote d'Ivoire,5,0,0,4.284
Croatia,5,15.833,0,8.282
Cuba,5,0,0,0.706
Cyprus,5,0,0,2.283
Czechia,1,6.443,1.027,18.863
Democratic Republic of Congo,5,0,0,1.251
Denmark,1,0,0,13.121
Djibouti,1,0,0,13.158
Dominica,5,0,0,0
Dominican Republic,2,0,0,40.837
Ecuador,1,0,0,23.239
Egypt,1,0,0,15.303
El Salvador,2,0,0,36.847
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,3.015,0.754,0
Eswatini,1,0,0,12.067
Ethiopia,5,0,0,1.366
Fiji,5,0,0,0
Finland,5,4.151,0,1.985
France,0,132.412,9.054,31.345
Gabon,3,0,0,83.119
Gambia,5,0,0,0.828
Georgia,5,0,0,0.501
Germany,5,0,0,4.165
Ghana,1,0,0,19.599
Greece,5,0,0,1.343
Grenada,5,0,0,0
Guatemala,1,0,0,26.737
Guinea,5,0,0,0.685
Guinea-Bissau,1,0,0,20.325
Guyana,5,0,0,6.357
Haiti,1,0,0,13.681
Honduras,2,0,0,74.309
Hungary,5,17.598,0,0.311
Iceland,5,0,0,2.93
India,1,0,0,13.422
Indonesia,5,0,0,3.956
International,5,0,0,0
Iran,1,0,0,30.193
Iraq,2,0,0,43.483
Ireland,5,4.455,2.43,4.658
Israel,3,0,0,87.458
Italy,5,20.112,1.588,2.084
Jamaica,5,0,0,0.675
Japan,5,0,0,0.87
Jordan,5,0,0,0.686
Kazakhstan,1,0,0,26.203
Kenya,5,0,0,2.232
Kosovo,2,0,0,45.013
Kuwait,3,0,0,136.282
Kyrgyzstan,2,0,0,42.764
Laos,5,0,0,0
Latvia,5,3.711,0,0.53
Lebanon,5,0,0,0.733
Lesotho,5,0,0,0
Liberia,5,0,0,0.395
Libya,5,0,0,5.821
Liechtenstein,5,0,0,0
Lithuania,5,0,0,0.367
Luxembourg,1,25.56,3.195,22.365
Madagascar,5,0,0,2.167
Malawi,5,0,0,0.314
Malaysia,5,0,0,0.093
Maldives,1,0,0,24.05
Mali,5,0,0,1.284
Malta,5,0,2.265,0
Marshall Islands,5,0,0,0
Mauritania,1,0,0,18.926
Mauritius,5,0,0,0
Mexico,1,0,0,29.512
Moldova,1,0,0,26.525
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,1,0,0,31.844
Morocco,5,0,0,6.448
Mozambique,5,0,0,0.768
Myanmar,5,0,0,0
Namibia,5,0,0,5.116
Nepal,1,0,0,16.337
Netherlands,5,0,2.451,4.552
New Zealand,5,0,0,0
Nicaragua,5,0,0,0
Niger,5,0,0,0.041
Nigeria,5,0,0,2.746
North Macedonia,2,0,0,61.919
Norway,5,3.32,0,1.291
Oman,4,0,0,178.2
Pakistan,1,0,0,12.789
Palestine,2,0,0,38.225
Panama,4,0,0,254.707
Papua New Guinea,5,0,0,0
Paraguay,5,0,0,8.973
Peru,3,0,0,89.349
Philippines,5,0,0,8.971
Poland,0,47.481,0,6.526
Portugal,0,47.957,6.963,26.087
Qatar,4,0,0,240.536
Romania,1,0,0,13.983
Russia,2,0,0,45.795
Rwanda,5,0,0,7.798
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,5,0,0,0
Sao Tome and Principe,5,0,0,0
Saudi Arabia,3,0,0,113.259
Senegal,5,0,0,6.689
Serbia,2,0,0,35.564
Seychelles,2,0,0,71.182
Sierra Leone,5,0,0,2.883
Singapore,2,0,0,34.528
Slovakia,5,1.648,0,0.183
Slovenia,5,3.848,0,1.924
Solomon Islands,5,0,0,0
Somalia,5,0,0,0.629
South Africa,3,0,0,103.358
South Korea,5,0,0,0.839
South Sudan,5,0,0,0
Spain,5,0,0,4.278
Sri Lanka,5,0,0,0.093
Sudan,5,0,0,0
Suriname,1,0,0,18.751
Sweden,2,0,0,71.985
Switzerland,5,0,0,4.044
Syria,5,0,0,0.743
Taiwan,5,0,0,0
Tajikistan,5,0,0,5.347
Tanzania,5,0,0,0
Thailand,5,0,0,0.1
Timor,5,0,0,0
Togo,5,0,0,0.121
Trinidad and Tobago,5,0,0,0
Tunisia,5,0,0,0.254
Turkey,1,0,0,16.291
Uganda,5,0,0,0.24
Ukraine,1,0,0,15.594
United Arab Emirates,2,0,0,45.398
United Kingdom,0,51.557,3.859,9.133
United States,3,101.945,16.254,121.017
Uruguay,5,0,0,0.864
Uzbekistan,5,0,0,8.187
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,5,0,0,8.194
Vietnam,5,0,0,0
Yemen,5,0,0,0.335
Zambia,5,0,0,0.598
Zimbabwe,5,0,0,0.471
