country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,2.081,0.103,1.2
Albania,2,104.941,1.39,1.17
Algeria,2,5.701,0.228,1.23
Andorra,2,0,0,1.23
Angola,2,5.994,0.061,1.1
Antigua and Barbuda,2,20.423,0,0.31
Argentina,1,264.804,6.085,0.97
Armenia,0,746.819,4.05,1.37
Australia,3,0.706,0,0.91
Austria,0,401.27,1.221,1.56
Azerbaijan,2,78.113,0.789,1.51
Bahamas,2,0,0,0.86
Bahrain,1,235.663,0.588,0.89
Bangladesh,2,6.643,0.115,0.98
Barbados,2,3.48,0,0.82
Belarus,2,85.826,0.847,1.23
Belgium,0,1528.006,6.816,1.36
Belize,1,140.838,5.03,1.15
Benin,2,0,0,0.94
Bhutan,2,5.184,0,0.85
Bolivia,2,14.306,1.628,0.81
Bosnia and Herzegovina,1,385.575,3.048,1.17
Botswana,2,0,0,0.75
Brazil,1,126.925,2.032,1
Brunei,2,0,0,0
Bulgaria,1,150.106,1.007,1.52
Burkina Faso,2,0.526,0,0.99
Burundi,2,0.168,0,0.78
Cambodia,2,0,0,0.8
Cameroon,2,0,0,0.9
Canada,2,40.591,0.768,1.14
Cape Verde,1,223.026,0,1.06
Central African Republic,2,0,0,0.59
Chad,2,0.67,0,0.98
Chile,2,85.582,2.511,0.97
China,2,0.014,0,1.11
Colombia,1,172.337,3.891,1.06
Comoros,2,0,0,0.63
Congo,2,17.579,0,0.58
Costa Rica,1,247.737,3.337,0.99
Cote d'Ivoire,2,0.91,0,0.95
Croatia,0,546.128,3.897,1.75
Cuba,2,4.856,0,1.16
Cyprus,1,148.419,0,1.45
Czechia,0,1164.817,9.898,1.29
Democratic Republic of Congo,2,0.234,0.011,1.1
Denmark,1,136.218,0.518,1.21
Djibouti,2,2.024,0,1.22
Dominica,2,13.891,0,0
Dominican Republic,2,105.55,0.737,1.03
Ecuador,2,76.177,0.794,1.1
Egypt,2,1.632,0.107,1.12
El Salvador,2,25.284,0.617,1.11
Equatorial Guinea,2,3.564,0,0.49
Eritrea,2,0,0,0.4
Estonia,2,38.446,0,1.3
Eswatini,2,13.791,0,0.91
Ethiopia,2,5.471,0.165,0.84
Fiji,3,0,0,0
Finland,2,32.126,0,1.11
France,2,0.383,0,1.28
Gabon,2,0,0,1.09
Gambia,2,0,0,0.69
Georgia,0,486.567,2.507,1.53
Germany,1,124.821,0.68,1.46
Ghana,2,2.864,0.064,1.13
Greece,2,89.705,0.48,1.37
Grenada,2,8.887,0,0
Guatemala,2,40.747,0.837,1
Guinea,2,0,0,1.09
Guinea-Bissau,2,0,0,0.39
Guyana,2,43.226,0,0.99
Haiti,2,0,0,0.87
Honduras,1,122.67,1.313,1.01
Hong Kong,2,0,0,0
Hungary,1,188.399,3.934,1.39
Iceland,1,252.015,0,0.94
India,2,36.325,0.419,0.89
Indonesia,2,14.88,0.468,0.96
International,2,0,0,0
Iran,2,69.22,3.988,1.23
Iraq,2,79.657,1.367,0.98
Ireland,1,171.534,0.81,1.02
Israel,2,28.421,3.119,0.5
Italy,0,324.833,2.497,1.65
Jamaica,2,10.807,1.351,0.89
Japan,2,5.78,0.032,1.12
Jordan,1,178.376,3.136,1.31
Kazakhstan,2,17.522,0.107,1.38
Kenya,2,17.612,0.223,1.36
Kosovo,2,85.887,1.035,1.5
Kuwait,1,162.742,0.937,1.04
Kyrgyzstan,2,85.221,0.613,1.21
Laos,2,0,0,0
Latvia,1,137.313,2.121,1.38
Lebanon,1,209.071,0.44,1.11
Lesotho,2,2.801,0,0.81
Liberia,2,0,0,1.01
Libya,1,144.078,2.329,1.06
Liechtenstein,1,419.54,0,1.71
Lithuania,1,174.118,1.102,1.54
Luxembourg,2,0,0,1.65
Madagascar,2,5.706,0.217,0.31
Malawi,2,0.105,0,0.91
Malaysia,2,37.941,0.216,1.28
Maldives,2,55.5,0,0.95
Mali,2,1.383,0,1.12
Malta,1,260.453,2.265,1.08
Marshall Islands,2,0,0,0
Mauritania,2,0.215,0,1.09
Mauritius,2,0,0,0.85
Mexico,2,46.73,3.343,1.02
Moldova,1,206.497,3.718,1.02
