country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,0.617,0.051,1
Albania,2,52.471,0.347,1.09
Algeria,2,6.34,0.228,0.85
Andorra,1,517.699,0,1.48
Angola,2,1.795,0.061,1.13
Antigua and Barbuda,2,0,0,0
Argentina,1,271.242,5.598,1.09
Armenia,2,67.156,0.675,1.08
Australia,0,2.314,0.275,0.59
Austria,2,55.738,0,1.41
Azerbaijan,2,17.26,0.296,1
Bahamas,1,345.838,10.172,1.17
Bahrain,1,394.926,0.588,1.04
Bangladesh,2,11.094,0.249,0.88
Barbados,2,0,0,0.7
Belarus,2,20.531,0.529,1.11
Belgium,2,47.456,0.431,1.25
Belize,2,10.06,5.03,1.16
Benin,2,2.392,0,0.94
Bhutan,2,0,0,0.76
Bolivia,2,88.837,4.198,0.86
Bosnia and Herzegovina,2,90.526,1.829,1.16
Botswana,2,0,0,0.78
Brazil,1,168.499,5.057,0.94
Brunei,2,0,0,0
Bulgaria,2,17.558,1.439,1.04
Burkina Faso,2,0.478,0,1
Burundi,2,0,0,0.73
Cambodia,2,0,0,0.22
Cameroon,2,0,0,0.99
Canada,2,10.015,0.026,1.25
Cape Verde,1,131.298,1.799,1.08
Central African Republic,2,0.207,0,0.62
Chad,2,0.183,0,1.04
Chile,2,77.735,1.046,0.98
China,2,0.009,0,0.78
Colombia,1,144.214,4.638,0.92
Comoros,2,0,0,0.65
Congo,2,0,0,0.56
Costa Rica,1,260.497,2.356,1.11
Cote d'Ivoire,2,1.403,0,0.93
Croatia,2,83.064,0.731,0.98
Cuba,2,7.24,0,1.14
Cyprus,3,3.425,0,0.9
Czechia,1,108.227,0.28,1.65
Democratic Republic of Congo,2,0.357,0,1.06
Denmark,3,43.507,0,1.32
Djibouti,2,3.036,0,1.09
Dominica,2,0,0,0
Dominican Republic,2,74.3,2.305,1.01
Ecuador,2,79.861,4.194,1.21
Egypt,2,1.71,0.166,0.96
El Salvador,2,14.03,0.771,1.03
Equatorial Guinea,2,3.564,0,0.47
Eritrea,2,0,0,0.25
Estonia,2,15.831,0,1.27
Eswatini,2,27.582,0.862,0.85
Ethiopia,2,7.968,0.148,0.79
Fiji,3,1.116,0,0
Finland,3,16.785,0.18,1.31
France,1,146.675,0.536,1.3
Gabon,2,5.841,0,1.04
Gambia,2,7.448,0,0.77
Georgia,2,11.03,0,2
Germany,2,17.617,0.072,1.1
Ghana,2,9.687,0,0.99
Greece,2,23.793,0.288,1.13
Grenada,2,0,0,0
Guatemala,2,50.291,0.391,0.98
Guinea,2,2.817,0,1.08
Guinea-Bissau,2,0,0,0.53
Guyana,1,114.422,0,1.18
Haiti,2,0.702,0,0.93
Honduras,2,38.265,1.01,1.02
Hong Kong,2,0,0,0
Hungary,2,42.545,0.207,1.68
Iceland,2,8.791,0,1.11
India,2,69.373,0.849,1.07
Indonesia,2,12.09,0.388,1.13
International,2,0,0,0
Iran,2,27.538,1.512,1.11
Iraq,1,105.488,1.865,1.04
Ireland,2,17.012,0.608,1.29
Israel,1,461.67,1.733,1.39
Italy,2,23.651,0.232,1.11
Jamaica,2,38.498,0.675,1.23
Japan,2,4.27,0.111,0.86
Jordan,2,7.645,0,1.55
Kazakhstan,2,27.854,2.503,0.66
Kenya,2,1.934,0.149,0.8
Kosovo,2,39.322,3.104,0.83
Kuwait,1,196.227,0.937,1.08
Kyrgyzstan,2,19.313,0.153,0.84
Laos,2,0,0,0
Latvia,3,5.832,0,1.23
Lebanon,2,81.02,0.733,1.15
Lesotho,2,7.469,0,0.97
Liberia,2,0.395,0,0.94
Libya,1,127.924,1.455,1.17
Liechtenstein,2,26.221,0,0.34
