Nation,Similarity Score
Afghanistan,47
Albania,74
Algeria,45
Andorra,57
Angola,51
Antigua and Barbuda,53
Argentina,85
Armenia,125
Australia,41
Austria,51
Azerbaijan,68
Bahamas,73
Bahrain,132
Bangladesh,50
Barbados,55
Belarus,85
Belgium,63
Belize,80
Benin,51
Bhutan,51
Bolivia,67
Bosnia and Herzegovina,75
Botswana,63
Brazil,151
Brunei,52
Bulgaria,59
Burkina Faso,50
Burundi,51
Cambodia,51
Cameroon,50
Canada,84
Cape Verde,94
Central African Republic,51
Chad,51
Chile,96
China,12
Colombia,132
Comoros,53
Congo,51
Costa Rica,87
Cote d'Ivoire,49
Croatia,55
Cuba,49
Cyprus,78
Czechia,75
Democratic Republic of Congo,52
Denmark,84
Djibouti,61
Dominica,53
Dominican Republic,66
Ecuador,64
Egypt,45
El Salvador,51
Equatorial Guinea,58
Eritrea,51
Estonia,69
Eswatini,51
Ethiopia,53
Fiji,51
Finland,56
France,60
Gabon,62
Gambia,52
Georgia,53
Germany,74
Ghana,50
Greece,60
Grenada,51
Guatemala,52
Guinea,49
Guinea-Bissau,58
Guyana,61
Haiti,51
Honduras,62
Hungary,67
Iceland,67
India,49
Indonesia,46
International,51
Iran,59
Iraq,66
Ireland,71
Israel,88
Italy,45
Jamaica,52
Japan,35
Jordan,69
Kazakhstan,51
Kenya,51
Kosovo,65
Kuwait,144
Kyrgyzstan,55
Laos,51
Latvia,63
Lebanon,88
Lesotho,52
Liberia,49
Libya,80
Liechtenstein,59
Lithuania,65
Luxembourg,69
Madagascar,51
Malawi,51
Malaysia,43
Maldives,114
Mali,50
Malta,100
Marshall Islands,51
Mauritania,51
Mauritius,54
Mexico,53
Moldova,127
Monaco,68
Mongolia,51
Montenegro,76
Morocco,56
Mozambique,52
Myanmar,51
Namibia,51
Nepal,65
Netherlands,67
New Zealand,45
Nicaragua,55
Niger,50
Nigeria,50
North Macedonia,81
Norway,50
Oman,120
Pakistan,47
Palestine,81
Papua New Guinea,51
Paraguay,74
Peru,120
Philippines,47
Poland,61
Portugal,75
Qatar,88
Romania,83
Russia,86
Rwanda,51
Saint Kitts and Nevis,52
Saint Lucia,50
Saint Vincent and the Grenadines,52
Samoa,51
San Marino,57
Sao Tome and Principe,57
Saudi Arabia,75
Senegal,47
Serbia,74
Seychelles,53
Sierra Leone,50
Singapore,44
Slovakia,73
Slovenia,66
Solomon Islands,51
Somalia,50
South Africa,70
South Korea,32
South Sudan,50
Spain,67
Sri Lanka,51
Sudan,50
Suriname,63
Sweden,94
Switzerland,46
Syria,51
Taiwan,42
Tajikistan,54
Tanzania,51
Thailand,48
Timor,51
Togo,50
Trinidad and Tobago,58
Tunisia,66
Turkey,71
Uganda,51
Ukraine,88
United Arab Emirates,87
United Kingdom,74
United States,143
Uruguay,49
Uzbekistan,49
Vanuatu,51
Vatican,48
Venezuela,52
Vietnam,49
Yemen,51
Zambia,52
Zimbabwe,51
Hong Kong,2
