country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,2.44,1.2,0
Albania,0,98.686,1.12,0
Algeria,3,6.545,1.23,0
Andorra,2,1100.11,1.19,0
Angola,3,6.907,1.09,0
Antigua and Barbuda,3,0,0.31,0
Argentina,0,316.578,0.95,0
Armenia,1,539.951,1.27,0
Australia,3,0.549,0.83,0
Austria,0,314.776,1.53,22.54
Azerbaijan,3,65.39,1.37,0
Bahamas,0,233.949,0.77,0
Bahrain,0,136.344,0.88,0
Bangladesh,3,8.106,1.01,0
Barbados,3,0,0.8,0
Belarus,3,95.457,1.21,0
Belgium,2,1170.962,1.25,78.691
Belize,0,138.323,1.15,0
Benin,3,0,0.94,0
Bhutan,3,3.888,0.86,0
Bolivia,3,14.735,0.82,0
Bosnia and Herzegovina,1,473.968,1.17,0
Botswana,3,0,0.74,0
Brazil,0,140.135,1,0
Brunei,3,0,0,0
Bulgaria,1,369.723,1.53,20.868
Burkina Faso,3,0.335,0.99,0
Burundi,3,0.084,0.78,0
Cambodia,3,0.12,0.86,0
Cameroon,3,0,0.9,0
Canada,3,72.333,1.15,0
Cape Verde,3,88.131,1.06,0
Central African Republic,3,0,0.58,0
Chad,3,1.157,0.97,0
Chile,3,48.493,0.96,0
China,3,0.033,1.2,0
Colombia,0,160.486,1.06,0
Comoros,3,0,0.63,0
Congo,3,0,0.58,0
Costa Rica,0,169.215,0.99,0
Cote d'Ivoire,3,0.076,0.96,0
Croatia,0,344.192,1.49,0
Cuba,3,7.328,1.15,0
Cyprus,0,206.645,1.37,0
Czechia,2,1462.604,1.2,89.831
Democratic Republic of Congo,3,0.19,1.1,0
Denmark,0,129.312,1.21,3.28
Djibouti,3,3.036,1.07,0
Dominica,3,0,0,0
Dominican Republic,3,15.21,1,0
Ecuador,3,57.473,1.05,0
Egypt,3,1.661,1.12,0
El Salvador,3,0,1.12,0
Equatorial Guinea,3,2.851,0.49,0
Eritrea,3,0,0.4,0
Estonia,3,27.892,1.38,3.015
Eswatini,3,10.343,0.93,0
Ethiopia,3,4.445,0.83,0
