country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,17.468,1.17,0
Albania,3,5.212,1.22,0
Algeria,3,2.896,0.77,0
Andorra,1,0,0.47,0
Angola,3,0.061,0,0
Antigua and Barbuda,0,10.212,0,0
Argentina,3,14.094,1.32,0
Armenia,0,119.802,1.26,0
Australia,1,0.392,0.96,0
Austria,1,5.107,0.84,2.998
Azerbaijan,3,24.46,1.43,0
Bahamas,0,0,0.05,0
Bahrain,2,355.551,1.19,0
Bangladesh,3,15.453,1.32,0
Barbados,3,0,0,0
Belarus,0,95.033,0.97,0
Belgium,3,16.825,0.71,14.151
Belize,3,0,0,0
Benin,1,0.66,0.97,0
Bhutan,3,12.96,0,0
Bolivia,3,33.41,1.32,0
Bosnia and Herzegovina,3,4.877,1.17,0
Botswana,1,0,0,0
Brazil,3,77.197,1.26,0
Brunei,1,0,0,0
Bulgaria,1,2.015,1.05,2.447
Burkina Faso,1,0,0.94,0
Burundi,0,0,0,0
Cambodia,1,0,0.05,0
Cameroon,1,0,1.17,0
Canada,3,21.143,0.81,0
Cape Verde,3,25.18,1.09,0
Central African Republic,3,10.145,1.01,0
Chad,3,1.157,0.81,0
Chile,2,252.665,1.26,0
China,3,0.013,1.31,0
Colombia,3,22.542,1.29,0
Comoros,0,0,0.71,0
Congo,3,7.249,0.8,0
Costa Rica,3,1.767,1.42,0
Cote d'Ivoire,1,1.289,1.22,0
Croatia,1,0,0.18,0
Cuba,3,1.766,1.22,0
Cyprus,3,0,0.93,0
Czechia,1,3.548,0.94,1.121
Democratic Republic of Congo,3,1.161,1.11,0
Denmark,1,6.215,0.85,3.453
Djibouti,2,161.943,1.25,0
Dominica,3,0,0,0
Dominican Republic,3,34.753,1.08,0
Ecuador,3,29.87,1.01,0
Egypt,3,15.01,1.34,0
El Salvador,3,18.809,1.16,0
Equatorial Guinea,0,0,0.43,0
Eritrea,3,0,0,0
Estonia,1,3.015,0.98,1.508
Eswatini,3,1.724,1.12,0
Ethiopia,3,0.948,1.7,0
Fiji,3,0,0,0
Finland,1,5.956,0.73,1.805
France,3,3.937,1.15,19.717
Gabon,3,0,1.11,0
Gambia,3,0,0,0
Georgia,3,6.518,1.64,0
Germany,1,2.638,0.77,0
Ghana,1,9.719,1.24,0
Greece,1,0.192,1.04,0
Grenada,0,0,0,0
Guatemala,3,19.424,1.31,0
Guinea,3,0,1.11,0
Guinea-Bissau,0,0,0.81,0
Guyana,3,1.271,0.59,0
Haiti,3,22.714,1.33,0
Honduras,3,10.904,1.27,0
Hong Kong,1,0,0,0
Hungary,3,0.932,0.72,0
Iceland,1,0,0.59,0
India,3,6.364,1.26,0
Indonesia,3,2.559,1.09,0
International,0,0,0,0
Iran,1,29.955,1.19,0
Iraq,3,6.464,1.72,0
Ireland,3,12.354,0.55,7.291
Israel,3,10.051,1.74,0
Italy,1,5.508,0.64,7.195
Jamaica,3,1.689,0.9,0
Japan,1,0.277,0.9,0
Jordan,3,0.49,0.96,0
Kazakhstan,3,25.351,1.16,0
Kenya,3,1.376,1.38,0
Kosovo,3,3.104,1.27,0
Kuwait,2,199.271,1,0
Kyrgyzstan,3,3.985,1.22,0
Laos,1,0,0,0
Latvia,1,0.53,0.81,0
Lebanon,3,4.249,1.14,0
Lesotho,1,0,0,0
Liberia,3,1.582,1.02,0
Libya,3,3.784,1.21,0
Liechtenstein,0,0,0,0
Lithuania,3,1.837,0.83,0
Luxembourg,1,3.195,0.76,4.793
Madagascar,3,0.469,1.34,0
Malawi,1,0.261,1.3,0
Malaysia,3,1.761,1.02,0
Maldives,2,186.849,1.04,0
Mali,1,0.741,1.06,0
Malta,0,0,0.5,0
Marshall Islands,0,0,0,0
Mauritania,3,10.108,1.5,0
Mauritius,3,0,0.05,0
Mexico,3,24.447,1.2,0
Moldova,3,37.928,1.14,0
Monaco,3,0,0,0
Mongolia,3,0,0.59,0
Montenegro,0,0,0.01,0
Morocco,3,0.731,0.86,0
Mozambique,1,0.32,1.13,0
Myanmar,3,0,0.72,0
Namibia,3,0.394,0,0
Nepal,3,5.869,1.82,0
Netherlands,3,10.797,0.86,8.929
New Zealand,1,0,0.11,0
Nicaragua,0,0,0.23,0
Niger,1,0.083,0.69,0
Nigeria,3,1.489,1.19,0
North Macedonia,0,29.759,1.63,0
Norway,1,0.553,0.83,0
Oman,2,198.566,1.25,0
Pakistan,3,13.418,1.32,0
Palestine,3,0.196,0.66,0
Panama,3,103.134,1.31,0
Papua New Guinea,1,0,0,0
Paraguay,3,3.084,1.25,0
Peru,2,267.046,1.16,0
Philippines,3,7.866,1.44,0
Poland,3,5.681,0.97,0
Portugal,3,29.127,1.08,6.277
Qatar,2,572.012,1.05,0
Romania,3,6.446,0.92,8.317
Russia,3,63.508,0.98,0
Rwanda,3,0.849,1.35,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,3,0,0.6,0
Sao Tome and Principe,0,18.251,0.43,0
Saudi Arabia,3,53.915,1.08,0
Senegal,3,6.57,1.09,0
Serbia,1,4.556,0.82,0
Seychelles,1,0,0,0
Sierra Leone,3,1.128,0.98,0
Singapore,3,88.542,0.93,0
Slovakia,3,0,0.78,0
Slovenia,1,0,1.02,0.962
Solomon Islands,1,0,0,0
Somalia,1,3.775,0.84,0
South Africa,3,28.933,1.39,0
South Korea,1,0.683,1.06,0
South Sudan,3,0,0.82,0
