country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,2.697,0.8,0
Albania,3,40.656,1.12,0
Algeria,3,14.64,1.06,0
Andorra,0,0,1.08,0
Angola,3,1.521,1.14,0
Antigua and Barbuda,0,0,0,0
Argentina,1,131.406,1.17,0
Armenia,1,80.655,0.8,0
Australia,3,10.941,1.24,0
Austria,0,13.213,1.08,1.665
Azerbaijan,3,40.634,0.87,0
Bahamas,2,165.29,1.87,0
Bahrain,2,257.995,0.99,0
Bangladesh,3,17.973,0.95,0
Barbados,0,0,0.48,0
Belarus,0,12.17,0.85,0
Belgium,3,20.19,1.46,4.228
Belize,3,0,0,0
Benin,0,0,0.95,0
Bhutan,3,0,0,0
Bolivia,1,98.175,1.03,0
Bosnia and Herzegovina,1,81.687,1.17,0
Botswana,3,0,0.84,0
Brazil,2,192.022,1.06,0
Brunei,0,0,0,0
Bulgaria,0,35.979,1.03,5.613
Burkina Faso,0,0.239,0.99,0
Burundi,0,0,0.68,0
Cambodia,0,0,0.37,0
Cameroon,3,2.599,1,0
Canada,3,10.598,1.04,0
Cape Verde,1,46.764,1.08,0
Central African Republic,3,0,0.61,0
Chad,3,0.244,0.83,0
Chile,1,98.189,0.9,0
China,3,0.144,1.47,0
Colombia,2,202.111,1.19,0
Comoros,0,0,0.67,0
Congo,3,0,0.67,0
Costa Rica,1,98.741,1.18,0
Cote d'Ivoire,0,2.199,0.9,0
Croatia,0,10.231,0.83,0
Cuba,3,2.031,2.09,0
Cyprus,0,7.992,1.74,0
Czechia,0,26.426,1.24,1.774
Democratic Republic of Congo,3,0.324,1.05,0
Denmark,3,6.215,1.33,0.518
Djibouti,3,9.109,0.88,0
Dominica,0,0,0,0
Dominican Republic,1,49.226,1.04,0
Ecuador,1,63.368,1.03,0
Egypt,3,4.544,0.65,0
El Salvador,1,63.365,1.09,0
Equatorial Guinea,0,0,0.28,0
Eritrea,3,0,0.28,0
Estonia,0,3.015,1.61,0.754
Eswatini,1,75.851,1.14,0
Ethiopia,3,5.68,1.29,0
Fiji,3,0,0,0
Finland,0,1.083,1.19,0
France,0,11.107,1.3,5.531
Gabon,3,0,1.07,0
Gambia,0,0,1.47,0
Georgia,3,2.005,0.94,0
Germany,3,7.102,1.22,0
Ghana,3,25.167,1.06,0
Greece,3,4.989,1.36,0
Grenada,0,0,0,0
Guatemala,1,63.743,1.07,0
Guinea,3,5.406,1.09,0
Guinea-Bissau,0,0,0.69,0
Guyana,3,8.9,1.27,0
Haiti,0,0,0.9,0
Honduras,1,72.592,1.06,0
Hungary,3,0.828,1.11,0
Iceland,0,8.791,1.7,0
India,3,37.388,1.19,0
Indonesia,3,6.391,1.06,0
International,0,0,0,0
Iran,3,31.753,1.07,0
Iraq,1,68.295,1.1,0
Ireland,0,7.493,1.43,1.215
Israel,2,245.507,1.07,0
Italy,0,3.341,1.12,0.662
Jamaica,3,0.675,1.3,0
Japan,0,7.701,1.46,0
Jordan,0,0.588,1.15,0
Kazakhstan,1,82.23,0.84,0
Kenya,3,11.27,1.15,0
Kosovo,1,123.656,1.11,0
Kuwait,2,180.304,0.99,0
Kyrgyzstan,1,83.995,0.73,0
Laos,0,0,0,0
Latvia,3,0.53,1.16,0
Lebanon,0,20.658,1.3,0
Lesotho,3,0,1.03,0
Liberia,3,1.977,0.92,0
Libya,3,27.651,1.3,0
Liechtenstein,0,26.221,0,0
Lithuania,0,2.939,1.31,0
Luxembourg,1,86.265,1.04,6.39
Madagascar,3,14.951,1.03,0
Malawi,3,2.352,1.03,0
Malaysia,0,1.205,1.16,0
Maldives,2,253.449,1.28,0
Mali,3,0.346,1.03,0
Malta,0,15.854,1.29,0
Marshall Islands,0,0,0,0
Mauritania,0,8.818,0.73,0
Mauritius,0,0,0.06,0
Mexico,1,55.905,1.02,0
Moldova,1,90.978,1.11,0
Monaco,0,25.482,1.15,0
Mongolia,3,0.61,0.29,0
Montenegro,1,89.163,0.72,0
Morocco,3,13.546,1.48,0
