country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,15.002,1.26,0
Albania,3,3.127,1.19,0
Algeria,3,4.401,1.03,0
Andorra,2,0,0.48,0
Angola,3,0.243,0,0
Antigua and Barbuda,0,0,0,0
Argentina,3,15.997,1.39,0
Armenia,1,121.151,1.37,0
Australia,2,0,0.83,0
Austria,2,1.888,0.78,3.22
Azerbaijan,3,13.808,1.25,0
Bahamas,0,0,0.07,0
Bahrain,1,197.463,1.2,0
Bangladesh,3,9.302,1.29,0
Barbados,3,0,0,0
Belarus,1,100.96,1.01,0
Belgium,3,24.332,0.73,21.657
Belize,3,0,0,0
Benin,2,4.619,0.97,0
Bhutan,3,0,0,0
Bolivia,3,29.812,1.37,0
Bosnia and Herzegovina,3,3.048,1.17,0
Botswana,2,2.126,0,0
Brazil,1,74.393,1.31,0
Brunei,2,0,0.01,0
Bulgaria,2,2.734,0.89,3.166
Burkina Faso,2,0,0.94,0
Burundi,0,0,0,0
Cambodia,2,0,0.04,0
Cameroon,2,18.459,1.2,0
Canada,3,25.303,0.86,0
Cape Verde,3,16.187,1.08,0
Central African Republic,3,10.767,0.98,0
Chad,3,1.644,0.86,0
Chile,1,194.024,1.39,0
China,3,0.008,1.03,0
Colombia,3,19.614,1.3,0
Comoros,0,10.35,0,0
Congo,3,0,0.81,0
Costa Rica,3,2.356,1.31,0
Cote d'Ivoire,2,0.379,1.19,0
Croatia,2,0.244,0.24,0
Cuba,3,0.883,0.86,0
Cyprus,3,9.133,0.88,0
Czechia,2,6.07,0.98,2.054
Democratic Republic of Congo,3,1.295,1.12,0
Denmark,2,12.431,0.83,3.626
Djibouti,2,0,1.52,0
Dominica,3,0,0,0
Dominican Republic,3,34.938,1.08,0
Ecuador,3,28.226,0.93,0
Egypt,3,7.348,1.34,0
El Salvador,3,14.801,1.17,0
Equatorial Guinea,0,0,0.54,0
Eritrea,3,0,0,0
Estonia,2,1.508,0.96,3.769
Eswatini,3,10.343,1.08,0
Ethiopia,3,0.765,2.37,0
Fiji,3,0,0,0
Finland,2,1.985,0.74,3.429
France,3,0.23,1.08,24.788
Gabon,3,0,1.13,0
Gambia,3,0,0,0
Georgia,3,0.501,0.63,0
Germany,2,4.082,0.75,0
Ghana,2,2.124,1.25,0
Greece,2,0.192,0.89,0
Grenada,0,0,0,0
Guatemala,3,20.652,1.36,0
Guinea,3,7.538,1.11,0
Guinea-Bissau,0,0,0.81,0
Guyana,3,10.171,0.58,0
Haiti,3,0,1.4,0
Honduras,3,47.756,1.3,0
Hungary,2,2.898,0.77,0
Iceland,2,0,0.65,0
India,3,5.154,1.3,0
Indonesia,3,1.923,1.14,0
International,0,0,0,0
Iran,2,25.955,1.06,0
Iraq,3,4.898,1.63,0
Ireland,3,11.544,0.55,9.923
Israel,3,1.502,0.91,0
Italy,2,8.782,0.66,9.146
Jamaica,3,0.675,0.89,0
Japan,2,0.324,0.62,0
Jordan,3,0.392,0.87,0
Kazakhstan,3,32.594,1.27,0
Kenya,3,0.409,1.42,0
Kosovo,3,3.622,1.05,0
Kuwait,1,196.227,1.01,0
Kyrgyzstan,3,5.824,1.22,0
Laos,2,0,0,0
Latvia,2,0.53,0.84,0
Lebanon,3,2.491,1.18,0
Lesotho,2,0,0,0
Liberia,3,1.977,1,0
Libya,3,0,0,0
Liechtenstein,0,0,0,0
Lithuania,3,2.571,0.88,0
Luxembourg,2,3.195,0.7,6.39
Madagascar,2,1.408,1.54,0
Malawi,2,0.052,0,0
Malaysia,3,1.854,1.2,0
Maldives,1,107.3,1.09,0
Mali,2,0.741,1.07,0
Malta,0,2.265,0.7,0
Marshall Islands,0,0,0,0
Mauritania,3,2.151,1.37,0
Mauritius,3,1.573,0.06,0
Mexico,3,21.438,1.24,0
Moldova,3,24.542,1.08,0
Monaco,2,0,0,0
Mongolia,3,0,0.48,0
Montenegro,0,0,0,0
Morocco,3,0.731,0.78,0
Mozambique,2,0.832,1.11,0
Myanmar,3,0,0.72,0
Namibia,2,0.394,0,0
Nepal,3,0.652,1.8,0
Netherlands,2,10.038,0.82,13.131
New Zealand,2,0,0.23,0
Nicaragua,0,0,0.24,0
Niger,2,0.083,0.73,0
Nigeria,3,1.518,1.19,0
North Macedonia,0,17.76,1.25,0
Norway,2,1.107,0.75,0
Oman,1,100.458,1.27,0
Pakistan,3,7.913,1.24,0
Palestine,3,0,0.62,0
Panama,1,80.885,1.26,0
Papua New Guinea,2,0,0,0
Paraguay,3,1.682,1.03,0
Peru,1,127.533,1.21,0
Philippines,3,2.354,1.25,0
Poland,3,10.437,1.03,0
Portugal,3,14.907,0.98,7.65
Qatar,1,520.989,1.12,0
Romania,3,11.072,0.88,9.772
Russia,3,58.924,0.95,0
Rwanda,3,0.154,1.19,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,0,0.64,0
Sao Tome and Principe,0,0,0.41,0
Saudi Arabia,1,68.909,1.1,0
Senegal,3,4.24,1,0
Serbia,2,9.846,0.76,0
Seychelles,2,0,0,0
Sierra Leone,3,10.781,0.99,0
Singapore,1,93.67,0.88,0
Slovakia,3,0.916,0.71,0
Slovenia,2,0,0.65,1.443
Solomon Islands,2,0,0,0
Somalia,2,0,0.85,0
South Africa,3,20.908,1.32,0
South Korea,2,0.312,1.03,0
South Sudan,3,0,0.85,0
Spain,3,10.309,0.82,0
Sri Lanka,3,2.428,1.29,0
Sudan,3,4.379,1.23,0
Suriname,2,0,0,0
Sweden,2,20.794,1.11,0
Switzerland,2,1.271,0.61,0
Syria,3,0.914,0,0
Taiwan,0,0,0.2,0
Tajikistan,2,20.026,1.15,0
Tanzania,2,0,0.04,0
Thailand,3,0,0.82,0
Timor,2,0,0,0
Togo,3,0.966,1.02,0
Trinidad and Tobago,3,0,0.01,0
