country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,17.057,0.99,0
Albania,1,19.807,1.67,0
Algeria,0,2.486,0.96,0
Andorra,0,0,0.35,0
Angola,1,0.061,1.09,0
Antigua and Barbuda,3,0,0,0
Argentina,1,28.365,1.31,0
Armenia,2,223.742,1.13,0
Australia,0,0.588,1.43,0
Austria,0,3.442,1.01,1.332
Azerbaijan,1,38.169,1.19,0
Bahamas,3,0,0.18,0
Bahrain,2,302.072,1.12,0
Bangladesh,1,19.072,1.16,0
Barbados,1,0,0,0
Belarus,3,77.466,0.87,0
Belgium,0,9.578,0.8,7.334
Belize,1,0,0,0
Benin,0,2.475,0.97,0
Bhutan,1,0,0,0
Bolivia,1,52.857,1.24,0
Bosnia and Herzegovina,0,0,1.18,0
Botswana,1,0,0,0
Brazil,1,80.495,1.14,0
Brunei,0,0,0,0
Bulgaria,0,3.454,1.37,2.303
Burkina Faso,0,0.096,0.95,0
Burundi,3,0,0,0
Cambodia,0,0,0.09,0
Cameroon,0,0,1.11,0
Canada,1,9.565,0.76,0
Cape Verde,1,43.166,1.1,0
Central African Republic,0,0,0.96,0
Chad,1,0.122,0.74,0
Chile,2,362.938,1.02,0
China,1,0.034,2.13,0
Colombia,1,43.099,1.27,0
Comoros,3,0,0.72,0
Congo,1,0,0.74,0
Costa Rica,1,10.404,1.44,0
Cote d'Ivoire,0,8.947,1.21,0
Croatia,0,0.244,1.99,0
Cuba,1,0.883,0.78,0
Cyprus,0,3.425,0.82,0
Czechia,0,3.082,1.08,0.934
Democratic Republic of Congo,1,0.603,1.1,0
Denmark,0,9.323,0.95,1.554
Djibouti,0,16.194,0.56,0
Dominica,1,0,0,0
Dominican Republic,1,35.952,1.15,0
Ecuador,1,22.388,1.11,0
Egypt,1,15.811,1.12,0
El Salvador,1,18.038,1.16,0
Equatorial Guinea,3,0,0.3,0
Eritrea,1,8.741,0,0
Estonia,0,0,0.63,0.754
Eswatini,1,3.448,1.36,0
Ethiopia,1,1.557,1.24,0
Fiji,1,0,0,0
Finland,0,3.068,0.69,0.18
France,1,6.235,1.05,12.884
Gabon,1,0,1.09,0
Gambia,1,0,0,0
Georgia,0,3.259,1.31,0
Germany,0,2.996,1.03,0
Ghana,0,27.226,1.21,0
Greece,0,0.863,1.2,0
Grenada,3,0,0,0
Guatemala,1,19.759,1.25,0
Guinea,1,3.655,1.1,0
Guinea-Bissau,3,0,0.8,0
Guyana,1,0,0.67,0
Haiti,1,0,1.11,0
Honduras,1,40.688,1.26,0
Hungary,0,0.518,0.56,0
Iceland,0,5.861,0.83,0
India,1,8.335,1.21,0
Indonesia,0,3.133,1.17,0
International,3,0,0,0
Iran,0,29.431,1.03,0
Iraq,1,31.301,1.39,0
Ireland,1,1.62,0.6,5.468
Israel,1,15.712,1.38,0
Italy,0,5.59,0.9,3.457
Jamaica,1,0.675,1.09,0
Japan,3,0.601,1.22,0
Jordan,0,0.784,1.13,0
Kazakhstan,1,13.74,1.16,0
Kenya,1,2.548,1.22,0
Kosovo,1,27.422,1.58,0
Kuwait,1,106.309,0.83,0
Kyrgyzstan,1,11.956,1.49,0
Laos,0,0,0,0
Latvia,0,0,0.87,0
Lebanon,1,0.586,1.14,0
Lesotho,0,0,0,0
Liberia,1,2.373,1.03,0
Libya,1,5.239,1.22,0
Liechtenstein,3,0,0,0
Lithuania,0,1.837,0.88,0
Luxembourg,0,11.183,1.27,1.598
Madagascar,0,0.722,1.19,0
Malawi,0,0.941,1.26,0
Malaysia,0,0.247,0.64,0
Maldives,3,40.7,0.98,0
Mali,0,1.63,1.04,0
Malta,3,6.794,1.02,0
Marshall Islands,3,0,0,0
Mauritania,1,21.722,1.35,0
Mauritius,0,0,0.07,0
Mexico,1,32.164,1.14,0
Moldova,1,69.659,1.19,0
Monaco,3,0,0,0
Mongolia,0,0,0.66,0
Montenegro,3,1.592,0.57,0
Morocco,1,2.736,1.34,0
Mozambique,0,0.96,1.12,0
Myanmar,1,0,0.7,0
Namibia,0,0,0,0
Nepal,1,14.586,1.39,0
Netherlands,0,8.346,0.88,6.011
New Zealand,3,0,0.66,0
Nicaragua,3,0,0.23,0
Niger,3,0,0.71,0
Nigeria,1,1.955,1.18,0
North Macedonia,3,77.758,1.3,0
Norway,0,0.553,0.97,0
Oman,2,274.937,1.17,0
Pakistan,1,54.656,1.19,0
Palestine,1,0.588,2.06,0
Panama,2,314.965,1.28,0
Papua New Guinea,0,0,0,0
Paraguay,1,3.926,1.15,0
Peru,2,272.566,1.05,0
Philippines,1,4.91,1.07,0
Poland,0,9.908,0.98,0
Portugal,1,22.262,1.04,7.159
Qatar,2,411.654,0.83,0
Romania,0,16.634,1.2,8.577
Russia,1,60.363,0.97,0
Rwanda,1,3.165,1.46,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,0,0.47,0
Sao Tome and Principe,3,9.126,0.47,0
Saudi Arabia,1,121.589,1.17,0
Senegal,0,5.614,1.05,0
Serbia,3,8.671,1.15,0
Seychelles,3,0,0,0
Sierra Leone,0,4.638,0.97,0
Singapore,1,69.569,0.79,0
Slovakia,0,0.549,1.22,0
Slovenia,0,1.443,1.55,0
Solomon Islands,3,0,0,0
Somalia,0,2.454,0.81,0
South Africa,1,72.536,1.39,0
South Korea,0,0.702,0.86,0
South Sudan,1,0,0.79,0
Spain,0,6.908,0.95,0
Sri Lanka,0,0.234,0.79,0
Sudan,1,4.858,1.1,0
Suriname,1,20.456,1.13,0
Sweden,1,41.389,1.07,0
