country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,0.026,0,0
Albania,3,2.78,0,0
Algeria,0,0,0,0
Andorra,1,0,0,0
Angola,0,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,0,0.111,0,0
Armenia,1,0,0,0
Australia,2,0.627,0,0
Austria,2,5.663,2.84,0
Azerbaijan,2,0.197,0,0
Bahamas,1,0,0,0
Bahrain,2,8.815,0,0
Bangladesh,0,0,0,0
Barbados,0,0,0,0
Belarus,1,0.317,0,0
Belgium,2,2.416,2.42,0
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,2,0,0,0
Bolivia,3,0,0,0
Bosnia and Herzegovina,2,0.61,0,0
Botswana,0,0,0,0
Brazil,0,0.028,0,0
Brunei,2,0,0,0
Bulgaria,2,0,0,0
Burkina Faso,1,0.048,0,0
Burundi,0,0,0,0
Cambodia,2,0,0,0
Cameroon,1,0,0,0
Canada,1,0.053,0,0
Cape Verde,2,0,0,0
Central African Republic,1,0,0,0
Chad,0,0,0,0
Chile,1,0.262,0,0
China,3,0.019,0.21,0
Colombia,0,0.039,0,0
Comoros,1,0,0,0
Congo,0,0,0,0
Costa Rica,2,0,0,0
Cote d'Ivoire,1,0,0,0
Croatia,2,0.487,0,0
Cuba,0,0,0,0
Cyprus,2,1.142,0,0
Czechia,2,0.934,0,0
Democratic Republic of Congo,0,0,0,0
Denmark,3,29.695,0,0
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,0,0,0,0
Ecuador,0,0,0,0
Egypt,1,0.039,0,0
El Salvador,2,0,0,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,1.508,0,0
Eswatini,0,0,0,0
Ethiopia,1,0,0,0
Fiji,2,0,0,0
Finland,2,1.805,0,0
France,3,8.809,2.48,1.318
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,3,0,0,0
Germany,2,3.354,2.89,0
Ghana,1,0,0,0
Greece,2,1.535,0,0
Grenada,1,0,0,0
Guatemala,2,0,0,0
Guinea,0,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,0,0,0,0
Haiti,0,0,0,0
Honduras,0,0,0,0
Hungary,2,0,0,0
Iceland,2,32.234,0,0
India,2,0.009,0,0
Indonesia,2,0.029,0,0
International,1,0,0,0
Iran,3,10.489,1.44,0
Iraq,3,0.273,0,0
Ireland,0,2.633,0,0
Israel,2,3.235,0,0
Italy,3,16.159,2.26,14.505
Jamaica,2,0,0,0
Japan,3,0.459,1.47,0
Jordan,0,0,0,0
Kazakhstan,0,0,0,0
Kenya,0,0,0,0
Kosovo,0,0,0,0
Kuwait,3,1.171,0,0
Kyrgyzstan,2,0,0,0
Laos,1,0,0,0
Latvia,0,1.06,0,0
Lebanon,2,1.319,0,0
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0
Liechtenstein,1,0,0,0
Lithuania,0,0,0,0
Luxembourg,2,3.195,0,0
Madagascar,1,0,0,0
Malawi,0,0,0,0
Malaysia,2,0.371,1.94,0
Maldives,1,3.7,0,0
Mali,1,0,0,0
Malta,1,4.53,0,0
Marshall Islands,1,0,0,0
Mauritania,0,0,0,0
Mauritius,1,0,0,0
Mexico,1,0,0,0
Moldova,2,0.496,0,0
Monaco,2,0,0,0
Mongolia,3,0.305,0,0
Montenegro,1,0,0,0
Morocco,0,0.027,0,0
Mozambique,0,0,0,0
Myanmar,0,0,0,0
Namibia,1,0,0,0
Nepal,2,0,0,0
Netherlands,2,3.56,2.52,2.51
New Zealand,2,0,0,0
Nicaragua,0,0,0,0
Niger,1,0,0,0
Nigeria,0,0,0,0
North Macedonia,1,1.92,0,0
Norway,2,35.97,2.71,0
Oman,2,0.392,0,0
Pakistan,2,0.014,0,0
Palestine,3,1.372,0,0
Panama,0,0.232,0,0
Papua New Guinea,0,0,0,0
Paraguay,3,0,0,0
Peru,0,0.121,0,0
Philippines,2,0.119,0,0
Poland,2,0.159,0,0
Portugal,2,1.079,0,0
Qatar,2,2.083,0,0
Romania,2,0.52,0,0
Russia,2,0.021,0,0
Rwanda,2,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,3,441.982,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,2,0.144,0,0
Senegal,1,0,0,0
Serbia,0,0.588,0,0
Seychelles,2,0,0,0
Sierra Leone,1,0,0,0
Singapore,2,1.709,1.15,0
Slovakia,2,0.733,0,0
Slovenia,2,7.215,0,0.481
Solomon Islands,0,0,0,0
Somalia,1,0,0,0
South Africa,0,0.067,0,0
South Korea,3,0.683,0.31,0
South Sudan,0,0,0,0
Spain,3,13.303,2.49,0
Sri Lanka,0,0,0,0
Sudan,0,0,0,0
Suriname,1,0,0,0
Sweden,0,9.704,1.55,0
Switzerland,2,13.519,2.75,0
Syria,2,0,0,0
Taiwan,2,0.084,0,0
Tajikistan,0,0,0,0
Tanzania,1,0,0,0
Thailand,2,0.043,0,0
Timor,0,0,0,0
Togo,1,0,0,0
Trinidad and Tobago,0,0,0,0
Tunisia,0,0.254,0,0
Turkey,2,0,0,0
Uganda,0,0,0,0
Ukraine,0,0,0,0
United Arab Emirates,2,2.932,0,0
United Kingdom,0,3.815,4.12,0
United States,2,0.568,3.38,0
Uruguay,1,0,0,0
Uzbekistan,0,0,0,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,0,0,0,0
Vietnam,3,0.01,0,0
Yemen,1,0,0,0
Zambia,0,0,0,0
Zimbabwe,0,0,0,0
