country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,6.73,1.32,0
Albania,2,4.517,1.02,0
Algeria,2,4.515,1.07,0
Andorra,0,0,0.48,0
Angola,2,0,0,0
Antigua and Barbuda,3,0,0,0
Argentina,2,5.819,1.38,0
Armenia,3,63.782,1.41,0
Australia,0,0.392,0.76,0
Austria,0,4.552,0.94,5.33
Azerbaijan,2,13.413,1.34,0
Bahamas,3,0,0,0
Bahrain,1,122.827,1.23,0
Bangladesh,2,7.73,1.37,0
Barbados,2,6.96,0,0
Belarus,1,102.547,1.07,0
Belgium,2,25.109,0.71,29.509
Belize,2,0,0,0
Benin,0,0,0.97,0
Bhutan,2,0,0,0
Bolivia,2,22.445,1.4,0
Bosnia and Herzegovina,2,7.01,1.16,0
Botswana,2,0.425,0,0
Brazil,2,35.609,1.36,0
Brunei,0,0,0.01,0
Bulgaria,0,5.181,0.9,6.62
Burkina Faso,0,0.67,0.95,0
Burundi,3,0.673,0,0
Cambodia,0,0,0.03,0
Cameroon,0,0,1.23,0
Canada,2,29.834,0.88,0
Cape Verde,2,0,1.08,0
Central African Republic,2,0,0.89,0
Chad,2,1.766,0.91,0
Chile,1,123.089,1.46,0
China,2,0.007,0.81,0
Colombia,2,12.48,1.29,0
Comoros,3,0,0,0
Congo,2,0,0.82,0
Costa Rica,0,1.963,1.2,0
Cote d'Ivoire,0,1.82,1.17,0
Croatia,0,0.487,0.37,0
Cuba,2,0.883,0.67,0
Cyprus,2,2.283,0.71,0
Czechia,0,1.868,1.01,3.268
Democratic Republic of Congo,2,0,1.13,0
Denmark,0,11.913,0.82,4.661
Djibouti,1,70.85,1.84,0
Dominica,0,0,0,0
Dominican Republic,2,18.805,1.09,0
Ecuador,2,23.749,0.96,0
Egypt,2,4.984,1.31,0
El Salvador,2,11.255,1.18,0
Equatorial Guinea,3,0,0.64,0
Eritrea,2,0,0,0
Estonia,0,3.015,0.87,4.523
Eswatini,2,0.862,0.9,0
Ethiopia,2,0.096,1.52,0
Fiji,2,0,0,0
Finland,0,11.009,0.77,5.234
France,2,0.965,0.96,31.36
Gabon,2,0,1.14,0
Gambia,2,0,0,0
Georgia,2,3.008,0.96,0
Germany,0,7.364,0.75,0
Ghana,0,0,1.28,0
Greece,0,1.439,0.87,0
Grenada,3,0,0,0
Guatemala,2,0,1.38,0
Guinea,2,0,1.12,0
Guinea-Bissau,3,10.671,0.83,0
Guyana,2,0,0.52,0
Haiti,2,8.595,1.44,0
Honduras,2,8.178,1.32,0
Hungary,0,3.727,0.84,0
Iceland,0,0,0.36,0
India,2,3.659,1.32,0
Indonesia,2,1.788,1.19,0
International,3,0,0,0
Iran,0,21.502,1.17,0
Iraq,2,3.58,1.37,0
Ireland,2,12.961,0.58,10.328
Israel,2,1.733,0.44,0
Italy,0,11.164,0.65,12.603
Jamaica,2,1.013,0.8,0
Japan,0,0.19,0.43,0
Jordan,2,0.588,1.13,0
Kazakhstan,2,16.35,1.28,0
Kenya,2,1.06,1.41,0
Kosovo,2,11.9,0.99,0
Kuwait,1,245.401,1.36,0
Kyrgyzstan,2,3.219,1.21,0
Laos,2,0,0,0
Latvia,0,5.832,0.9,0
Lebanon,2,1.319,1.21,0
Lesotho,0,0,0,0
Liberia,2,0.593,0.98,0
Libya,2,0,0,0
Liechtenstein,3,0,0,0
Lithuania,2,2.571,0.9,0
Luxembourg,0,23.963,0.75,12.78
Madagascar,0,0.758,1.77,0
Malawi,0,0.261,0,0
Malaysia,0,0.68,0.92,0
Maldives,3,29.6,1.12,0
Mali,0,1.235,1.07,0
Malta,3,15.854,1.37,0
Marshall Islands,3,0,0,0
Mauritania,2,4.732,0,0
Mauritius,2,0,0.08,0
Mexico,2,16.094,1.28,0
Moldova,2,31.235,1.12,0
Monaco,0,0,0,0
Mongolia,0,0.305,0.4,0
Montenegro,3,0,0,0
Morocco,2,3.495,0.82,0
Mozambique,0,0.256,1.1,0
Myanmar,2,0.037,0.72,0
Namibia,0,0,0,0
Nepal,2,0.137,1.77,0
Netherlands,0,7.295,0.69,18.792
New Zealand,0,0,0.43,0
Nicaragua,3,0,0,0
Niger,0,0.62,0.79,0
Nigeria,2,1.64,1.22,0
North Macedonia,3,14.4,1.13,0
Norway,0,2.214,0.66,0
Oman,2,30.744,1.28,0
Pakistan,2,8.936,1.24,0
Palestine,2,0.98,2.29,0
Panama,2,36.387,1.06,0
Papua New Guinea,0,0,0,0
Paraguay,2,1.122,1.01,0
Peru,1,113.187,1.26,0
Philippines,2,1.898,1.05,0
Poland,2,7.187,1.03,0
Portugal,2,22.164,0.89,10.592
Qatar,1,566.458,1.25,0
Romania,2,8.681,0.82,10.656
Russia,1,66.53,0.99,0
Rwanda,2,0.232,1.04,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,29.465,0.69,0
Sao Tome and Principe,3,0,0.42,0
Saudi Arabia,1,78.589,1.21,0
Senegal,0,3.046,1.07,0
Serbia,0,16.753,0.76,0
Seychelles,0,0,0,0
Sierra Leone,0,5.391,0.99,0
Singapore,1,116.574,0.86,0
Slovakia,2,0.183,0.67,0
Slovenia,0,0.481,0.45,2.405
Solomon Islands,0,0,0,0
Somalia,0,4.027,0.86,0
South Africa,2,19.559,1.47,0
South Korea,0,0.293,0.79,0
South Sudan,2,4.824,0.87,0
Spain,2,0,0.77,0
Sri Lanka,2,0.981,1.11,0
Sudan,2,0,1.28,0
Suriname,2,0,0,0
Sweden,0,25.645,1.12,0
Switzerland,0,1.733,0.55,0
Syria,2,0.4,0,0
