country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,10.506,0.9,0
Albania,3,24.672,1.25,0
Algeria,3,3.193,1.18,0
Andorra,4,0,0.35,0
Angola,1,0.213,1.11,0
Antigua and Barbuda,7,0,0,0
Argentina,6,34.981,1.3,0
Armenia,2,188.983,1.06,0
Australia,0,0.51,1.61,0
Austria,0,1.999,1.14,0.888
Azerbaijan,6,48.426,1.25,0
Bahamas,7,0,0.1,0
Bahrain,2,254.469,1.09,0
Bangladesh,1,21.44,1.08,0
Barbados,3,0,0,0
Belarus,7,60.216,0.8,0
Belgium,0,0,0.89,4.314
Belize,1,0,0,0
Benin,4,9.486,0.97,0
Bhutan,1,0,0,0
Bolivia,6,75.045,1.21,0
Bosnia and Herzegovina,0,0,1.18,0
Botswana,0,0,0,0
Brazil,6,74.153,1.14,0
Brunei,0,0,0,0
Bulgaria,4,4.749,1.3,1.871
Burkina Faso,4,0.096,0.96,0
Burundi,7,3.364,0.65,0
Cambodia,4,0,0.13,0
Cameroon,3,10.623,1.07,0
Canada,3,8.373,0.81,0
Cape Verde,6,48.562,1.1,0
Central African Republic,3,25.26,0.92,0
Chad,1,0,0.75,0
Chile,2,293.311,0.93,0
China,1,0.013,1.31,0
Colombia,6,59.332,1.28,0
Comoros,7,0,0.72,0
Congo,1,0,0.72,0
Costa Rica,3,16.882,1.47,0
Cote d'Ivoire,3,8.189,1.15,0
Croatia,0,4.385,3.14,0
Cuba,1,0.265,0.58,0
Cyprus,3,1.142,0.84,0
Czechia,4,4.669,1.29,0.84
Democratic Republic of Congo,1,1.719,1.09,0
Denmark,0,0,0.99,1.036
Djibouti,3,17.206,0.55,0
Dominica,3,0,0,0
Dominican Republic,6,82.873,1.21,0
Ecuador,6,51.522,1.13,0
Egypt,3,14.414,1.03,0
El Salvador,1,23.28,1.16,0
Equatorial Guinea,7,0,0.27,0
Eritrea,1,0,0.42,0
Estonia,4,0,0.53,0.754
Eswatini,1,6.896,1.22,0
Ethiopia,1,0.548,1.03,0
Fiji,1,0,0,0
Finland,5,0.18,0.74,0
France,3,4.351,1.07,10.525
Gabon,3,0,1.08,0
Gambia,1,0,0,0
Georgia,0,2.005,0.75,0
Germany,3,7.185,1.15,0
Ghana,3,14.064,1.19,0
Greece,4,0.959,1.15,0
Grenada,7,0,0,0
Guatemala,1,21.769,1.23,0
Guinea,1,2.132,1.1,0
Guinea-Bissau,7,0,0.79,0
Guyana,1,1.271,0.76,0
Haiti,1,0,1.03,0
Honduras,6,46.746,1.23,0
Hungary,0,0.828,0.76,0
Iceland,4,0,1.03,0
India,1,10.747,1.23,0
Indonesia,3,3.151,1.11,0
International,7,0,0,0
Iran,4,28.193,0.98,0
Iraq,6,40.922,1.33,0
Ireland,3,1.013,0.66,3.24
Israel,1,19.987,1.43,0
Italy,0,3.705,0.95,2.448
Jamaica,3,0.675,1.15,0
Japan,5,0.435,1.18,0
Jordan,0,1.764,0.94,0
Kazakhstan,1,27.002,1.16,0
Kenya,1,4.835,1.22,0
Kosovo,6,38.804,1.43,0
Kuwait,6,118.251,1.03,0
Kyrgyzstan,6,57.478,1.61,0
Laos,4,0,0,0
Latvia,0,0,0.94,0
Lebanon,1,7.472,1.2,0
Lesotho,0,0,0,0
Liberia,1,4.943,1.02,0
Libya,1,3.929,1.23,0
Liechtenstein,7,0,0,0
Lithuania,5,1.102,0.84,0
Luxembourg,4,23.963,1.54,3.195
Madagascar,3,3.358,1.34,0
Malawi,3,5.75,1.3,0
Malaysia,0,0.494,0.58,0
Maldives,7,29.6,1.01,0
Mali,0,0,1.03,0
Malta,7,2.265,0.58,2.265
Marshall Islands,7,0,0,0
Mauritania,6,36.777,1.21,0
Mauritius,5,0,0.1,0
Mexico,6,41.44,1.13,0
Moldova,6,61.23,1.08,0
Monaco,7,25.482,0,0
Mongolia,3,2.135,0.81,0
Montenegro,7,4.777,1.59,0
Morocco,1,3.739,1.61,0
Mozambique,1,1.44,1.11,0
Myanmar,1,0.055,0.66,0
Namibia,3,3.542,0,0
Nepal,1,14.449,1.22,0
Netherlands,3,5.311,0.72,3.91
New Zealand,5,0.415,1.48,0
Nicaragua,5,0,0.24,0
Niger,5,0.041,0.74,0
Nigeria,1,2.115,1.12,0
North Macedonia,7,48.479,1.08,0
Norway,4,0.553,0.99,0
Oman,2,177.221,1.14,0
