country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,23.505,1.1,0
Albania,1,5.212,1.2,0
Algeria,1,2.372,0.78,0
Andorra,3,0,0.41,0
Angola,1,0,0,0
Antigua and Barbuda,6,0,0,0
Argentina,1,18.586,1.31,0
Armenia,5,201.132,1.25,0
Australia,3,0.196,0.87,0
Austria,3,4.219,1,2.221
Azerbaijan,0,33.336,1.41,0
Bahamas,6,0,0.08,0
Bahrain,5,316.764,1.17,0
Bangladesh,1,17.172,1.25,0
Barbados,1,0,0,0
Belarus,4,93.869,0.94,0
Belgium,1,12.08,0.74,10.44
Belize,1,2.515,0,0
Benin,3,0,0.97,0
Bhutan,1,1.296,0,0
Bolivia,0,41.377,1.27,0
Bosnia and Herzegovina,3,3.658,1.18,0
Botswana,3,0,0,0
Brazil,5,145.042,1.21,0
Brunei,3,0,0,0
Bulgaria,3,6.045,1.37,1.151
Burkina Faso,3,0.144,0.94,0
Burundi,6,0,0,0
Cambodia,3,0,0.06,0
Cameroon,3,22.715,1.15,0
Canada,1,17.964,0.78,0
Cape Verde,7,61.152,1.1,0
Central African Republic,0,33.749,1.01,0
Chad,1,0.487,0.78,0
Chile,5,220.075,1.17,0
China,1,0.004,1.27,0
Colombia,0,29.774,1.26,0
Comoros,6,0,0.71,0
Congo,1,4.349,0.78,0
Costa Rica,1,6.674,1.47,0
Cote d'Ivoire,1,6.407,1.24,0
Croatia,3,0,0.36,0
Cuba,1,1.236,1.05,0
Cyprus,1,2.283,0.96,0
Czechia,3,3.268,1.01,0.84
Democratic Republic of Congo,1,1.34,1.11,0
Denmark,3,11.049,0.88,2.935
Djibouti,7,69.838,0.88,0
Dominica,1,0,0,0
Dominican Republic,0,35.859,1.11,0
Ecuador,0,34.518,1.12,0
Egypt,1,13.173,1.24,0
El Salvador,1,10.484,1.16,0
Equatorial Guinea,6,0,0.37,0
Eritrea,1,0,0,0
Estonia,3,15.077,1.09,0
Eswatini,1,4.31,1.34,0
