country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,1.567,1.21,0
Albania,1,106.331,1.2,0
Algeria,7,6.226,1.27,0
Andorra,0,2937.941,1.24,0
Angola,7,7.515,1.1,0
Antigua and Barbuda,2,0,0.31,0
Argentina,6,347.776,0.98,0
Armenia,5,834.899,1.41,0
Australia,7,0.745,0.93,0
Austria,6,285.464,1.54,17.543
Azerbaijan,1,79.198,1.56,0
Bahamas,6,338.209,0.93,0
Bahrain,6,213.331,0.89,0
Bangladesh,7,9.63,1.01,0
Barbados,4,6.96,0.84,0
Belarus,3,83.286,1.23,0
Belgium,0,1515.84,1.4,54.618
Belize,1,138.323,1.15,0
Benin,4,0,0.94,0
Bhutan,7,0,0.84,0
Bolivia,7,14.306,0.8,0
Bosnia and Herzegovina,6,359.362,1.17,0
Botswana,7,0,0.75,0
Brazil,1,141.259,1,0
Brunei,4,0,0,0
Bulgaria,6,228.684,1.53,18.277
Burkina Faso,2,0.909,0.99,0
Burundi,2,0.168,0.78,0
Cambodia,4,0.06,0.78,0
Cameroon,4,0,0.9,0
Canada,1,76.89,1.14,0
Cape Verde,1,136.694,1.06,0
Central African Republic,4,0,0.6,0
Chad,7,0.791,0.98,0
Chile,1,92.853,0.97,0
China,7,0.024,1.12,0
Colombia,1,168.406,1.06,0
Comoros,2,0,0.63,0
Congo,4,0,0.58,0
Costa Rica,6,237.529,0.99,0
Cote d'Ivoire,4,0.569,0.94,0
Croatia,6,454.782,1.79,0
Cuba,7,5.121,1.2,0
Cyprus,1,182.669,1.5,0
Czechia,0,1424.785,1.35,72.089
Democratic Republic of Congo,4,0.279,1.1,0
Denmark,1,148.303,1.21,3.108
Djibouti,4,6.073,1.31,0
Dominica,3,55.563,0,0
Dominican Republic,7,0,1,0
Ecuador,1,103.1,1.11,0
Egypt,7,1.661,1.12,0
El Salvador,7,24.514,1.11,0
Equatorial Guinea,2,0,0.5,0
Eritrea,7,1.128,0.41,0
Estonia,3,39.954,1.28,2.262
Eswatini,4,14.653,0.9,0
Ethiopia,4,4.662,0.84,0
Fiji,4,0,0,0
Finland,3,39.526,1.11,1.985
