country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,13.923,1.28,0
Albania,6,4.17,1.08,0
Algeria,3,4.333,1.04,0
Andorra,5,0,0.47,0
Angola,6,0.061,0,0
Antigua and Barbuda,4,0,0,0
Argentina,6,15.886,1.41,0
Armenia,7,108.665,1.4,0
Australia,2,0.157,0.79,0
Austria,2,3.553,0.83,3.442
Azerbaijan,3,10.454,1.2,0
Bahamas,4,0,0,0
Bahrain,7,141.045,1.21,0
Bangladesh,6,10.286,1.35,0
Barbados,6,0,0,0
Belarus,7,98.631,1.03,0
Belgium,0,23.814,0.73,22.348
Belize,6,0,0,0
Benin,2,0,0.97,0
Bhutan,6,0,0,0
Bolivia,0,33.582,1.38,0
Bosnia and Herzegovina,3,6.706,1.16,0
Botswana,2,0.425,0,0
Brazil,7,97.869,1.33,0
Brunei,2,0,0.01,0
Bulgaria,2,5.901,0.9,4.174
Burkina Faso,2,0.096,0.94,0
Burundi,4,0,0,0
Cambodia,2,0,0.04,0
Cameroon,2,4.219,1.21,0
Canada,0,31.927,0.87,0
Cape Verde,3,10.792,1.08,0
Central African Republic,3,8.903,0.96,0
Chad,3,1.4,0.88,0
Chile,1,223.685,1.42,0
China,6,0.013,1.01,0
Colombia,6,15.742,1.29,0
Comoros,4,50.598,0,0
Congo,6,0,0.82,0
Costa Rica,3,1.57,1.27,0
Cote d'Ivoire,2,1.516,1.18,0
Croatia,3,1.462,0.39,0
Cuba,6,0.706,0.77,0
Cyprus,3,4.567,0.83,0
Czechia,2,5.509,1.01,2.334
Democratic Republic of Congo,3,1.228,1.13,0
Denmark,2,8.287,0.82,3.971
Djibouti,1,225.708,1.73,0
Dominica,3,0,0,0
Dominican Republic,0,30.605,1.08,0
Ecuador,0,29.587,0.94,0
Egypt,6,7.651,1.35,0
El Salvador,6,13.105,1.18,0
Equatorial Guinea,4,40.628,0.58,0
Eritrea,6,0,0,0
Estonia,5,5.277,0.96,3.015
Eswatini,6,4.31,1.04,0
Ethiopia,3,0.296,2.04,0
Fiji,3,0,0,0
Finland,2,7.941,0.75,3.79
France,3,6.174,1.04,25.493
Gabon,7,72.336,1.13,0
Gambia,3,0.414,0,0
Georgia,6,0.501,0.67,0
Germany,2,8.224,0.76,0
Ghana,2,6.984,1.26,0
Greece,3,2.015,0.88,0
Grenada,4,0,0,0
Guatemala,6,12.894,1.37,0
Guinea,3,0,1.11,0
Guinea-Bissau,4,2.541,0.81,0
Guyana,6,0,0.56,0
Haiti,6,6.841,1.42,0
Honduras,0,27.563,1.31,0
Hungary,2,3.83,0.83,0
Iceland,5,0,0.62,0
India,3,4.759,1.31,0
Indonesia,3,2.318,1.2,0
International,4,0,0,0
Iran,5,27.514,1.16,0
Iraq,6,2.163,1.54,0
Ireland,0,23.29,0.56,9.923
Israel,3,2.195,0.68,0
Italy,2,10.784,0.68,9.841
Jamaica,6,3.377,0.89,0
Japan,5,0.182,0.53,0
Jordan,3,1.568,0.99,0
Kazakhstan,0,36.481,1.3,0
Kenya,6,0.967,1.43,0
Kosovo,6,0.517,1.02,0
Kuwait,1,223.624,1.11,0
Kyrgyzstan,6,5.671,1.21,0
Laos,2,0,0,0
Latvia,2,2.651,0.86,0
Lebanon,3,9.084,1.22,0
Lesotho,2,0.467,0,0
Liberia,6,1.779,0.99,0
Libya,6,0.146,0,0
Liechtenstein,4,0,0,0
Lithuania,3,4.041,0.9,0
Luxembourg,2,1.598,0.72,12.78
Madagascar,3,1.553,1.62,0
Malawi,2,0.523,0,0
Malaysia,3,2.41,1.14,0
Maldives,7,107.3,1.1,0
Mali,2,1.086,1.07,0
Malta,4,2.265,0.93,0
Marshall Islands,4,0,0,0
Mauritania,3,5.807,1.37,0
Mauritius,3,0,0.06,0
Mexico,0,22.958,1.26,0
Moldova,0,35.449,1.09,0
Monaco,3,0,0,0
Mongolia,3,0.305,0.43,0
Montenegro,4,0,0,0
Morocco,6,3.278,0.8,0
Mozambique,2,0.064,1.11,0
Myanmar,3,0,0.73,0
Namibia,2,0.394,0,0
Nepal,6,2.025,1.78,0
Netherlands,3,10.972,0.81,14.123
New Zealand,5,0,0.33,0
Nicaragua,4,0,0.24,0
Niger,5,0.537,0.75,0
Nigeria,6,1.189,1.19,0
