country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,4.47,0.79,0
Albania,5,28.494,1.07,0
Algeria,4,12.2,1.15,0
Andorra,0,0,0.83,0
Angola,4,0.548,1.15,0
Antigua and Barbuda,3,0,0,0
Argentina,1,93.615,1.2,0
Armenia,7,140.05,0.86,0
Australia,4,10.471,1.39,0
Austria,2,9.105,1.13,1.554
Azerbaijan,5,38.267,0.85,0
Bahamas,7,38.144,3.04,0
Bahrain,6,245.654,1,0
Bangladesh,4,14.931,0.92,0
Barbados,0,3.48,0.37,0
Belarus,2,15.028,0.78,0
Belgium,0,0,1.44,2.675
Belize,4,0,0,0
Benin,2,0,0.96,0
Bhutan,0,2.592,0,0
Bolivia,1,123.704,1.09,0
Bosnia and Herzegovina,1,54.56,1.17,0
Botswana,0,0,0.86,0
Brazil,1,110.694,1.05,0
Brunei,0,0,0,0
Bulgaria,2,13.672,1.11,4.893
Burkina Faso,0,0.239,0.98,0
Burundi,3,0,0.66,0
Cambodia,2,0,0.36,0
Cameroon,0,0,1,0
Canada,4,7.763,1.11,0
Cape Verde,1,55.757,1.09,0
Central African Republic,0,0,0.68,0
Chad,4,0,0.8,0
Chile,1,109.017,0.86,0
China,4,0.059,1.7,0
Colombia,1,129.277,1.24,0
Comoros,3,6.9,0.69,0
Congo,4,0,0.71,0
Costa Rica,1,110.52,1.28,0
Cote d'Ivoire,0,7.847,0.95,0
Croatia,5,22.41,1.03,0
Cuba,4,0.088,0.94,0
Cyprus,0,1.142,1.32,0
Czechia,2,8.404,1.22,1.774
Democratic Republic of Congo,4,0.882,1.06,0
Denmark,0,0.518,1.25,0.518
Djibouti,0,8.097,0.67,0
Dominica,0,0,0,0
Dominican Republic,1,123.157,1.13,0
Ecuador,5,35.765,1.06,0
Egypt,0,5.892,0.75,0
El Salvador,1,52.111,1.11,0
Equatorial Guinea,3,0,0.26,0
Eritrea,4,0,0.29,0
Estonia,2,0,1.06,1.508
Eswatini,1,55.165,1.21,0
Ethiopia,4,3.097,1.7,0
Fiji,0,1.116,0,0
Finland,2,3.068,1.21,0
France,0,0,1.23,6.863
Gabon,4,0,1.08,0
Gambia,4,0,0,0
Georgia,0,2.507,1.55,0
Germany,0,3.688,1.14,0
Ghana,5,19.535,1.1,0
Greece,0,2.303,1.17,0
Grenada,3,0,0,0
Guatemala,5,35.444,1.13,0
Guinea,4,4.036,1.09,0
Guinea-Bissau,3,0,0.72,0
Guyana,4,11.442,1.15,0
Haiti,4,0,0.91,0
Honduras,1,105.204,1.1,0
Hungary,0,1.863,1.34,0
Iceland,2,2.93,1.27,0
India,5,29.293,1.23,0
Indonesia,0,5.992,1.06,0
International,3,0,0,0
Iran,5,25.978,0.94,0
Iraq,1,57.431,1.03,0
Ireland,2,2.025,1.21,1.823
Israel,1,117.381,1.16,0
Italy,0,3.606,1.06,0.81
Jamaica,4,5.403,1.31,0
Japan,2,3.953,1.46,0
Jordan,0,0.392,1.11,0
Kazakhstan,6,166.962,0.91,0
Kenya,4,11.214,1.27,0
Kosovo,1,61.052,1.14,0
Kuwait,1,70.248,0.89,0
Kyrgyzstan,6,388.86,0.93,0
Laos,2,0,0,0
Latvia,0,1.59,1.15,0
Lebanon,4,12.307,1.31,0
Lesotho,4,0,1.03,0
Liberia,4,0.593,0.94,0
Libya,4,10.915,1.29,0
Liechtenstein,3,0,0,0
Lithuania,2,6.245,1.38,0
Luxembourg,6,194.896,1.31,11.183
Madagascar,4,7.223,1.21,0
Malawi,0,5.071,1.09,0
Malaysia,0,0.463,1.25,0
Maldives,7,66.6,1.21,0
Mali,0,0.148,1.02,0
Malta,3,4.53,0.42,0
Marshall Islands,3,0,0,0
Mauritania,2,12.904,0.79,0
Mauritius,2,0,0.05,0
Mexico,5,41.192,1.05,0
Moldova,5,46.109,1.06,0
Monaco,3,0,0.59,0
Mongolia,0,0,0.3,0
Montenegro,6,184.695,0.75,0
Morocco,4,5.987,1.2,0
Mozambique,4,1.792,1.12,0
Myanmar,4,0.018,0.85,0
Namibia,5,17.317,1.31,0
Nepal,4,5.354,0.86,0
Netherlands,2,8.521,1.44,1.517
New Zealand,2,0.207,0.89,0
Nicaragua,2,0,0.29,0
