country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,7,0.694,1.4,0
Albania,3,3.127,1.05,0
Algeria,3,2.645,1.18,0
Andorra,4,103.54,0.66,0
Angola,3,0.152,0,0
Antigua and Barbuda,1,0,0,0
Argentina,3,1.969,1.25,0
Armenia,1,15.861,1.21,0
Australia,7,1.804,0.43,0
Austria,0,8.438,0.46,23.095
Azerbaijan,3,3.255,0.79,0
Bahamas,1,2.543,0,0
Bahrain,2,19.394,1.32,0
Bangladesh,3,1.858,2.06,0
Barbados,3,0,0,0
Belarus,1,54.819,1.7,0
Belgium,4,90.167,0.99,93.273
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,7,2.399,1.41,0
Bosnia and Herzegovina,3,16.459,1.16,0
Botswana,3,0,0,0
Brazil,7,14.001,1.56,0
Brunei,5,2.286,0.22,0
Bulgaria,7,4.605,1.24,6.332
Burkina Faso,7,0.383,0.95,0
Burundi,1,0,0,0
Cambodia,5,0,0.08,0
Cameroon,7,0.791,1.27,0
Canada,2,40.856,1.23,0
Cape Verde,7,3.597,0,0
Central African Republic,7,0,0,0
Chad,3,0.365,0,0
Chile,2,47.447,1.36,0
China,5,0.019,0.89,0
Colombia,7,3.577,1.3,0
Comoros,1,0,0,0
Congo,3,0,0.79,0
Costa Rica,7,1.178,0.8,0
Cote d'Ivoire,7,4.284,1.25,0
Croatia,3,4.385,0.64,0
Cuba,7,5.562,1.15,0
Cyprus,3,12.559,0.71,0
Czechia,7,5.323,0.75,7.003
Democratic Republic of Congo,7,0.223,1.13,0
Denmark,2,29.177,0.99,15.02
Djibouti,3,0,1.37,0
Dominica,7,0,0,0
Dominican Republic,3,19.266,1.3,0
Ecuador,2,32.421,1.17,0
Egypt,7,1.837,1.31,0
El Salvador,3,2.004,1.17,0
Equatorial Guinea,1,0,0,0
Eritrea,3,1.128,0,0
Estonia,2,39.954,0.79,7.538
Eswatini,7,5.172,0,0
Ethiopia,7,0.078,0,0
Fiji,3,0,0,0
Finland,2,34.653,1.06,12.634
France,0,0.031,1.18,87.83
Gabon,7,0,1.15,0
Gambia,7,0,0,0
Georgia,3,4.512,1.05,0
Germany,2,23.214,0.75,0
Ghana,7,6.211,1.43,0
