country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,6.525,0.79,0
Albania,4,29.536,1.11,0
Algeria,4,12.634,1.23,0
Andorra,6,12.942,0.72,0
Angola,4,1.065,1.16,0
Antigua and Barbuda,1,0,0,0
Argentina,7,93.726,1.21,0
Armenia,2,173.797,0.89,0
Australia,4,12.667,1.51,0
Austria,0,14.767,1.22,1.11
Azerbaijan,4,55.133,0.96,0
Bahamas,1,7.629,2.56,0
Bahrain,3,283.266,1.01,0
Bangladesh,4,21.453,0.95,0
Barbados,6,3.48,0.34,0
Belarus,0,18.414,0.75,0
Belgium,6,7.852,1.38,2.33
Belize,6,0,0,0
Benin,0,0,0.96,0
Bhutan,6,0,0,0
Bolivia,7,115.737,1.11,0
Bosnia and Herzegovina,7,131.065,1.18,0
Botswana,6,0,0.87,0
Brazil,3,187.825,1.05,0
Brunei,6,0,0,0
Bulgaria,0,33.389,1.17,4.03
Burkina Faso,6,0.048,0.98,0
Burundi,1,0,0.65,0
Cambodia,0,0.06,0.37,0
Cameroon,6,0,1,0
Canada,6,9.088,1.09,0
Cape Verde,7,104.319,1.09,0
Central African Republic,6,1.242,0.71,0
Chad,6,0.061,0.8,0
Chile,7,89.558,0.84,0
China,4,0.014,1.63,0
Colombia,7,103.591,1.25,0
Comoros,1,0,0.69,0
Congo,4,35.157,0.73,0
Costa Rica,7,98.938,1.33,0
Cote d'Ivoire,6,13.875,0.98,0
Croatia,6,30.692,1.18,0
Cuba,6,0.53,0.85,0
Cyprus,6,2.283,1.37,0
Czechia,0,12.513,1.09,1.587
Democratic Republic of Congo,4,0.313,1.06,0
Denmark,6,5.352,1.21,1.036
Djibouti,6,6.073,0.66,0
Dominica,6,0,0,0
Dominican Republic,7,125.923,1.16,0
Ecuador,4,43.02,1.09,0
Egypt,6,8.922,0.79,0
El Salvador,4,52.727,1.12,0
Equatorial Guinea,1,0,0.25,0
Eritrea,4,0,0.3,0
Estonia,0,0.754,0.93,1.508
Eswatini,4,47.407,1.25,0
Ethiopia,4,1.844,1.28,0
Fiji,6,0,0,0
Finland,0,-0.902,1.11,0
France,6,14.217,1.19,7.001
Gabon,4,42.683,1.08,0
Gambia,6,0,0,0
Georgia,6,1.253,1.15,0
Germany,6,5.18,1.08,0
Ghana,6,14.225,1.11,0
Greece,6,2.59,1.18,0
Grenada,1,0,0,0
Guatemala,7,67.092,1.15,0
Guinea,6,5.787,1.09,0
Guinea-Bissau,1,0,0.73,0
Guyana,4,6.357,1.09,0
Haiti,4,9.121,0.92,0
Honduras,7,93.896,1.11,0
Hungary,6,0.518,1.31,0
Iceland,0,0,1.13,0
India,4,23.678,1.23,0
Indonesia,6,5.564,1.06,0
International,1,0,0,0
Iran,4,28.431,1,0
Iraq,4,52.458,1.01,0
Ireland,0,2.633,1.22,1.62
Israel,3,216.855,1.34,0
Italy,6,2.679,0.97,0.943
Jamaica,6,0.338,1.17,0
Japan,0,5.811,1.61,0
Jordan,6,0.294,1.03,0
Kazakhstan,7,89.153,0.91,0
Kenya,4,8.573,1.28,0
Kosovo,7,61.57,1.18,0
Kuwait,3,164.615,0.97,0
Kyrgyzstan,7,128.445,1.06,0
Laos,0,0,0,0
Latvia,6,2.121,1.18,0
Lebanon,4,13.332,1.33,0
Lesotho,6,0,1.03,0
Liberia,4,6.327,0.95,0
Libya,4,3.784,1.28,0
Liechtenstein,1,0,0,0
Lithuania,0,2.571,1.35,0
Luxembourg,2,105.435,1.44,7.988
Madagascar,4,9.462,1.32,0
Malawi,6,6.116,1.13,0
Malaysia,6,0.154,1.1,0
Maldives,2,55.5,1.21,0
Mali,6,0.494,1.02,0
Malta,5,0,0.27,0
Marshall Islands,1,0,0,0
Mauritania,0,9.893,0.81,0
Mauritius,0,0.786,0.05,0
Mexico,4,47.692,1.06,0
Moldova,7,82.301,1.04,0
Monaco,1,0,0.34,0
Mongolia,6,0,0.38,0
Montenegro,1,0,0.69,0
Morocco,6,4.47,1.08,0
Mozambique,4,1.984,1.12,0
Myanmar,4,0,0.87,0
Namibia,4,37.782,1.35,0
Nepal,4,3.981,0.75,0
Netherlands,0,6.361,1.28,1.576
New Zealand,0,0.207,0.95,0
Nicaragua,0,0,0.28,0
Niger,0,0.041,0.7,0
Nigeria,6,3.119,1,0
North Macedonia,2,95.038,1.02,0
Norway,0,1.845,1.01,0
Oman,3,328.789,1.04,0
Pakistan,6,9.711,0.76,0
Palestine,4,58.807,1.08,0
Panama,3,265.831,1.06,0
Papua New Guinea,6,0,0,0
Paraguay,4,17.385,1.3,0
Peru,7,117.797,1.09,0
Philippines,4,11.909,1.16,0
Poland,0,6.976,1.07,0
Portugal,4,36.777,0.92,6.669
Qatar,7,156.193,0.78,0
Romania,6,33.32,1.3,12.891
Russia,4,43.924,0.96,0
Rwanda,6,1.467,1.12,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,0,0.12,0
Sao Tome and Principe,1,22.814,0.59,0
Saudi Arabia,7,76.722,0.88,0
Senegal,6,7.525,1,0
Serbia,4,51.583,1.17,0
Seychelles,0,0,0.19,0
Sierra Leone,0,2.131,0.96,0
Singapore,4,42.391,1.22,0
Slovakia,0,3.48,1.26,0
Slovenia,0,9.139,1.13,0.962
Solomon Islands,0,0,0,0
Somalia,0,0.44,0.76,0
South Africa,3,215.095,1.17,0
South Korea,6,1.19,1.14,0
South Sudan,4,0.447,0.8,0
Spain,4,18.715,1.51,0
