country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,2.697,0.8,0
Albania,3,40.656,1.12,0
Algeria,5,14.64,1.06,0
Andorra,7,0,1.08,0
Angola,5,1.521,1.14,0
Antigua and Barbuda,0,0,0,0
Argentina,4,131.406,1.17,0
Armenia,6,80.655,0.8,0
Australia,5,10.941,1.24,0
Austria,2,13.213,1.08,1.665
Azerbaijan,3,40.634,0.87,0
Bahamas,4,165.29,1.87,0
Bahrain,4,257.995,0.99,0
Bangladesh,5,17.973,0.95,0
Barbados,7,0,0.48,0
Belarus,1,12.17,0.85,0
Belgium,2,20.19,1.46,4.228
Belize,5,0,0,0
Benin,7,0,0.95,0
Bhutan,5,0,0,0
Bolivia,3,98.175,1.03,0
Bosnia and Herzegovina,3,81.687,1.17,0
Botswana,7,0,0.84,0
Brazil,4,192.022,1.06,0
Brunei,7,0,0,0
Bulgaria,2,35.979,1.03,5.613
Burkina Faso,7,0.239,0.99,0
Burundi,1,0,0.68,0
Cambodia,1,0,0.37,0
Cameroon,7,2.599,1,0
Canada,5,10.598,1.04,0
Cape Verde,3,46.764,1.08,0
Central African Republic,7,0,0.61,0
Chad,5,0.244,0.83,0
Chile,3,98.189,0.9,0
China,5,0.144,1.47,0
Colombia,4,202.111,1.19,0
Comoros,0,0,0.67,0
Congo,5,0,0.67,0
Costa Rica,3,98.741,1.18,0
Cote d'Ivoire,7,2.199,0.9,0
Croatia,1,10.231,0.83,0
Cuba,5,2.031,2.09,0
Cyprus,7,7.992,1.74,0
Czechia,2,26.426,1.24,1.774
Democratic Republic of Congo,7,0.324,1.05,0
Denmark,7,6.215,1.33,0.518
Djibouti,7,9.109,0.88,0
Dominica,7,0,0,0
Dominican Republic,3,49.226,1.04,0
Ecuador,3,63.368,1.03,0
Egypt,7,4.544,0.65,0
El Salvador,3,63.365,1.09,0
Equatorial Guinea,0,0,0.28,0
Eritrea,5,0,0.28,0
Estonia,1,3.015,1.61,0.754
Eswatini,3,75.851,1.14,0
Ethiopia,5,5.68,1.29,0
Fiji,7,0,0,0
Finland,1,1.083,1.19,0
France,7,11.107,1.3,5.531
Gabon,5,0,1.07,0
Gambia,1,0,1.47,0
Georgia,7,2.005,0.94,0
Germany,7,7.102,1.22,0
Ghana,2,25.167,1.06,0
Greece,7,4.989,1.36,0
Grenada,0,0,0,0
Guatemala,3,63.743,1.07,0
Guinea,5,5.406,1.09,0
Guinea-Bissau,0,0,0.69,0
Guyana,5,8.9,1.27,0
Haiti,1,0,0.9,0
Honduras,3,72.592,1.06,0
Hungary,7,0.828,1.11,0
Iceland,2,8.791,1.7,0
India,3,37.388,1.19,0
Indonesia,5,6.391,1.06,0
International,0,0,0,0
Iran,2,31.753,1.07,0
Iraq,3,68.295,1.1,0
Ireland,7,7.493,1.43,1.215
Israel,4,245.507,1.07,0
Italy,7,3.341,1.12,0.662
Jamaica,5,0.675,1.3,0
Japan,1,7.701,1.46,0
Jordan,7,0.588,1.15,0
Kazakhstan,3,82.23,0.84,0
Kenya,5,11.27,1.15,0
Kosovo,4,123.656,1.11,0
Kuwait,4,180.304,0.99,0
Kyrgyzstan,3,83.995,0.73,0
Laos,1,0,0,0
Latvia,7,0.53,1.16,0
Lebanon,2,20.658,1.3,0
Lesotho,5,0,1.03,0
Liberia,5,1.977,0.92,0
Libya,5,27.651,1.3,0
Liechtenstein,0,26.221,0,0
Lithuania,1,2.939,1.31,0
Luxembourg,6,86.265,1.04,6.39
Madagascar,5,14.951,1.03,0
Malawi,7,2.352,1.03,0
Malaysia,7,1.205,1.16,0
Maldives,4,253.449,1.28,0
Mali,7,0.346,1.03,0
Malta,0,15.854,1.29,0
Marshall Islands,0,0,0,0
Mauritania,1,8.818,0.73,0
Mauritius,1,0,0.06,0
Mexico,3,55.905,1.02,0
Moldova,3,90.978,1.11,0
Monaco,0,25.482,1.15,0
Mongolia,7,0.61,0.29,0
