country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,4.778,1.24,0
Albania,5,142.47,1.2,0
Algeria,7,19.407,1.44,0
Andorra,6,634.181,1.07,0
Angola,7,3.043,1.05,0
Antigua and Barbuda,2,0,0.32,0
Argentina,4,246.992,0.92,0
Armenia,6,719.484,0.95,0
Australia,7,0.039,1.09,0
Austria,1,1028.38,1.24,60.624
Azerbaijan,5,159.974,1.27,0
Bahamas,5,162.747,0.91,0
Bahrain,3,88.153,0.87,0
Bangladesh,7,11.203,1.1,0
Barbados,0,0,0.86,0
Belarus,5,116.199,1.15,0
Belgium,6,431.593,0.69,125.63
Belize,5,191.137,1.15,0
Benin,0,0,0.95,0
Bhutan,7,6.48,0.94,0
Bolivia,7,9.68,0.89,0
Bosnia and Herzegovina,6,526.698,1.16,0
Botswana,5,165.843,0.73,0
Brazil,5,159.588,1.13,0
Brunei,0,0,0,0
Bulgaria,6,491.333,1.22,40.872
Burkina Faso,0,0,1.01,0
Burundi,2,0.252,0.81,0
Cambodia,0,0,0.89,0
Cameroon,0,0,0.94,0
Canada,5,145.037,1.17,0
Cape Verde,4,241.012,1.05,0
Central African Republic,0,0.828,0.68,0
Chad,7,0.791,0.95,0
Chile,3,85.477,0.99,0
China,7,0.022,0.98,0
Colombia,5,170.706,0.98,0
Comoros,2,5.75,0.64,0
Congo,7,0,0.54,0
Costa Rica,4,229.873,1.05,0
Cote d'Ivoire,0,1.024,0.97,0
Croatia,6,750.743,1.16,0
Cuba,7,5.121,0.92,0
Cyprus,5,211.212,1.14,0
Czechia,6,734.897,0.77,103.651
Democratic Republic of Congo,0,0.402,1.11,0
Denmark,5,174.718,1.12,7.596
Djibouti,0,6.073,0.87,0
Dominica,0,0,0,0
Dominican Republic,7,34.2,1.13,0
Ecuador,3,50.048,0.96,0
Egypt,7,2.091,1.16,0
El Salvador,5,136.444,1.13,0
Equatorial Guinea,2,1.426,0.49,0
Eritrea,7,0.564,0.41,0
Estonia,4,281.183,1.44,6.785
Eswatini,7,13.791,1.15,0
Ethiopia,7,4.532,1.02,0
Fiji,7,0,0,0
Finland,0,35.555,1.16,0
France,6,511.877,0.98,74.824
Gabon,7,0,1.1,0
Gambia,0,0,0.62,0
Georgia,6,782.117,1.26,0
Germany,4,295.259,1.14,0
Ghana,0,21.079,1.16,0
Greece,4,318.141,1.23,0
Grenada,2,0,0,0
Guatemala,3,40.858,1.02,0
Guinea,0,1.599,1.08,0
Guinea-Bissau,2,0,0.38,0
Guyana,3,55.94,1.05,0
Haiti,7,0.702,0.89,0
Honduras,7,30.188,1,0
Hungary,4,406.507,1.17,0
Iceland,3,52.747,0.6,5.861
India,7,32.521,0.94,0
Indonesia,7,15.256,1.1,0
International,2,0,0,0
Iran,5,137.119,1.25,0
Iraq,3,81.994,0.91,0
Ireland,3,77.97,0.79,7.696
Israel,3,96.586,0.95,0
Italy,6,628.115,1.15,52.43
Jamaica,7,17.898,0.98,0
Japan,0,12.998,1.42,0
Jordan,6,557.181,1.17,0
Kazakhstan,3,41.275,1.31,0
Kenya,7,17.091,1.11,0
Kosovo,4,396.839,1.44,0
Kuwait,5,181.007,0.96,0
Kyrgyzstan,3,80.776,1.02,0
Laos,0,0,0,0
Latvia,4,282.578,1.31,0
Lebanon,4,274.561,1.08,0
Lesotho,7,0,0.81,0
Liberia,7,1.384,1.05,0
Libya,5,133.745,1.01,0
Liechtenstein,6,734.195,1.02,0
Lithuania,6,569.373,1.34,0
Luxembourg,1,2409.038,1.18,65.498
Madagascar,0,0,0.51,0
Malawi,7,0.157,0.85,0
Malaysia,7,28.394,1.1,0
Maldives,2,48.1,1.06,0
Mali,0,1.926,1.15,0
Malta,4,246.864,1.02,0
Marshall Islands,2,0,0,0
Mauritania,0,3.226,1.43,0
Mauritius,2,11.795,0.75,0
Mexico,3,43.883,1.03,0
Moldova,4,329.948,1.17,0
Monaco,5,203.853,0.9,0
Mongolia,7,1.83,1.37,0
Montenegro,1,1025.376,1.18,0
Morocco,5,167.838,1.1,0
Mozambique,7,3.295,1.06,0
Myanmar,7,21.044,1.05,0
Namibia,0,20.859,1.05,0
Nepal,3,65.656,0.86,0
Netherlands,4,331.488,0.84,38.168
New Zealand,0,0.829,0.95,0
Nicaragua,2,0,0.58,0
Niger,0,0.785,1.44,0
Nigeria,7,1.028,1.08,0
North Macedonia,6,621.586,1.15,0
Norway,5,132.258,1.18,0
Oman,3,50.131,0.99,0
Pakistan,7,10.43,1.32,0
Palestine,5,140.941,1.2,0
Panama,5,205.573,1.17,0
Papua New Guinea,0,0,0.71,0
Paraguay,3,76.691,1.04,0
Peru,3,78.097,0.96,0
Philippines,7,12.812,0.92,0
