country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,1.747,1.43,0
Albania,4,4.865,0.92,0
Algeria,5,2.873,1.23,0
Andorra,2,0,0.56,0
Angola,5,0.03,0,0
Antigua and Barbuda,0,0,0,0
Argentina,4,2.478,1.24,0
Armenia,0,23.285,1.31,0
Australia,1,0.784,0.47,0
Austria,1,8.549,0.57,16.1
Azerbaijan,4,2.762,0.88,0
Bahamas,0,5.086,0,0
Bahrain,7,34.674,1.3,0
Bangladesh,4,2.538,1.44,0
Barbados,4,0,0,0
Belarus,3,92.388,1.46,0
Belgium,7,69.804,0.8,77.915
Belize,5,0,0,0
Benin,1,0.825,0,0
Bhutan,5,0,0,0
Bolivia,5,7.196,1.45,0
Bosnia and Herzegovina,4,9.144,1.16,0
Botswana,5,0,0,0
Brazil,1,17.764,1.51,0
Brunei,2,0,0.08,0
Bulgaria,1,7.628,1.2,5.325
Burkina Faso,5,0.144,0.95,0
Burundi,0,0,0,0
Cambodia,2,0,0.05,0
Cameroon,1,3.88,1.26,0
Canada,7,44.036,1.08,0
Cape Verde,1,28.778,0,0
Central African Republic,1,0.621,0,0
Chad,4,0,0,0
Chile,1,24.743,1.4,0
China,2,0.002,0.36,0
Colombia,4,4.658,1.33,0
Comoros,0,0,0,0
Congo,4,0,0.8,0
Costa Rica,5,0.393,0.85,0
Cote d'Ivoire,5,2.767,1.2,0
Croatia,4,3.41,0.5,0
Cuba,5,2.825,0.88,0
Cyprus,4,7.992,0.65,0
Czechia,2,4.856,0.65,6.723
Democratic Republic of Congo,5,0.29,1.13,0
Denmark,1,22.444,0.93,12.085
Djibouti,4,15.182,0.8,0
Dominica,5,0,0,0
Dominican Republic,4,19.266,1.15,0
Ecuador,4,0,0.86,0
Egypt,5,2.101,1.31,0
El Salvador,4,3.7,1.19,0
Equatorial Guinea,0,0,0.54,0
Eritrea,4,0,0,0
Estonia,1,6.031,0.66,8.292
Eswatini,5,2.586,0,0
Ethiopia,5,0.009,0.34,0
Fiji,4,0,0,0
Finland,1,18.229,0.97,11.19
France,7,8.824,1.02,70.442
Gabon,5,0,1.15,0
Gambia,5,0,0,0
Georgia,4,7.52,1.14,0
Germany,1,15.003,0.68,0
Ghana,1,8.721,1.41,0
Greece,5,1.055,0.82,0
Grenada,0,0,0,0
Guatemala,4,1.507,1.31,0
Guinea,5,0,1.13,0
Guinea-Bissau,0,0.508,0,0
Guyana,4,1.271,0,0
Haiti,4,0.175,0,0
Honduras,4,0,1.35,0
Hungary,5,5.9,0.92,0
Iceland,2,5.861,0.23,5.861
India,4,1.164,1.43,0
Indonesia,5,1.005,1.09,0
International,0,0,0,0
Iran,2,13.727,0.81,0
Iraq,5,1.417,1.26,0
Ireland,3,141.966,0.86,24.302
Israel,5,9.589,0.62,0
Italy,7,38.437,0.76,33.228
Jamaica,4,15.197,0.94,0
Japan,2,1.732,0.72,0
Jordan,4,0.294,0.73,0
Kazakhstan,4,6.178,1.3,0
Kenya,4,0.223,1.16,0
Kosovo,4,14.487,0.97,0
Kuwait,7,42.851,1.53,0
Kyrgyzstan,4,2.606,1.02,0
Laos,4,0,0,0
Latvia,1,4.241,0.89,0
Lebanon,5,0.44,1.04,0
Lesotho,4,0,0,0
Liberia,4,0.791,0.93,0
Libya,4,0,0,0
Liechtenstein,0,26.221,0,0
Lithuania,5,4.408,0.76,0
Luxembourg,1,19.17,0.58,31.95
Madagascar,1,0.036,0.84,0
Malawi,2,0.052,0,0
Malaysia,5,1.174,0.79,0
Maldives,3,68.45,1.44,0
Mali,5,0.938,1.08,0
Malta,0,0,0.56,2.265
Marshall Islands,0,0,0,0
Mauritania,5,0,0,0
Mauritius,5,0.786,0.26,0
Mexico,5,6.476,1.46,0
Moldova,1,25.781,1.12,0
Monaco,5,0,0,0
Mongolia,1,0.305,0,0
Montenegro,0,1.592,0.24,0
Morocco,4,4.552,1.05,0
Mozambique,2,0.192,0,0
Myanmar,5,0,0.42,0
Namibia,5,0,0,0
Nepal,4,0.103,0,0
Netherlands,7,38.284,0.71,47.097
New Zealand,4,-0.207,0.38,0
Nicaragua,0,0.151,0,0
Niger,2,0.496,0.83,0
Nigeria,5,0.441,1.64,0
North Macedonia,0,9.12,0.77,0
Norway,1,5.165,0.7,0
Oman,4,18.212,1.26,0
Pakistan,4,2.657,1.4,0
Palestine,4,0,0.32,0
Panama,7,55.855,1.12,0
Papua New Guinea,5,0,0,0
Paraguay,4,0,1.23,0
Peru,7,66.299,1.54,0
Philippines,4,2.601,1.06,0
Poland,5,9.089,0.98,0
Portugal,7,46.289,0.82,17.849
Qatar,6,322.451,1.62,0
Romania,1,20.845,1,12.268
Russia,7,43.588,1.41,0
Rwanda,4,0.618,0.92,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,6,736.637,0.95,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,7,35.13,1.44,0
Senegal,5,3.404,1.77,0
Serbia,7,38.65,0.89,0
Seychelles,4,0,0,0
Sierra Leone,5,1.379,0,0
Singapore,3,159.136,1.18,0
Slovakia,5,1.099,0.76,0
Slovenia,4,3.848,0.58,11.063
Solomon Islands,2,0,0,0
Somalia,2,2.894,0.9,0
South Africa,4,3.119,1.32,0
South Korea,2,0.195,0.53,0
South Sudan,5,0.089,0,0
Spain,7,36.98,0.83,0
Sri Lanka,5,2.942,1.37,0
Sudan,4,0.547,1.37,0
Suriname,5,0,0,0
Sweden,1,29.705,1.2,0
Switzerland,1,19.296,0.58,0
Syria,4,0.057,0,0
Taiwan,2,0,0.39,0
Tajikistan,2,0,0,0
Tanzania,2,0,0.4,0
Thailand,5,0.215,0.66,0
Timor,5,0,0,0
Togo,5,0.242,0,0
Trinidad and Tobago,5,0,0.13,0
Tunisia,4,0.846,0.73,0
Turkey,1,27.947,0.69,0
Uganda,4,0.087,0,0
Ukraine,4,11.25,1.21,0
United Arab Emirates,7,54.194,1.21,0
United Kingdom,7,51.159,0.84,38.005
United States,7,81.099,0.98,42.61
Uruguay,2,2.879,0.98,0
Uzbekistan,4,0.209,0.88,0
Vanuatu,5,0,0,0
Vatican,0,0,0,0
Venezuela,5,0.07,0.92,0
Vietnam,5,0,0.25,0
Yemen,2,0,0,0
Zambia,1,0.218,0,0
Zimbabwe,4,0,0,0
