country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,0.103,0,0
Albania,3,2.085,0,0
Algeria,6,0.068,0,0
Andorra,4,284.734,0,0
Angola,1,0.03,0,0
Antigua and Barbuda,1,0,0,0
Argentina,3,0.686,0,0
Armenia,1,7.087,1.41,0
Australia,6,4.314,2.35,0
Austria,7,41.637,2.34,0
Azerbaijan,5,0,0,0
Bahamas,1,0,0,0
Bahrain,2,4.114,1.29,0
Bangladesh,2,0.018,0,0
Barbados,6,0,0,0
Belarus,1,1.905,0,0
Belgium,7,39.863,2.31,19.673
Belize,5,0,0,0
Benin,0,0,0,0
Bhutan,0,1.296,0,0
Bolivia,3,0.257,0,0
Bosnia and Herzegovina,3,7.925,0,0
Botswana,5,0,0,0
Brazil,2,0.809,2.41,0
Brunei,6,6.857,0,0
Bulgaria,2,4.749,0,0
Burkina Faso,0,0.335,0,0
Burundi,1,0,0,0
Cambodia,6,0.837,0,0
Cameroon,5,0.264,0,0
Canada,2,3.789,2.53,0
Cape Verde,6,1.799,0,0
Central African Republic,1,0.414,0,0
Chad,0,0,0,0
Chile,5,10.253,2.43,0
China,2,0.065,0.64,0
Colombia,6,0.983,1.88,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,5,3.926,0,0
Cote d'Ivoire,5,0,0,0
Croatia,2,5.603,2.38,0
Cuba,0,0.441,0,0
Cyprus,6,0,0,0
Czechia,2,12.98,2.21,1.401
Democratic Republic of Congo,5,0.045,0,0
Denmark,2,19.336,1.39,6.388
Djibouti,0,0,0,0
Dominica,1,0,0,0
Dominican Republic,3,3.503,0,0
Ecuador,3,9.522,2.95,0
Egypt,0,0.283,1.5,0
El Salvador,2,0,0,0
Equatorial Guinea,1,0,0,0
Eritrea,0,0,0,0
Estonia,6,12.061,1.34,1.508
Eswatini,5,0,0,0
Ethiopia,0,0.026,0,0
Fiji,2,0,0,0
Finland,2,9.024,1.5,0
France,3,27.392,2.12,19.87
Gabon,5,0.899,0,0
Gambia,5,0,0,0
Georgia,5,0.752,0,0
Germany,7,54.044,2.36,0
Ghana,6,0.161,0,0
Greece,2,7.387,1.3,0
Grenada,1,0,0,0
Guatemala,3,0.167,0,0
Guinea,1,0,0,0
