country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0.103,0,3.211
Albania,0,1.39,0,55.251
Algeria,1,0.16,0,4.629
Andorra,1,0,0,0
Angola,1,0.152,0,2.738
Antigua and Barbuda,1,0,0,0
Argentina,4,5.62,0,186.544
Armenia,0,0.675,0,93.479
Australia,1,0.078,0,0.549
Austria,0,0.111,7.55,68.951
Azerbaijan,2,0.099,0,14.4
Bahamas,3,2.543,0,256.835
Bahrain,3,0,0,317.352
Bangladesh,1,0.158,0,9.387
Barbados,2,0,0,13.919
Belarus,2,0.423,0,22.541
Belgium,4,0.345,6.644,133.482
Belize,0,2.515,0,52.814
Benin,1,0,0,0
Bhutan,1,0,0,2.592
Bolivia,2,2.656,0,17.648
Bosnia and Herzegovina,0,1.524,0,64.313
Botswana,1,0,0,0
Brazil,0,1.708,0,77.103
Brunei,1,0,0,0
Bulgaria,1,0.864,5.037,6.332
Burkina Faso,1,0,0,1.435
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,2,0.132,0,30.284
Cape Verde,4,1.799,0,127.701
Central African Republic,1,0,0,0
Chad,1,0,0,0.122
Chile,0,1.674,0,83.699
China,1,0,0,0.024
Colombia,4,3.321,0,131.243
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,1,0,0,0
Cote d'Ivoire,1,0,0,1.933
Croatia,0,0.974,0,47.987
Cuba,1,0.177,0,3.178
Cyprus,1,0,0,11.417
Czechia,0,0.374,10.272,91.885
Democratic Republic of Congo,1,0.033,0,0.301
Denmark,0,0.518,1.554,81.489
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,0,0.277,0,54.296
Ecuador,2,0.34,0,45.287
Egypt,1,0.195,0,1.124
El Salvador,2,0.463,0,19.272
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,2,0,3.769,36.938
Eswatini,2,0,0,20.687
Ethiopia,1,0.061,0,5.993
Fiji,1,0,0,0
Finland,1,0,0,10.468
France,1,0,12.777,0
Gabon,1,0,0,0
Gambia,1,0,0,9.103
Georgia,0,0,0,49.133
Germany,1,0.024,0,12.329
Ghana,1,0,0,4.087
Greece,2,0.672,0,15.734
Grenada,1,0,0,0
Guatemala,2,0.781,0,16.299
Guinea,1,0.076,0,2.97
Guinea-Bissau,1,0,0,0
Guyana,4,0,0,128.407
Haiti,1,0,0,1.666
Honduras,0,1.817,0,47.756
Hong Kong,1,0,0,0
Hungary,4,0.828,0,110.762
Iceland,1,0,0,0
India,0,0.819,0,63.015
Indonesia,2,0.384,0,14.584
International,1,0,0,0
Iran,2,2.179,0,36.872
Iraq,0,1.591,0,85.475
Ireland,0,0,3.24,79.995
Israel,3,2.426,0,297.959
Italy,2,0.248,3.672,26.248
Jamaica,0,2.364,0,77.672
Japan,1,0.032,0,3.795
Jordan,2,0,0,23.424
Kazakhstan,2,0.266,0,17.841
Kenya,1,0.037,0,2.827
Kosovo,2,0,0,31.561
Kuwait,0,0.702,0,90.152
Kyrgyzstan,1,0,0,0
Laos,1,0,0,0
Latvia,1,0,0,5.302
Lebanon,4,1.612,0,147.39
Lesotho,2,0,0,15.871
Liberia,1,0,0,0
Libya,4,1.164,0,104.056
Liechtenstein,1,0,0,0
Lithuania,2,0,0,29.387
Luxembourg,1,0,1.598,0
Madagascar,1,0.144,0,1.192
Malawi,1,0,0,0.68
Malaysia,1,0,0,1.607
Maldives,4,0,0,138.75
Mali,1,0,0,0.346
Malta,0,2.265,0,72.474
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0.645
Mauritius,1,0,0,0
Mexico,2,1.823,0,27.472
Moldova,0,0.496,0,64.453
Monaco,2,0,0,25.482
Mongolia,1,0,0,0
Montenegro,3,3.184,0,1136.83
Morocco,0,0.948,0,52.207
Mozambique,1,0.064,0,7.487
Myanmar,1,0.239,0,9.961
Namibia,2,0.394,0,33.453
Nepal,2,0.343,0,45.475
Netherlands,4,0.233,5.661,114.153
New Zealand,1,0,0,0
Nicaragua,1,0,0,0
Niger,1,0,0,0.207
Nigeria,1,0.015,0,0.471
North Macedonia,0,1.92,0,85.438
Norway,1,0,0,7.194
Oman,3,5.483,0,337.209
Pakistan,1,0.018,0,2.866
Palestine,4,1.764,0,133.884
Panama,4,2.318,0,139.521
Papua New Guinea,1,0.112,0,0.112
Paraguay,0,3.225,0,70.802
Peru,4,2.608,0,195.712
Philippines,2,0.493,0,29.96
Poland,2,0.291,0,24.044
