country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,1.284
Albania,3,0,0,42.393
Algeria,2,0,0,7.411
Andorra,0,0,0,194.137
Angola,2,0,0,1.46
Antigua and Barbuda,2,0,0,0
Argentina,1,0,0,241.903
Armenia,4,0,0,66.481
Australia,2,0,0,4.941
Austria,3,14.101,3.331,36.308
Azerbaijan,2,0,0,15.189
Bahamas,0,0,0,155.118
Bahrain,1,0,0,215.682
Bangladesh,2,0,0,15.678
Barbados,2,0,0,0
Belarus,3,0,0,18.943
Belgium,3,19.069,5.177,36.584
Belize,0,0,0,128.263
Benin,2,0,0,4.042
Bhutan,2,0,0,0
Bolivia,4,0,0,56.626
Bosnia and Herzegovina,4,0,0,86.259
Botswana,2,0,0,0
Brazil,1,0,0,220.804
Brunei,2,0,0,0
Bulgaria,3,109.089,9.067,23.458
Burkina Faso,2,0,0,0
Burundi,2,0,0,0.252
Cambodia,2,0,0,0
Cameroon,2,0,0,1.921
Canada,2,0,0,13.751
Cape Verde,0,0,0,140.291
Central African Republic,2,0,0,0.207
Chad,2,0,0,0
Chile,4,0,0,83.385
China,2,0,0,0.014
Colombia,0,0,0,182.674
Comoros,2,0,0,0
Congo,0,0,0,117.613
Costa Rica,1,0,0,220.058
Cote d'Ivoire,2,0,0,2.199
Croatia,4,62.846,0,75.756
Cuba,2,0,0,5.386
Cyprus,2,0,0,5.708
Czechia,4,16.528,3.735,61.257
Democratic Republic of Congo,2,0,0,0.112
Denmark,3,2.59,0.691,19.164
Djibouti,2,0,0,0
Dominica,2,0,0,0
Dominican Republic,4,0,0,59.735
Ecuador,4,0,0,65.068
Egypt,2,0,0,1.612
El Salvador,2,0,0,12.951
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,3,7.538,0,15.077
Eswatini,3,0,0,43.097
Ethiopia,2,0,0,9.612
Fiji,2,0,0,0
Finland,2,1.624,0.361,3.429
France,0,70.687,6.741,108.651
Gabon,2,0,0,2.246
Gambia,2,0,0,15.724
Georgia,2,0,0,9.526
Germany,3,0,0,16.662
Ghana,2,0,0,6.372
Greece,3,0,0,22.354
Grenada,2,0,0,0
Guatemala,3,0,0,41.919
Guinea,2,0,0,0
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,11.442
Haiti,2,0,0,2.456
Honduras,4,0,0,76.429
Hong Kong,2,0,0,0
Hungary,3,10.145,0,37.783
Iceland,2,0,0,14.652
India,4,0,0,60.785
Indonesia,2,0,0,11.242
International,2,0,0,0
Iran,3,0,0,22.121
Iraq,4,0,0,98.104
Ireland,3,8.101,1.215,18.024
Israel,1,0,0,368.897
Italy,3,25.57,1.803,21.931
Jamaica,4,0,0,75.646
Japan,2,0,0,4.712
Jordan,2,0,0,6.273
Kazakhstan,2,0,0,5.272
Kenya,2,0,0,3.31
Kosovo,4,0,0,57.948
Kuwait,0,0,0,156.185
Kyrgyzstan,2,0,0,11.956
Laos,2,0,0,0
Latvia,2,2.651,0,1.06
Lebanon,4,0,0,87.613
Lesotho,2,0,0,0
Liberia,2,0,0,0
Libya,4,0,0,77.424
Liechtenstein,2,0,0,0
Lithuania,2,0,0,10.653
Luxembourg,0,25.56,3.195,191.701
Madagascar,2,0,0,2.383
Malawi,2,0,0,0.157
Malaysia,2,0,0,0.185
Maldives,1,0,0,253.449
Mali,2,0,0,1.235
Malta,4,0,0,49.826
Marshall Islands,2,0,0,0
Mauritania,2,0,0,3.011
Mauritius,2,0,0,0
Mexico,3,0,0,38.167
Moldova,0,0,0,131.88
Monaco,2,0,0,-305.779
Mongolia,2,0,0,0
Montenegro,0,0,0,162.404
Morocco,3,0,0,45.299
Mozambique,2,0,0,2.496
Myanmar,2,0,0,1.397
Namibia,4,0,0,59.821
Nepal,3,0,0,38.439
Netherlands,4,0,2.451,50.073
New Zealand,2,0,0,0.415
Nicaragua,2,0,0,0
Niger,2,0,0,0
Nigeria,2,0,0,1.048
North Macedonia,4,0,0,69.598
Norway,3,2.029,0,30.067
Oman,2,0,0,0
Pakistan,2,0,0,3.916
Palestine,0,0,0,116.438
Panama,0,0,0,123.297
Papua New Guinea,2,0,0,1.229
Paraguay,0,0,0,112.162
Peru,0,0,0,154.435
Philippines,3,0,0,19.857
Poland,3,57.284,0,15.721
Portugal,3,33.05,4.021,38.248
Qatar,4,0,0,73.584
Romania,4,0,26.978,67.472
Russia,3,0,0,33.529
Rwanda,2,0,0,5.868
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,1,0,0,589.31
Sao Tome and Principe,2,0,0,0
Saudi Arabia,3,0,0,23.439
Senegal,2,0,0,5.256
Serbia,2,0,0,14.549
Seychelles,2,0,0,0
Sierra Leone,2,0,0,0.125
Singapore,2,0,0,1.367
Slovakia,2,11.722,0,9.708
Slovenia,3,12.506,1.924,26.456
Solomon Islands,2,0,0,0
Somalia,2,0,0,0
South Africa,3,0,0,39.387
South Korea,2,0,0,3.803
South Sudan,2,0,0,0.447
Spain,0,148.092,18.693,183.532
Sri Lanka,2,0,0,0.42
Sudan,2,0,0,0
Suriname,4,0,0,102.278
Sweden,2,0,0,1.089
Switzerland,3,0,0,42.752
Syria,2,0,0,3.886
Taiwan,2,0,0,0.042
Tajikistan,2,0,0,3.67
Tanzania,2,0,0,0
Thailand,2,0,0,0.029
Timor,2,0,0,0
Togo,2,0,0,2.174
Trinidad and Tobago,4,0,0,87.889
Tunisia,3,0,0,19.715
Turkey,3,0,0,18.924
Uganda,2,0,0,1.64
Ukraine,4,0,0,58.399
United Arab Emirates,4,0,0,74.314
United Kingdom,3,11.357,1.193,22.302
United States,0,107.754,21.411,123.718
Uruguay,2,0,0,4.318
Uzbekistan,2,0,0,9.262
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,3,0,0,39.633
Vietnam,2,0,0,0.021
Yemen,2,0,0,0.469
Zambia,2,0,0,1.849
Zimbabwe,2,0,0,5.315
