country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,1,0,0,3.237
Albania,1,0,0,4.865
Algeria,1,0,0,3.01
Andorra,1,0,0,0
Angola,1,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,1,0,0,2.744
Armenia,1,0,0,19.911
Australia,1,0,0,0.902
Austria,3,47.189,15.1,9.216
Azerbaijan,1,0,0,3.846
Bahamas,1,0,0,0
Bahrain,0,0,0,51.717
Bangladesh,1,0,0,3.334
Barbados,1,0,0,0
Belarus,0,0,0,97.256
Belgium,2,322.099,68.768,55.826
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,0,0,3.341
Bosnia and Herzegovina,1,0,0,6.096
Botswana,1,0,0,0.425
Brazil,1,0,0,27.235
Brunei,1,0,0,0
Bulgaria,3,43.319,5.613,5.181
Burkina Faso,1,0,0,0.144
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,0,0,0,40.644
Cape Verde,1,0,0,8.993
Central African Republic,1,0,0,6.419
Chad,1,0,0,0.365
Chile,1,0,0,28.876
China,1,0,0,0.015
Colombia,1,0,0,6.918
Comoros,1,0,0,0
Congo,1,0,0,1.269
Costa Rica,1,0,0,1.57
Cote d'Ivoire,1,0,0,0.72
Croatia,3,69.91,0,1.949
Cuba,1,0,0,4.238
Cyprus,1,0,0,17.125
Czechia,1,28.574,6.35,5.509
Democratic Republic of Congo,1,0,0,0.134
Denmark,3,49.031,11.395,26.415
Djibouti,0,0,0,37.449
Dominica,1,0,0,0
Dominican Republic,1,0,0,11.339
Ecuador,0,0,0,57.7
Egypt,1,0,0,2.541
El Salvador,1,0,0,3.392
Equatorial Guinea,0,0,0,40.628
Eritrea,1,0,0,0
Estonia,3,65.584,9.8,9.8
Eswatini,1,0,0,5.172
Ethiopia,1,0,0,0.017
Fiji,1,0,0,0
Finland,3,36.096,10.107,8.122
France,2,422.943,67.286,47.339
Gabon,1,0,0,12.131
Gambia,1,0,0,0
Georgia,1,0,0,3.509
Germany,1,0,0,13.774
Ghana,1,0,0,3.894
Greece,1,0,0,3.07
Grenada,1,0,0,8.887
Guatemala,1,0,0,0
Guinea,1,0,0,5.863
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,0
Haiti,1,0,0,0
Honduras,1,0,0,4.139
Hungary,3,101.032,0,6.832
Iceland,1,23.443,0,8.791
India,1,0,0,1.357
Indonesia,1,0,0,1.517
International,1,0,0,0
Iran,1,0,0,13.239
Iraq,1,0,0,2.014
Ireland,2,152.497,22.885,46.377
Israel,1,0,0,18.37
Italy,2,357.019,30.813,34.584
Jamaica,1,0,0,0
Japan,1,0,0,2.245
Jordan,1,0,0,0
Kazakhstan,1,0,0,10.225
Kenya,1,0,0,0.205
Kosovo,1,0,0,8.796
Kuwait,0,0,0,35.592
Kyrgyzstan,1,0,0,1.993
Laos,1,0,0,0
Latvia,1,23.857,0,9.543
Lebanon,1,0,0,1.026
Lesotho,1,0,0,0
Liberia,1,0,0,3.361
Libya,1,0,0,0
Liechtenstein,1,0,0,0
Lithuania,1,0,0,-38.57
Luxembourg,2,182.116,35.145,19.17
Madagascar,1,0,0,0
Malawi,1,0,0,0
Malaysia,1,0,0,0.958
Maldives,0,0,0,44.4
Mali,1,0,0,0.79
Malta,1,11.324,2.265,18.118
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0
Mexico,1,0,0,9.486
Moldova,0,0,0,38.92
Monaco,1,0,0,0
Mongolia,1,0,0,0
Montenegro,1,0,0,0
Morocco,1,0,0,3.576
Mozambique,1,0,0,0
Myanmar,1,0,0,0.074
Namibia,1,0,0,0
Nepal,1,0,0,0.069
Netherlands,1,0,44.529,10.038
New Zealand,1,0,0,0.415
Nicaragua,1,0,0,0
Niger,1,0,0,0.33
Nigeria,1,0,0,0.946
North Macedonia,1,0,0,10.56
Norway,1,21.951,0,11.252
Oman,1,0,0,16.058
Pakistan,1,0,0,4.133
Palestine,1,0,0,0.196
Panama,1,0,0,0
Papua New Guinea,1,0,0,0
Paraguay,1,0,0,1.542
Peru,0,0,0,75.549
Philippines,1,0,0,1.652
Poland,3,77.523,0,8.349
Portugal,3,91.794,16.868,28.931
Qatar,0,0,0,234.983
Romania,1,0,12.631,14.399
Russia,0,0,0,43.931
Rwanda,1,0,0,0.386
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,4,0,0,441.982
Sao Tome and Principe,1,0,0,18.251
Saudi Arabia,0,0,0,36.365
Senegal,1,0,0,5.196
Serbia,0,0,0,32.625
Seychelles,1,0,0,0
Sierra Leone,1,0,0,1.379
Singapore,0,0,0,90.251
Slovakia,1,0,0,0.549
Slovenia,3,37.038,11.063,2.886
Solomon Islands,1,0,0,0
Somalia,1,0,0,3.02
South Africa,1,0,0,3.423
South Korea,1,0,0,0.176
South Sudan,1,0,0,2.501
Spain,1,0,0,27.976
Sri Lanka,1,0,0,1.448
Sudan,1,0,0,0.981
Suriname,1,0,0,0
Sweden,0,0,0,73.471
Switzerland,1,0,0,11.555
Syria,1,0,0,0
Taiwan,1,0,0,0
Tajikistan,1,0,0,0
Tanzania,1,0,0,0
Thailand,1,0,0,0.1
Timor,1,0,0,0
Togo,1,0,0,0.121
Trinidad and Tobago,1,0,0,0
Tunisia,1,0,0,0.677
Turkey,1,0,0,28.362
Uganda,1,0,0,0
Ukraine,1,0,0,9.169
United Arab Emirates,0,0,0,54.7
United Kingdom,2,208.069,34.573,69.631
United States,2,169.286,40.972,74.504
Uruguay,1,0,0,1.439
Uzbekistan,1,0,0,1.046
Vanuatu,1,0,0,0
Vatican,4,0,0,1236.094
Venezuela,1,0,0,0
Vietnam,1,0,0,0
Yemen,1,0,0,0
Zambia,1,0,0,0.381
Zimbabwe,1,0,0,0
