country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,0,0,0,3.237
Albania,4,0,0,174.091
Algeria,0,0,0,15.279
Andorra,2,0,0,828.318
Angola,0,0,0,2.982
Antigua and Barbuda,0,0,0,0
Argentina,3,0,0,117.953
Armenia,2,0,0,733.995
Australia,0,0,0,0.275
Austria,2,281.244,50.964,658.754
Azerbaijan,4,0,0,164.017
Bahamas,0,0,0,0
Bahrain,3,0,0,112.836
Bangladesh,0,0,0,8.95
Barbados,0,0,0,0
Belarus,3,0,0,105.404
Belgium,2,600.106,126.838,571.287
Belize,1,0,0,251.496
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,0,0,0,4.112
Bosnia and Herzegovina,1,0,0,369.116
Botswana,0,0,0,0
Brazil,3,0,0,49.652
Brunei,0,0,0,0
Bulgaria,4,550.051,39.145,97.144
Burkina Faso,0,0,0,0.191
Burundi,0,0,0,0
Cambodia,0,0,0,0.12
Cameroon,0,0,0,2.976
Canada,3,0,0,104.499
Cape Verde,4,0,0,140.291
Central African Republic,0,0,0,0
Chad,0,0,0,0.244
Chile,3,0,0,82.705
China,0,0,0,0.03
Colombia,4,0,0,146.218
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,0,0,0,0
Cote d'Ivoire,0,0,0,0.72
Croatia,2,340.051,0,619.448
Cuba,0,0,0,2.649
Cyprus,3,0,0,132.435
Czechia,2,727.147,111.962,336.913
Democratic Republic of Congo,0,0,0,0.458
Denmark,4,32.457,5.179,154.173
Djibouti,0,0,0,3.036
Dominica,0,0,0,0
Dominican Republic,3,0,0,49.503
Ecuador,3,0,0,80.542
Egypt,0,0,0,2.335
El Salvador,0,0,0,0
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,4,49.754,4.523,144.738
Eswatini,0,0,0,12.067
Ethiopia,0,0,0,4.123
Fiji,0,0,0,0
Finland,3,0,0,74.359
France,2,462.929,69.354,1921.361
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,2,0,0,727.218
Germany,4,0,0,173.184
Ghana,0,0,0,6.372
Greece,4,0,0,181.233
Grenada,0,0,0,17.775
Guatemala,0,0,0,11.833
Guinea,0,0,0,1.066
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,38.141
Haiti,0,0,0,0
Honduras,0,0,0,0
Hungary,2,600.703,0,483.73
Iceland,4,219.78,8.791,43.956
India,0,0,0,33.263
Indonesia,0,0,0,14.185
International,0,0,0,0
Iran,3,0,0,109.962
Iraq,3,0,0,62.9
Ireland,4,57.313,8.101,109.158
Israel,3,0,0,61.695
Italy,2,482.767,45.467,539.415
Jamaica,0,0,0,11.482
Japan,0,0,0,7.551
Jordan,1,0,0,442.903
Kazakhstan,3,0,0,47.878
Kenya,0,0,0,13.371
Kosovo,0,0,0,0
Kuwait,3,0,0,125.979
Kyrgyzstan,3,0,0,78.937
Laos,0,0,0,0
Latvia,4,139.434,0,113.986
Lebanon,4,0,0,166.876
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,4,0,0,156.885
Liechtenstein,2,0,0,603.089
Lithuania,2,0,0,727.329
Luxembourg,4,316.306,63.9,0
Madagascar,0,0,0,4.045
Malawi,0,0,0,0.157
Malaysia,0,0,0,26.324
Maldives,3,0,0,44.4
Mali,0,0,0,1.481
Malta,1,0,0,231.01
Marshall Islands,0,0,0,0
Mauritania,0,0,0,1.29
Mauritius,0,0,0,0
Mexico,3,0,0,45.659
Moldova,4,0,0,166.338
Monaco,3,0,0,76.445
Mongolia,0,0,0,1.525
Montenegro,2,0,0,678.277
Morocco,3,0,0,124.517
Mozambique,0,0,0,6.111
Myanmar,0,0,0,18.912
Namibia,0,0,0,16.136
Nepal,3,0,0,96.682
Netherlands,1,0,37.876,332.597
New Zealand,0,0,0,0.829
Nicaragua,0,0,0,0
Niger,0,0,0,0.041
Nigeria,0,0,0,1.455
North Macedonia,1,0,0,469.429
Norway,3,17.708,0,90.201
Oman,4,0,0,190.537
Pakistan,0,0,0,7.47
Palestine,3,0,0,98.208
Panama,1,0,0,236.629
Papua New Guinea,0,0,0,0.224
Paraguay,3,0,0,90.851
Peru,3,0,0,76.035
Philippines,0,0,0,22.212
Poland,2,534.103,0,654.88
Portugal,2,247.335,37.071,567.242
Qatar,3,0,0,65.948
Romania,1,0,54.892,350.978
Russia,4,0,0,138.747
Rwanda,0,0,0,0.695
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,3,0,0,43.566
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,0,0,0,10.427
Senegal,0,0,0,0.896
Serbia,1,0,0,310.378
Seychelles,0,0,0,0
Sierra Leone,0,0,0,0
Singapore,0,0,0,0.342
Slovakia,1,0,0,334.82
Slovenia,2,541.143,84.178,428.585
Solomon Islands,0,0,0,0
Somalia,0,0,0,0
South Africa,0,0,0,23.133
South Korea,0,0,0,2.458
South Sudan,0,0,0,0
Spain,0,0,0,0
Sri Lanka,0,0,0,23.817
Sudan,0,0,0,3.352
Suriname,0,0,0,8.523
