country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,4,0,0,0.771
Albania,1,0,0,52.123
Algeria,4,0,0,4.492
Andorra,3,0,0,1514.269
Angola,4,0,0,3.834
Antigua and Barbuda,4,0,0,0
Argentina,0,0,0,194.31
Armenia,1,0,0,40.834
Australia,4,0,0,1.176
Austria,1,32.977,7.439,62.511
Azerbaijan,4,0,0,9.074
Bahamas,0,0,0,261.921
Bahrain,3,0,0,419.022
Bangladesh,4,0,0,10.341
Barbados,4,0,0,0
Belarus,2,0,0,23.705
Belgium,1,42.279,7.507,94.654
Belize,2,0,0,20.12
Benin,4,0,0,1.155
Bhutan,4,0,0,0
Bolivia,2,0,0,26.557
Bosnia and Herzegovina,2,0,0,28.347
Botswana,4,0,0,0
Brazil,1,0,0,63.093
Brunei,4,0,0,0
Bulgaria,2,102.757,4.749,21.731
Burkina Faso,4,0,0,2.392
Burundi,4,0,0,0.084
Cambodia,4,0,0,0
Cameroon,4,0,0,6.291
Canada,1,0,0,48.566
Cape Verde,1,0,0,43.166
Central African Republic,4,0,0,0
Chad,4,0,0,0.122
Chile,1,0,0,62.46
China,4,0,0,0.008
Colombia,0,0,0,105.32
Comoros,4,0,0,0
Congo,4,0,0,2.9
Costa Rica,3,0,0,371.016
Cote d'Ivoire,4,0,0,0.265
Croatia,2,72.346,0,17.051
Cuba,4,0,0,4.414
Cyprus,4,0,0,3.425
Czechia,0,54.254,10.739,137.641
Democratic Republic of Congo,4,0,0,0.045
Denmark,1,12.948,2.072,72.684
Djibouti,4,0,0,1.012
Dominica,4,0,0,0
Dominican Republic,1,0,0,45.539
Ecuador,2,0,0,16.55
Egypt,4,0,0,1.231
El Salvador,2,0,0,37.772
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,2,24.123,3.769,12.815
Eswatini,2,0,0,11.205
Ethiopia,4,0,0,7.733
Fiji,4,0,0,0
Finland,2,3.429,0.361,11.912
France,3,85.747,13.972,447.915
Gabon,4,0,0,3.594
Gambia,4,0,0,0
Georgia,1,0,0,48.381
Germany,2,0,0,19.037
Ghana,4,0,0,1.867
Greece,1,0,0,43.461
Grenada,4,0,0,0
Guatemala,2,0,0,13.229
Guinea,4,0,0,1.447
Guinea-Bissau,4,0,0,0
Guyana,0,0,0,169.091
Haiti,4,0,0,0.438
Honduras,1,0,0,46.342
Hong Kong,4,0,0,0
Hungary,1,47.928,0,90.68
Iceland,0,5.861,0,205.128
India,1,0,0,54.408
Indonesia,2,0,0,15.267
International,4,0,0,0
Iran,1,0,0,39.777
Iraq,1,0,0,94.997
Ireland,2,18.227,3.443,38.074
Israel,3,0,0,446.65
Italy,2,44.772,3.837,22.328
Jamaica,1,0,0,52.344
Japan,4,0,0,2.53
Jordan,2,0,0,26.07
Kazakhstan,4,0,0,5.699
Kenya,4,0,0,1.823
Kosovo,1,0,0,40.874
Kuwait,0,0,0,124.105
Kyrgyzstan,2,0,0,20.845
Laos,4,0,0,0
Latvia,4,6.362,0,0.53
Lebanon,0,0,0,100.213
Lesotho,4,0,0,0
Liberia,4,0,0,0.198
Libya,0,0,0,123.267
Liechtenstein,2,0,0,26.221
Lithuania,2,0,0,25.714
Luxembourg,3,31.95,1.598,316.306
Madagascar,4,0,0,0.722
Malawi,4,0,0,0.105
Malaysia,4,0,0,1.761
Maldives,1,0,0,85.1
Mali,4,0,0,0.543
Malta,0,0,0,101.916
Marshall Islands,4,0,0,0
Mauritania,4,0,0,3.441
Mauritius,4,0,0,0
Mexico,2,0,0,22.624
Moldova,1,0,0,49.579
Monaco,1,0,0,50.963
Mongolia,4,0,0,0.305
Montenegro,3,0,0,366.206
Morocco,2,0,0,37.279
Mozambique,4,0,0,4.511
Myanmar,2,0,0,12.24
Namibia,1,0,0,58.64
Nepal,1,0,0,39.606
Netherlands,0,0,6.186,132.712
New Zealand,4,0,0,0
Nicaragua,4,0,0,0
Niger,4,0,0,0.041
Nigeria,4,0,0,0.946
North Macedonia,2,0,0,21.6
Norway,2,4.243,0,19.922
Oman,0,0,0,112.795
Pakistan,4,0,0,2.635
Palestine,1,0,0,91.151
Panama,0,0,0,140.68
Papua New Guinea,4,0,0,0
Paraguay,0,0,0,103.75
Peru,0,0,0,182.883
Philippines,2,0,0,31.456
Poland,2,52.29,0,19.764
Portugal,1,50.801,5.982,61.098
Qatar,1,0,0,79.138
Romania,1,0,24.119,42.001
Russia,1,0,0,41.731
Rwanda,4,0,0,0.849
Saint Kitts and Nevis,2,0,0,37.6
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,2,0,0,14.132
Senegal,4,0,0,1.433
Serbia,4,0,0,4.409
Seychelles,2,0,0,20.338
Sierra Leone,4,0,0,0
Singapore,4,0,0,5.128
Slovakia,2,19.598,0,14.47
Slovenia,2,33.671,7.215,24.051
Solomon Islands,4,0,0,0
Somalia,4,0,0,1.447
South Africa,2,0,0,12.224
South Korea,4,0,0,1.19
South Sudan,4,0,0,0.625
Spain,3,235.933,30.307,672.188
Sri Lanka,4,0,0,0.56
Sudan,4,0,0,0
Suriname,2,0,0,28.979
Sweden,4,0,0,0
Switzerland,0,0,0,126.522
Syria,4,0,0,1.886
Taiwan,4,0,0,0.084
Tajikistan,4,0,0,4.404
Tanzania,4,0,0,0
Thailand,4,0,0,0.072
Timor,4,0,0,0
Togo,4,0,0,0.362
Trinidad and Tobago,2,0,0,31.44
Tunisia,1,0,0,44.675
Turkey,2,0,0,20.667
Uganda,4,0,0,3.957
Ukraine,1,0,0,63.589
United Arab Emirates,1,0,0,68.652
United Kingdom,1,22.243,2.666,64.49
United States,0,87.229,18.55,155.573
Uruguay,4,0,0,2.879
Uzbekistan,2,0,0,12.848
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,2,0,0,27.676
Vietnam,4,0,0,0
Yemen,4,0,0,0.067
Zambia,4,0,0,2.393
Zimbabwe,4,0,0,0
