country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,1,0,0,2.62
Albania,0,0,0,53.861
Algeria,2,0,0,9.373
Andorra,1,0,0,0
Angola,1,0,0,0.882
Antigua and Barbuda,1,0,0,0
Argentina,3,0,0,181.986
Armenia,0,0,0,88.754
Australia,2,0,0,6.706
Austria,4,10.548,2.332,38.528
Azerbaijan,2,0,0,13.709
Bahamas,3,0,0,200.891
Bahrain,3,0,0,207.454
Bangladesh,2,0,0,17.415
Barbados,1,0,0,3.48
Belarus,2,0,0,15.768
Belgium,0,26.144,7.075,60.313
Belize,3,0,0,130.778
Benin,1,0,0,0
Bhutan,2,0,0,7.776
Bolivia,0,0,0,86.953
Bosnia and Herzegovina,0,0,0,103.023
Botswana,1,0,0,0
Brazil,3,0,0,213.225
Brunei,1,0,0,0
Bulgaria,4,110.24,9.067,20.436
Burkina Faso,1,0,0,0.574
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,5.199
Canada,1,0,0,5.75
Cape Verde,0,0,0,84.534
Central African Republic,1,0,0,0
Chad,1,0,0,0.061
Chile,0,0,0,94.789
China,1,0,0,0.028
Colombia,3,0,0,226.815
Comoros,2,0,0,12.65
Congo,1,0,0,0
Costa Rica,3,0,0,130.739
Cote d'Ivoire,1,0,0,0.644
Croatia,0,30.936,0,62.115
Cuba,2,0,0,7.328
Cyprus,2,0,0,11.417
Czechia,4,10.925,2.241,23.065
Democratic Republic of Congo,1,0,0,0.179
Denmark,4,3.453,0.173,20.2
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,0,0,0,81.398
Ecuador,0,0,0,58.55
Egypt,1,0,0,1.085
El Salvador,4,0,0,38.081
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0.564
Estonia,2,7.538,0,15.077
Eswatini,4,0,0,44.821
Ethiopia,2,0,0,15.466
Fiji,1,0,0,0
Finland,2,0,0,6.678
France,4,72.357,5.638,0
Gabon,1,0,0,0
Gambia,4,0,0,46.759
Georgia,1,0,0,2.256
Germany,2,0,0,18.93
Ghana,1,0,0,5.342
Greece,4,0,0,23.985
Grenada,1,0,0,0
Guatemala,0,0,0,61.511
Guinea,2,0,0,6.396
Guinea-Bissau,2,0,0,16.26
Guyana,0,0,0,88.995
Haiti,1,0,0,4.21
Honduras,0,0,0,52.602
Hungary,1,5.9,0,4.555
Iceland,2,2.93,0,14.652
India,0,0,0,49.927
Indonesia,2,0,0,8.284
International,1,0,0,0
Iran,4,0,0,27.133
Iraq,0,0,0,99.323
Ireland,4,3.24,1.215,26.125
