country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,3,0,0,0.899
Albania,2,0,0.695,36.834
Algeria,3,0,0.068,3.489
Andorra,3,0,0,0
Angola,3,0,0.091,1.4
Antigua and Barbuda,1,0,0,30.635
Argentina,0,0.319,4.558,195.616
Armenia,4,0,1.012,110.69
Australia,3,0,0.118,0.157
Austria,4,1.095,0,73.503
Azerbaijan,1,0,0.099,12.624
Bahamas,4,0,0,122.06
Bahrain,0,5.954,1.763,344.385
Bangladesh,3,0.065,0.194,7.742
Barbados,3,0,0,0
Belarus,2,0,0.529,33.865
Belgium,4,1.76,0.518,118.727
Belize,3,0,0,0
Benin,3,0,0,1.237
Bhutan,3,0,0,2.592
Bolivia,1,0.073,2.57,26.471
Bosnia and Herzegovina,2,0,0.61,37.491
Botswana,3,0,0,0
Brazil,4,0,1.576,67.36
Brunei,3,0,0,0
Bulgaria,3,0.39,1.007,8.347
Burkina Faso,3,0,0,1.674
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,2,1.808,0.132,43.93
Cape Verde,4,0.374,1.799,125.902
Central African Republic,3,0,0,0
Chad,3,0,0.061,0.061
Chile,4,2.061,2.616,100.543
China,3,0,0,0.019
Colombia,4,0.448,3.773,137.925
Comoros,3,0,0,0
Congo,3,0,0,0.544
Costa Rica,3,0.169,0,0
Cote d'Ivoire,3,0.034,0,1.099
Croatia,2,0.961,0.731,46.282
Cuba,3,0.627,0.177,3.973
Cyprus,1,3.811,0,13.7
Czechia,4,0.978,1.401,121.674
Democratic Republic of Congo,3,0.001,0,0.212
Denmark,4,6.835,0.173,73.202
Djibouti,3,0,0,0
Dominica,4,0,0,83.344
Dominican Republic,2,0.199,0.184,39.547
Ecuador,2,0.154,0.34,43.417
Egypt,3,0,0.137,1.016
El Salvador,2,0.37,0,33.147
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,1,2.916,0,26.384
Eswatini,1,0,0,10.343
Ethiopia,3,0.058,0.043,5.497
Fiji,3,0.045,0,0
Finland,1,1.62,0,18.951
France,3,0.357,0,0.291
Gabon,3,0,0,0
Gambia,3,0,0.414,5.793
Georgia,4,0,0,73.699
Germany,1,0,0.06,15.671
Ghana,3,0.091,0,5.31
Greece,1,0.915,0.288,20.723
Grenada,3,0,0,0
Guatemala,1,0.05,0.893,21.769
Guinea,3,0,0.076,5.178
Guinea-Bissau,3,0,0,0
Guyana,2,0,2.543,59.754
Haiti,3,0,0,1.491
Honduras,3,0,0,0
Hong Kong,3,0,0,0
Hungary,4,1.043,0.621,96.994
Iceland,2,2.242,0,64.469
India,2,0.716,0.753,59.543
Indonesia,1,0.076,0.285,14.163
International,3,0,0,0
Iran,2,0,2.322,40.027
Iraq,4,0.461,1.367,86.544
Ireland,4,2.406,0,87.083
Israel,0,2.921,3.697,394.429
Italy,1,1.451,0.281,29.209
Jamaica,2,0.218,0.338,55.046
Japan,3,0.036,0.016,3.819
Jordan,2,0,0.196,42.242
Kazakhstan,1,0.889,0.107,15.604
Kenya,3,0.069,0.037,4.538
Kosovo,1,0,1.552,24.317
