country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0,1.156
Albania,4,0,1.737,40.309
Algeria,0,0,0.137,7.092
Andorra,0,0,0,0
Angola,0,0,0.03,0.852
Antigua and Barbuda,0,0,0,10.212
Argentina,3,0.514,5.377,266.087
Armenia,4,0,1.012,66.144
Australia,0,2.784,2.314,3.412
Austria,4,1.631,0.111,44.746
Azerbaijan,1,0,0.296,16.471
Bahamas,2,0,0,124.603
Bahrain,3,5.872,0,367.893
Bangladesh,1,0.088,0.194,13.103
Barbados,0,0,0,3.48
Belarus,1,0,0.529,17.038
Belgium,4,2.072,0.086,54.618
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,4,0.208,7.282,73.074
Bosnia and Herzegovina,2,0,2.743,87.478
Botswana,0,0,0,0
Brazil,3,0,3.924,205.933
Brunei,0,0,0,2.286
Bulgaria,1,0.783,1.439,22.739
Burkina Faso,0,0,0,0.239
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,5.425
Canada,1,1.289,0.185,15.526
Cape Verde,2,0.937,0,138.492
Central African Republic,0,0,0,3.52
Chad,0,0,0,0.061
Chile,2,1.425,4.08,92.173
China,0,0,0.001,0.023
Colombia,2,0.466,5.365,162.196
Comoros,1,0,0,24.149
Congo,0,0,0,0
Costa Rica,3,0.489,1.374,226.34
Cote d'Ivoire,0,0.035,0.076,1.782
Croatia,2,1.094,0.731,89.885
Cuba,0,0.517,0.177,7.769
Cyprus,0,2.453,0,3.425
Czechia,4,1.078,0.093,63.405
Democratic Republic of Congo,0,0.002,0,0.123
Denmark,1,6.7,0,31.076
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,2,0.571,3.319,92.368
Ecuador,4,0.136,1.644,51.182
Egypt,0,0,0.176,1.417
El Salvador,1,0.381,1.233,14.801
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,3.102
Estonia,1,1.984,0,19.6
Eswatini,4,0,0,44.821
Ethiopia,0,0.181,0.087,6.994
Fiji,0,0,0,0
Finland,0,3.045,0,7.039
France,2,3.112,0.306,109.692
Gabon,0,0,0,0
Gambia,1,0,0.828,14.069
Georgia,0,0,0,5.014
Germany,1,0,0,17.056
Ghana,0,0.033,0.129,1.77
Greece,1,1.158,0.48,23.122
Grenada,0,0,0,0
Guatemala,4,0.163,0.781,39.854
Guinea,0,0,0.152,7.615
Guinea-Bissau,0,0,0,0
Guyana,1,0,3.814,24.156
Haiti,0,0,0.351,3.771
Honduras,4,0,3.029,63.809
Hong Kong,0,0,0,0
Hungary,1,0.778,0.104,31.158
Iceland,1,1.632,0,20.513
India,4,0.849,0.794,60.392
Indonesia,1,0.149,0.49,13.242
International,0,0,0,0
Iran,1,0.303,1.536,23.74
