country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,3,0,0.411,0
Albania,3,0,1.39,0
Algeria,3,0,0.16,0
Andorra,3,0,0,0
Angola,3,0,0.091,0
Antigua and Barbuda,3,0,0,0
Argentina,2,0,0.774,0
Armenia,0,0,2.025,0
Australia,3,0,0,0
Austria,3,8.105,0.222,1.11
Azerbaijan,2,0,0.789,0
Bahamas,3,0,0,0
Bahrain,0,0,2.351,0
Bangladesh,3,0,0.285,0
Barbados,3,0,0,0
Belarus,3,0,0.529,0
Belgium,3,11.217,0,2.33
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,2,0,4.54,0
Bosnia and Herzegovina,2,0,0.61,0
Botswana,2,0,0,0
Brazil,2,0,2.969,0
Brunei,3,0,0,0
Bulgaria,1,76.996,0.144,4.749
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,3,0,0.291,0
Cape Verde,3,0,0,0
Central African Republic,3,0,0,0
Chad,3,0,0.061,0
Chile,0,0,5.127,0
China,3,0,0,0
Colombia,2,0,3.695,0
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,2,0,0.393,0
Cote d'Ivoire,3,0,0.076,0
Croatia,1,32.154,0.244,0
Cuba,3,0,0,0
Cyprus,3,0,0,0
Czechia,3,5.976,0,1.401
Democratic Republic of Congo,3,0,0,0
Denmark,3,3.108,0,1.036
Djibouti,3,0,0,0
Dominica,3,0,0,0
Dominican Republic,0,0,1.567,0
Ecuador,2,0,0.907,0
Egypt,3,0,0.87,0
El Salvador,2,0,0.925,0
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,3.015,0,1.508
Eswatini,3,0,1.724,0
Ethiopia,3,0,0.026,0
Fiji,3,0,0,0
Finland,3,0,0,0
France,1,107.103,0,7.246
Gabon,3,0,0,0
Gambia,3,0,0,0
Georgia,3,0,0,0
Germany,3,0,0.012,0
Ghana,3,0,0.129,0
Greece,3,0,0,0
Grenada,3,0,0,0
Guatemala,2,0,2.623,0
Guinea,3,0,0,0
Guinea-Bissau,3,0,0,0
Guyana,3,0,0,0
Haiti,3,0,0,0
Honduras,2,0,0.303,0
Hungary,3,13.25,0,0
Iceland,3,0,0,0
India,3,0,0.363,0
Indonesia,3,0,0.26,0
International,3,0,0,0
Iran,3,0,2.31,0
Iraq,2,0,2.362,0
Ireland,3,2.43,0,2.228
Israel,0,0,0.809,0
Italy,3,13.959,0.149,1.125
Jamaica,3,0,0,0
Japan,3,0,0.008,0
Jordan,3,0,0,0
Kazakhstan,3,0,5.912,0
Kenya,3,0,0.019,0
Kosovo,2,0,2.07,0
Kuwait,0,0,0.937,0
Kyrgyzstan,2,0,2.759,0
Laos,3,0,0,0
Latvia,3,1.59,0,0
Lebanon,3,0,0,0
Lesotho,3,0,0.467,0
Liberia,3,0,0.791,0
Libya,3,0,0.146,0
Liechtenstein,3,0,0,0
Lithuania,3,0,0,0
Luxembourg,0,60.705,1.598,6.39
