country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0,0,0
Albania,1,0,3.127,0
Algeria,0,0,0.205,0
Andorra,3,0,0,0
Angola,0,0,0.061,0
Antigua and Barbuda,0,0,0,0
Argentina,1,0,3.053,0
Armenia,3,0,7.424,0
Australia,0,0,0,0
Austria,3,183.98,2.332,32.31
Azerbaijan,1,0,0.986,0
Bahamas,0,0,0,0
Bahrain,1,0,0,0
Bangladesh,0,0,0.109,0
Barbados,0,0,0,0
Belarus,1,0,0.529,0
Belgium,2,588.803,9.664,105.525
Belize,1,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,0,0,0.514,0
Bosnia and Herzegovina,3,0,4.267,0
Botswana,0,0,0,0
Brazil,0,0,0.894,0
Brunei,0,0,0,0
Bulgaria,1,385.698,2.734,24.322
Burkina Faso,0,0,0,0
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0.113,0
Canada,0,0,1.139,0
Cape Verde,1,0,0,0
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,0,0,2.092,0
China,0,0,0,0
Colombia,1,0,3.95,0
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,0,0,0,0
Cote d'Ivoire,0,0,0,0
Croatia,2,267.218,3.897,0
Cuba,0,0,0,0
Cyprus,1,0,0,0
Czechia,2,699.039,16.622,108.6
Democratic Republic of Congo,0,0,0.011,0
Denmark,1,26.933,0.345,3.28
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,0,0,0.369,0
Ecuador,0,0,0.794,0
Egypt,0,0,0.117,0
El Salvador,0,0,0.617,0
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,35.431,0,3.015
Eswatini,0,0,0,0
Ethiopia,0,0,0.078,0
Fiji,0,0,0,0
Finland,0,0,0,0
France,2,367.806,3.539,54.678
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,3,0,7.019,0
Germany,1,0,0.358,0
Ghana,0,0,0,0
Greece,1,0,0.863,0
Grenada,0,0,0,0
Guatemala,0,0,0.502,0
Guinea,0,0,0.076,0
Guinea-Bissau,0,0,0,0
Guyana,0,0,2.543,0
Haiti,0,0,0,0
Honduras,1,0,0.606,0
Hungary,2,435.284,7.143,0
Iceland,1,210.989,0,0
India,0,0,0.359,0
Indonesia,0,0,0.271,0
International,0,0,0,0
Iran,1,0,5.167,0
Iraq,0,0,1.392,0
Ireland,1,65.819,0.405,8.911
Israel,0,0,2.195,0
Italy,2,344.697,3.44,32.07
Jamaica,0,0,0.675,0
Japan,0,0,0.055,0
Jordan,3,0,3.626,0
Kazakhstan,0,0,0.053,0
Kenya,0,0,0.595,0
Kosovo,0,0,0,0
Kuwait,1,0,0.702,0
Kyrgyzstan,0,0,0,0
Laos,0,0,0,0
Latvia,1,118.227,1.59,0
Lebanon,1,0,0.879,0
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,1,0,2.037,0
Liechtenstein,3,0,0,0
Lithuania,3,0,0.367,0
Luxembourg,0,285.953,0,46.328
Madagascar,0,0,0,0
Malawi,0,0,0,0
