country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0,0.925,0
Albania,1,0,0.695,0
Algeria,1,0,0.205,0
Andorra,1,0,0,0
Angola,1,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,0,0,0.752,0
Armenia,2,0,3.712,0
Australia,1,0,0,0
Austria,1,6.662,0.555,1.221
Azerbaijan,0,0,0.592,0
Bahamas,1,0,0,0
Bahrain,2,0,1.175,0
Bangladesh,1,0,0.237,0
Barbados,1,0,0,0
Belarus,0,0,0.529,0
Belgium,1,22.089,0.345,3.279
Belize,1,0,0,0
Benin,1,0,0.082,0
Bhutan,1,0,0,0
Bolivia,0,0,3.17,0
Bosnia and Herzegovina,1,0,0.61,0
Botswana,1,0,0,0
Brazil,2,0,5.368,0
Brunei,1,0,0,0
Bulgaria,3,55.264,0.288,2.303
Burkina Faso,1,0,0,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,1,0,0.609,0
Cape Verde,1,0,0,0
Central African Republic,1,0,0.414,0
Chad,1,0,0,0
Chile,2,0,8.998,0
China,1,0,0.001,0
Colombia,0,0,3.203,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,1,0,0,0
Cote d'Ivoire,1,0,0.076,0
Croatia,1,10.231,0,0
Cuba,1,0,0,0
Cyprus,1,0,0,0
Czechia,1,6.256,0.187,1.121
Democratic Republic of Congo,1,0,0,0
Denmark,1,6.215,0,1.554
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,0,0,0.645,0
Ecuador,0,0,3.911,0
Egypt,1,0,0.811,0
El Salvador,1,0,1.079,0
Equatorial Guinea,2,0,0,0
Eritrea,1,0,0,0
Estonia,1,3.769,0,0.754
Eswatini,1,0,0.862,0
Ethiopia,1,0,0.026,0
Fiji,1,0,0,0
Finland,1,0,0,0
France,3,139.352,0.322,9.544
Gabon,0,0,0.449,0
Gambia,1,0,0,0
Georgia,1,0,0,0
Germany,1,0,0.143,0
Ghana,1,0,0,0
Greece,1,0,0.096,0
Grenada,1,0,0,0
Guatemala,0,0,1.228,0
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,0
Haiti,1,0,0.351,0
Honduras,0,0,0.909,0
Hungary,1,18.84,0.104,0
Iceland,1,0,0,0
India,1,0,0.295,0
Indonesia,1,0,0.172,0
International,1,0,0,0
Iran,1,0,1.595,0
Iraq,0,0,2.66,0
Ireland,1,6.076,0.203,2.43
Israel,0,0,0.462,0
Italy,1,26.761,0.562,1.704
Jamaica,1,0,0,0
Japan,1,0,0.032,0
Jordan,1,0,0,0
Kazakhstan,1,0,0.213,0
Kenya,1,0,0.037,0
Kosovo,0,0,1.035,0
Kuwait,2,0,0.468,0
Kyrgyzstan,0,0,0,0
Laos,1,0,0,0
Latvia,1,4.241,0,0
Lebanon,1,0,0,0
Lesotho,1,0,0,0
Liberia,1,0,0,0
Libya,1,0,0,0
Liechtenstein,1,0,0,0
Lithuania,1,0,0,0
Luxembourg,1,20.768,0,1.598
Madagascar,1,0,0,0
Malawi,1,0,0.052,0
Malaysia,1,0,0,0
Maldives,1,0,0,0
Mali,1,0,0.049,0
Malta,1,2.265,0,2.265
