country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,1.028,1.41,0
Albania,6,3.127,0.85,0
Algeria,6,2.144,1.04,0
Andorra,0,245.907,0.79,0
Angola,6,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,6,1.77,1.33,0
Armenia,2,13.499,1.08,0
Australia,1,3.843,0.58,0
Austria,3,33.532,0.66,29.535
Azerbaijan,6,10.257,1.4,0
Bahamas,2,2.543,0,0
Bahrain,3,37.612,1.36,0
Bangladesh,6,0.68,2.75,0
Barbados,6,10.439,0,0
Belarus,2,44.448,2.24,0
Belgium,5,136.329,1.25,110.271
Belize,1,2.515,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,6,4.626,1.35,0
Bosnia and Herzegovina,6,16.459,1.17,0
Botswana,6,2.977,0,0
Brazil,1,9.042,1.72,0
Brunei,4,0,0.15,0
Bulgaria,1,3.598,1.09,4.605
Burkina Faso,6,1.387,0.96,0
Burundi,2,0,0,0
Cambodia,1,0.12,0.12,0
Cameroon,1,0,1.28,0
Canada,3,40.088,1.44,0
Cape Verde,1,0,0,0
Central African Republic,1,0,0,0
Chad,4,0.061,0,0
Chile,3,22.285,1.47,0
China,4,0.051,0.96,0
Colombia,6,3.321,1.46,0
Comoros,2,0,0,0
Congo,6,2.718,0,0
Costa Rica,1,7.263,0.92,0
Cote d'Ivoire,1,2.275,1.29,0
Croatia,6,15.59,1.02,0
Cuba,1,5.121,1.49,0
Cyprus,3,43.384,1.02,0
Czechia,3,23.999,0.91,8.964
Democratic Republic of Congo,1,0,1.12,0
Denmark,3,40.226,1.13,20.718
Djibouti,6,0,1.49,0
Dominica,1,0,0,0
Dominican Republic,3,21.94,1.49,0
Ecuador,3,29.19,1.72,0
Egypt,6,1.358,1.45,0
El Salvador,6,1.542,0,0
Equatorial Guinea,2,0,0,0
Eritrea,6,0,0,0
Estonia,1,16.585,0.93,6.785
Eswatini,6,0,0,0
Ethiopia,1,0.009,0,0
Fiji,6,0,0,0
Finland,3,21.297,1.21,14.8
France,5,66.015,1.44,106.276
Gabon,1,4.493,0,0
Gambia,1,0,0,0
Georgia,6,1.755,0.98,0
Germany,3,58.305,0.96,0
Ghana,6,2.092,1.42,0
Greece,6,6.812,0.94,0
Grenada,2,0,0,0
Guatemala,6,0.447,0,0
Guinea,1,2.284,1.14,0
Guinea-Bissau,2,1.524,0,0
Guyana,6,0,0,0
Haiti,6,0.263,0,0
Honduras,6,3.13,1.25,0
Hungary,1,8.799,1.58,0
Iceland,5,93.773,0.63,32.234
India,6,0.586,1.83,0
Indonesia,4,1.232,1.5,0
International,2,0,0,0
Iran,4,19.454,0.76,0
Iraq,6,0.746,0.99,0
Ireland,5,101.26,1.56,30.58
Israel,3,39.628,0.94,0
Italy,5,69.531,0.91,59.624
Jamaica,1,0,0,0
Japan,4,4.697,1.69,0
Jordan,6,1.372,0.7,0
