country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,1.336,1.41,0
Albania,6,4.517,0.96,0
Algeria,4,2.03,0.98,0
Andorra,3,478.871,0.75,0
Angola,4,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,4,3.695,1.3,0
Armenia,1,15.524,1.1,0
Australia,6,0.471,0.47,0
Austria,5,15.433,0.56,26.981
Azerbaijan,4,3.945,1.02,0
Bahamas,1,0,0,0
Bahrain,2,56.418,1.37,0
Bangladesh,4,0.844,2.54,0
Barbados,4,10.439,0,0
Belarus,1,37.251,2.02,0
Belgium,2,140.557,1.15,106.475
Belize,6,2.515,0,0
Benin,6,0,0,0
Bhutan,6,0,0,0
Bolivia,6,2.142,1.37,0
Bosnia and Herzegovina,5,19.203,1.17,0
Botswana,4,0,0,0
Brazil,6,6.892,1.64,0
Brunei,0,0,0.15,0
Bulgaria,6,2.015,1.12,5.181
Burkina Faso,6,0.622,0.96,0
Burundi,1,0,0,0
Cambodia,6,0.12,0.11,0
Cameroon,6,0,1.28,0
Canada,5,26.045,1.34,0
Cape Verde,6,0,0,0
Central African Republic,6,0,0,0
Chad,0,0.426,0,0
Chile,6,14.961,1.4,0
China,0,0.083,1.03,0
Colombia,4,1.317,1.34,0
Comoros,1,0,0,0
Congo,4,0,0,0
Costa Rica,6,3.533,0.87,0
Cote d'Ivoire,6,1.554,1.27,0
Croatia,4,16.077,0.92,0
Cuba,6,4.326,1.33,0
Cyprus,5,19.409,0.91,0
Czechia,6,14.941,0.76,9.338
Democratic Republic of Congo,6,0.123,1.12,0
Denmark,5,30.731,1.07,17.955
Djibouti,5,27.328,1.65,0
Dominica,6,0,0,0
Dominican Republic,5,19.174,1.41,0
Ecuador,4,11.846,1.45,0
Egypt,6,1.231,1.38,0
El Salvador,4,1.079,1.16,0
Equatorial Guinea,1,2.138,0,0
Eritrea,4,0,0,0
Estonia,6,3.769,0.86,6.785
Eswatini,4,1.724,0,0
Ethiopia,6,0.017,0,0
Fiji,4,0,0,0
Finland,6,12.453,1.14,13.897
France,3,411.331,1.4,102.859
Gabon,6,1.348,0,0
Gambia,6,0,0,0
Georgia,4,3.76,1.15,0
Germany,5,35.162,0.85,0
Ghana,4,5.085,1.43,0
Greece,6,3.166,0.89,0
Grenada,1,0,0,0
Guatemala,4,1.005,1.24,0
Guinea,6,0,1.14,0
Guinea-Bissau,1,0,0,0
Guyana,4,0,0,0
Haiti,4,0,0,0
Honduras,4,0.101,1.25,0
Hungary,6,10.352,1.37,0
Iceland,2,35.165,0.49,26.374
India,4,0.55,1.72,0
Indonesia,6,1.459,1.44,0
International,1,0,0,0
Iran,0,19.728,0.78,0
Iraq,4,0.845,0.81,0
Ireland,2,147.232,1.46,29.973
Israel,2,63.774,0.91,0
Italy,2,67.679,0.89,55.291
Jamaica,6,1.351,0,0
Japan,0,4.127,1.4,0
Jordan,4,0.784,0.67,0
Kazakhstan,4,4.58,1.48,0
Kenya,4,0.112,0.87,0
Kosovo,5,17.074,1.27,0
Kuwait,5,18.733,1.41,0
Kyrgyzstan,4,5.824,1.21,0
Laos,4,0.137,0,0
Latvia,6,11.133,0.91,0
Lebanon,6,1.612,0.98,0
Lesotho,4,0,0,0
Liberia,4,0.395,0,0
Libya,4,0.146,0,0
Liechtenstein,1,0,0,0
Lithuania,4,9.918,0.94,0
Luxembourg,2,17.573,0.72,49.523
Madagascar,4,0.144,0.53,0
Malawi,0,0.052,0,0
Malaysia,6,4.727,0.93,0
Maldives,1,1.85,0,0
Mali,6,0.889,0,0
Malta,1,18.118,0.9,9.059
Marshall Islands,1,0,0,0
Mauritania,6,0,0,0
Mauritius,6,3.932,0.49,0
Mexico,6,3.428,1.61,0
Moldova,5,25.285,1.36,0
Monaco,5,25.482,0,0
Mongolia,6,0,0,0
Montenegro,1,14.33,0.58,0
Morocco,4,3.143,1.39,0
Mozambique,0,0.032,0,0
Myanmar,6,0.055,0,0
Namibia,6,0,0,0
Nepal,4,0.103,0,0
Netherlands,2,68.574,1.07,72.134
New Zealand,4,3.733,0.64,0
Nicaragua,1,0.151,0,0
Niger,0,1.57,0.97,0
Nigeria,6,0.024,1.39,0
North Macedonia,1,32.639,1.24,0
Norway,5,21.397,0.74,0
Oman,4,10.379,1.31,0
Pakistan,4,1.204,1.44,0
Palestine,4,0.588,0.44,0
Panama,2,60.258,1.31,0
Papua New Guinea,6,0,0,0
Paraguay,4,0.14,0.96,0
Peru,5,20.351,1.79,0
Philippines,4,2.008,1.14,0
Poland,6,8.402,1.16,0
Portugal,2,58.646,1.02,22.36
