country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,3.211,1.04,0
Albania,5,55.251,0.98,0
Algeria,3,4.629,0.81,0
Andorra,6,0,1.49,0
Angola,3,2.738,1.13,0
Antigua and Barbuda,0,0,0,0
Argentina,4,186.544,1.05,0
Armenia,4,93.479,1.23,0
Australia,3,0.549,0.54,0
Austria,5,68.951,1.18,7.55
Azerbaijan,3,14.4,0.95,0
Bahamas,1,256.835,1.22,0
Bahrain,1,317.352,0.99,0
Bangladesh,3,9.387,0.91,0
Barbados,2,13.919,0.65,0
Belarus,0,22.541,1.17,0
Belgium,4,133.482,1.4,6.644
Belize,5,52.814,1.15,0
Benin,6,0,0.94,0
Bhutan,3,2.592,0.79,0
Bolivia,3,17.648,0.82,0
Bosnia and Herzegovina,5,64.313,1.16,0
Botswana,6,0,0.76,0
Brazil,5,77.103,0.95,0
Brunei,2,0,0,0
Bulgaria,2,6.332,1.14,5.037
Burkina Faso,2,1.435,0.99,0
Burundi,0,0,0.73,0
Cambodia,2,0,0.25,0
Cameroon,6,0,0.97,0
Canada,5,30.284,1.3,0
Cape Verde,4,127.701,1.07,0
Central African Republic,6,0,0.56,0
Chad,3,0.122,1.01,0
Chile,5,83.699,0.98,0
China,3,0.024,0.94,0
Colombia,4,131.243,0.95,0
Comoros,0,0,0.65,0
Congo,6,0,0.56,0
Costa Rica,6,0,1.05,0
Cote d'Ivoire,2,1.933,0.92,0
Croatia,5,47.987,0.88,0
Cuba,3,3.178,0.98,0
Cyprus,6,11.417,1.49,0
Czechia,5,91.885,1.35,10.272
Democratic Republic of Congo,6,0.301,1.06,0
Denmark,5,81.489,1.28,1.554
Djibouti,6,0,1.03,0
Dominica,2,0,0,0
Dominican Republic,5,54.296,0.94,0
Ecuador,5,45.287,1.09,0
Egypt,6,1.124,0.9,0
El Salvador,3,19.272,1.06,0
Equatorial Guinea,0,0,0.46,0
Eritrea,3,0,0.27,0
Estonia,2,36.938,1.29,3.769
Eswatini,3,20.687,0.84,0
Ethiopia,3,5.993,0.91,0
Fiji,6,0,0,0
Finland,2,10.468,1.35,0
France,6,0,1.29,12.777
Gabon,6,0,1.04,0
Gambia,3,9.103,0.67,0
Georgia,5,49.133,1.56,0
Germany,6,12.329,1.13,0
Ghana,2,4.087,1.01,0
Greece,6,15.734,1.14,0
Grenada,0,0,0,0
Guatemala,3,16.299,1,0
Guinea,6,2.97,1.08,0
Guinea-Bissau,0,0,0.48,0
Guyana,4,128.407,1.14,0
Haiti,0,1.666,0.92,0
Honduras,5,47.756,1.03,0
Hong Kong,6,0,0,0
Hungary,4,110.762,1.32,0
Iceland,2,0,2.18,0
India,5,63.015,1,0
Indonesia,3,14.584,1.11,0
International,0,0,0,0
Iran,5,36.872,1.21,0
Iraq,5,85.475,0.99,0
Ireland,5,79.995,1.28,3.24
Israel,1,297.959,1.22,0
Italy,2,26.248,1.09,3.672
Jamaica,5,77.672,1.16,0
Japan,2,3.795,0.89,0
Jordan,3,23.424,1.69,0
Kazakhstan,3,17.841,0.84,0
Kenya,3,2.827,0.99,0
Kosovo,5,31.561,0.89,0
Kuwait,5,90.152,0.86,0
Kyrgyzstan,3,0,1.07,0
Laos,2,0,0,0
Latvia,2,5.302,1.46,0
Lebanon,4,147.39,1.17,0
Lesotho,3,15.871,0.96,0
Liberia,6,0,0.96,0
Libya,4,104.056,1.12,0
Liechtenstein,0,0,0.78,0
Lithuania,2,29.387,1.35,0
Luxembourg,2,0,1.31,1.598
Madagascar,6,1.192,0.79,0
Malawi,6,0.68,0.83,0
Malaysia,6,1.607,1.49,0
Maldives,4,138.75,0.9,0
Mali,2,0.346,1.1,0
Malta,5,72.474,1.01,0
Marshall Islands,0,0,0,0
Mauritania,0,0.645,0.86,0
Mauritius,0,0,0.38,0
Mexico,3,27.472,1.01,0
Moldova,5,64.453,1.1,0
Monaco,0,25.482,1,0
Mongolia,6,0,0.37,0
Montenegro,1,1136.83,1.61,0
Morocco,5,52.207,1.09,0
Mozambique,6,7.487,1.1,0
Myanmar,3,9.961,1.63,0
Namibia,5,33.453,0.87,0
Nepal,5,45.475,1.13,0
Netherlands,4,114.153,1.4,5.661
New Zealand,2,0,0.81,0
Nicaragua,0,0,0.47,0
Niger,0,0.207,0.89,0
Nigeria,6,0.471,0.92,0
North Macedonia,5,85.438,1.12,0
Norway,2,7.194,1.07,0
Oman,1,337.209,1.16,0
Pakistan,2,2.866,1.09,0
Palestine,4,133.884,0.9,0
Panama,4,139.521,0.97,0
Papua New Guinea,6,0.112,0.7,0
Paraguay,5,70.802,1.06,0
Peru,4,195.712,0.94,0
Philippines,3,29.96,0.92,0
Poland,2,24.044,1.31,0
