country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,4.47,0.79,0
Albania,3,28.494,1.07,0
Algeria,4,12.2,1.15,0
Andorra,1,0,0.83,0
Angola,4,0.548,1.15,0
Antigua and Barbuda,2,0,0,0
Argentina,0,93.615,1.2,0
Armenia,0,140.05,0.86,0
Australia,3,10.471,1.39,0
Austria,1,9.105,1.13,1.554
Azerbaijan,6,38.267,0.85,0
Bahamas,2,38.144,3.04,0
Bahrain,5,245.654,1,0
Bangladesh,4,14.931,0.92,0
Barbados,1,3.48,0.37,0
Belarus,2,15.028,0.78,0
Belgium,1,0,1.44,2.675
Belize,4,0,0,0
Benin,1,0,0.96,0
Bhutan,4,2.592,0,0
Bolivia,0,123.704,1.09,0
Bosnia and Herzegovina,6,54.56,1.17,0
Botswana,1,0,0.86,0
Brazil,0,110.694,1.05,0
Brunei,1,0,0,0
Bulgaria,1,13.672,1.11,4.893
Burkina Faso,1,0.239,0.98,0
Burundi,2,0,0.66,0
Cambodia,1,0,0.36,0
Cameroon,1,0,1,0
Canada,4,7.763,1.11,0
Cape Verde,6,55.757,1.09,0
Central African Republic,1,0,0.68,0
Chad,4,0,0.8,0
Chile,0,109.017,0.86,0
China,4,0.059,1.7,0
Colombia,0,129.277,1.24,0
Comoros,2,6.9,0.69,0
Congo,4,0,0.71,0
Costa Rica,0,110.52,1.28,0
Cote d'Ivoire,3,7.847,0.95,0
Croatia,3,22.41,1.03,0
Cuba,4,0.088,0.94,0
Cyprus,1,1.142,1.32,0
Czechia,1,8.404,1.22,1.774
Democratic Republic of Congo,4,0.882,1.06,0
Denmark,1,0.518,1.25,0.518
Djibouti,1,8.097,0.67,0
Dominica,1,0,0,0
Dominican Republic,0,123.157,1.13,0
Ecuador,6,35.765,1.06,0
Egypt,3,5.892,0.75,0
El Salvador,6,52.111,1.11,0
Equatorial Guinea,2,0,0.26,0
Eritrea,4,0,0.29,0
Estonia,2,0,1.06,1.508
Eswatini,6,55.165,1.21,0
Ethiopia,4,3.097,1.7,0
