country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,0,0,0
Albania,6,0,0,0
Algeria,6,0.114,0,0
Andorra,4,0,0,0
Angola,6,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,0,0.022,0,0
Armenia,4,0,0,0
Australia,3,0.196,0,0
Austria,0,1.554,0,0
Azerbaijan,3,0,0,0
Bahamas,4,0,0,0
Bahrain,3,2.938,0,0
Bangladesh,0,0,0,0
Barbados,0,0,0,0
Belarus,4,0,0,0
Belgium,0,5.091,0,0
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,3,1.296,0,0
Bolivia,2,0,0,0
Bosnia and Herzegovina,0,0,0,0
Botswana,0,0,0,0
Brazil,0,0.042,0,0
Brunei,3,0,0,0
Bulgaria,3,0,0,0
Burkina Faso,4,0,0,0
Burundi,0,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0.038,0,0
Canada,4,0.318,0,0
Cape Verde,3,0,0,0
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,4,0,0,0
China,2,0.106,0.24,0
Colombia,0,0.02,0,0
Comoros,4,0,0,0
Congo,6,0,0,0
Costa Rica,0,0.196,0,0
Cote d'Ivoire,4,0,0,0
Croatia,0,0.244,0,0
Cuba,0,0,0,0
Cyprus,0,0,0,0
Czechia,3,0.56,0,0
Democratic Republic of Congo,6,0,0,0
Denmark,3,2.244,0,0
Djibouti,4,0,0,0
Dominica,4,0,0,0
Dominican Republic,0,0.092,0,0
Ecuador,6,0,0,0
Egypt,4,0.117,0,0
El Salvador,3,0,0,0
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,1,5.277,0,0
Eswatini,0,0,0,0
Ethiopia,4,0,0,0
Fiji,3,0,0,0
Finland,3,0.541,0,0
France,2,4.228,2.58,0.597
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,2,0,0,0
Germany,3,2.244,3.01,0
Ghana,4,0,0,0
Greece,3,1.343,0,0
Grenada,4,0,0,0
Guatemala,3,0,0,0
Guinea,0,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,0,0,0,0
Haiti,6,0,0,0
Honduras,0,0,0,0
Hungary,0,0,0,0
Iceland,5,26.374,0,0
India,3,0.001,0,0
Indonesia,3,0.007,0,0
International,4,0,0,0
Iran,2,14.692,2.88,0
Iraq,2,0.124,0,0
Ireland,0,2.43,0,0
Israel,3,1.849,0,0
Italy,2,12.868,2.55,7.641
Jamaica,3,0,0,0
Japan,2,0.435,1.63,0
Jordan,0,0,0,0
Kazakhstan,6,0,0,0
Kenya,0,0,0,0
Kosovo,4,0,0,0
Kuwait,3,0,0,0
Kyrgyzstan,3,0,0,0
Laos,4,0,0,0
Latvia,6,0,0,0
Lebanon,3,0.879,0,0
Lesotho,0,0,0,0
Liberia,6,0,0,0
Libya,6,0,0,0
Liechtenstein,4,0,0,0
Lithuania,0,0,0,0
Luxembourg,0,1.598,0,0
Madagascar,4,0,0,0
Malawi,6,0,0,0
Malaysia,3,1.02,0,0
Maldives,4,0,0,0
Mali,4,0,0,0
Malta,4,0,0,0
Marshall Islands,4,0,0,0
Mauritania,6,0,0,0
Mauritius,4,0,0,0
Mexico,4,0.008,0,0
Moldova,6,0,0,0
Monaco,3,0,0,0
Mongolia,2,0,0,0
Montenegro,4,0,0,0
Morocco,6,0,0,0
Mozambique,6,0,0,0
Myanmar,4,0,0,0
Namibia,4,0,0,0
Nepal,3,0,0,0
Netherlands,1,2.685,0,1.284
New Zealand,3,0.207,0,0
Nicaragua,6,0,0,0
Niger,4,0,0,0
Nigeria,0,0,0,0
North Macedonia,4,0.96,0,0
Norway,0,3.874,0,0
Oman,3,0,0,0
Pakistan,3,0,0,0
Palestine,2,0.588,0,0
Panama,6,0,0,0
Papua New Guinea,0,0,0,0
Paraguay,6,0,0,0
Peru,0,0.03,0,0
Philippines,3,0.018,0,0
Poland,0,0.106,0,0
Portugal,0,0.49,0,0
Qatar,0,0,0,0
Romania,0,0.156,0,0
Russia,3,0.062,0,0
Rwanda,0,0,0,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,3,0,0,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,0,0,0,0
Senegal,4,0,0,0
Serbia,0,0.147,0,0
Seychelles,0,0,0,0
Sierra Leone,4,0,0,0
Singapore,3,2.222,0.87,0
Slovakia,0,0.183,0,0
Slovenia,0,2.405,0,0
Solomon Islands,6,0,0,0
Somalia,4,0,0,0
South Africa,0,0,0,0
South Korea,2,9.85,1.04,0
South Sudan,6,0,0,0
Spain,0,3.016,2.56,0
Sri Lanka,0,0,0,0
Sudan,6,0,0,0
Suriname,4,0,0,0
Sweden,1,5.842,0,0
Switzerland,3,11.555,2.87,0
Syria,4,0,0,0
Taiwan,3,0.042,0,0
Tajikistan,0,0,0,0
Tanzania,4,0,0,0
