country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,11.817,0.87,0
Albania,6,27.104,1.24,0
Algeria,6,4.492,1.47,0
Andorra,5,0,0.36,0
Angola,3,0.456,1.13,0
Antigua and Barbuda,0,398.252,0,0
Argentina,2,57.66,1.28,0
Armenia,0,260.189,1.08,0
Australia,5,1.451,1.77,0
Austria,5,3.109,1.27,1.221
Azerbaijan,2,53.949,1.23,0
Bahamas,4,0,0.07,0
Bahrain,0,300.309,1.07,0
Bangladesh,6,23.96,1.08,0
Barbados,6,0,0,0
Belarus,1,46.247,0.75,0
Belgium,5,9.405,0.98,3.279
Belize,3,0,0,0
Benin,5,9.486,0.97,0
Bhutan,3,0,0,0
Bolivia,2,87.038,1.19,0
Bosnia and Herzegovina,6,36.576,1.18,0
Botswana,5,0,0,0
Brazil,0,185.75,1.14,0
Brunei,5,0,0,0
Bulgaria,5,23.89,1.3,2.303
Burkina Faso,5,0.718,0.97,0
Burundi,4,0,0.64,0
Cambodia,5,0,0.16,0
Cameroon,6,0,1.04,0
Canada,6,9.962,0.84,0
Cape Verde,3,7.194,1.1,0
Central African Republic,6,30.022,0.89,0
Chad,6,0.183,0.76,0
Chile,0,243.144,0.89,0
China,3,0.019,1.04,0
Colombia,2,68.51,1.27,0
Comoros,4,8.05,0.72,0
Congo,3,0,0.72,0
Costa Rica,6,33.176,1.49,0
Cote d'Ivoire,6,6.445,1.11,0
Croatia,6,23.141,3.15,0
Cuba,3,0.177,0.6,0
Cyprus,5,1.142,0.94,0
Czechia,5,8.684,1.52,1.121
Democratic Republic of Congo,3,2.211,1.08,0
Denmark,6,3.626,0.98,1.554
Djibouti,6,5.061,0.62,0
Dominica,3,0,0,0
Dominican Republic,2,47.014,1.19,0
Ecuador,2,85.756,1.22,0
Egypt,6,15.332,0.99,0
El Salvador,3,28.676,1.15,0
Equatorial Guinea,0,240.202,0.26,0
Eritrea,3,0,0.43,0
Estonia,5,0.754,0.59,0.754
Eswatini,3,13.791,1.23,0
Ethiopia,3,1.226,0.95,0
Fiji,6,0,0,0
Finland,5,0.902,0.82,0
France,5,0,1.08,9.544
Gabon,2,58.857,1.08,0
Gambia,3,0.414,0,0
Georgia,5,0.752,0.66,0
Germany,6,5.968,1.06,0
Ghana,6,14.804,1.18,0
Greece,5,1.055,1.14,0
Grenada,4,0,0,0
Guatemala,2,44.654,1.22,0
Guinea,3,0,1.1,0
Guinea-Bissau,4,0,0.78,0
Guyana,3,7.628,0.84,0
Haiti,3,9.998,1,0
Honduras,2,80.266,1.21,0
Hungary,5,0.932,0.91,0
Iceland,5,2.93,1.28,0
India,3,12.533,1.23,0
Indonesia,6,4.307,1.12,0
International,4,0,0,0
Iran,5,30.895,1.04,0
Iraq,2,60.588,1.29,0
Ireland,3,1.823,0.79,2.43
Israel,2,59.615,1.56,0
Italy,5,4.896,1.01,1.704
Jamaica,6,2.026,1.12,0
Japan,5,0.727,1.42,0
Jordan,5,1.47,0.92,0
Kazakhstan,6,24.765,1.1,0
Kenya,3,3.31,1.24,0
Kosovo,2,49.152,1.35,0
Kuwait,0,212.852,1.19,0
Kyrgyzstan,6,38.319,1.55,0
Laos,5,0,0,0
Latvia,5,0,1,0
Lebanon,3,2.637,1.2,0
Lesotho,5,0,0,0
Liberia,3,3.757,1.01,0
Libya,3,4.075,1.24,0
Liechtenstein,4,0,0,0
Lithuania,5,0.735,0.86,0
Luxembourg,5,17.573,1.71,1.598
Madagascar,3,1.517,1.37,0
Malawi,6,0.993,1.28,0
Malaysia,5,0.124,0.57,0
Maldives,1,29.6,1.03,0
Mali,5,1.679,1.03,0
Malta,4,6.794,0.62,2.265
Marshall Islands,4,0,0,0
Mauritania,2,47.315,1.1,0
Mauritius,5,0,0.11,0
Mexico,2,47.343,1.11,0
Moldova,2,92.961,1.02,0
Monaco,4,0,0.13,0
Mongolia,3,0.915,0.66,0
Montenegro,1,39.805,2.39,0
Morocco,6,11.677,1.5,0
Mozambique,3,0.832,1.11,0
Myanmar,3,0,0.71,0
Namibia,6,10.233,0,0
Nepal,3,14.895,1.12,0
Netherlands,6,6.42,0.75,3.327
New Zealand,5,0.207,1.38,0
Nicaragua,4,0,0.24,0
Niger,5,0.207,0.74,0
Nigeria,3,2.882,1.09,0
North Macedonia,1,71.998,1.06,0
Norway,5,0,1.02,0
Oman,0,267.496,1.13,0
Pakistan,6,12.563,0.92,0
Palestine,3,10.585,2.06,0
Panama,0,233.385,1.18,0
Papua New Guinea,5,0,0,0
Paraguay,3,5.748,1.67,0
Peru,2,118.677,1.02,0
Philippines,3,7.063,1.22,0
Poland,5,7.874,0.88,0
Portugal,6,30.5,1.04,6.571
Qatar,0,367.92,0.86,0
Romania,5,23.911,1.2,10.344
Russia,2,48.686,0.91,0
Rwanda,3,1.544,1.24,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,5,0,0.31,0
Sao Tome and Principe,4,4.563,0.48,0
Saudi Arabia,2,96.858,1.03,0
Senegal,6,6.211,1.01,0
Serbia,5,20.133,1.49,0
Seychelles,5,0,0,0
Sierra Leone,5,0,0.97,0
Singapore,6,19.315,0.78,0
Slovakia,5,4.213,1.48,0
Slovenia,5,2.886,1.74,0.962
Solomon Islands,5,0,0,0
Somalia,5,2.706,0.78,0
South Africa,2,110.928,1.41,0
South Korea,5,0.761,0.96,0
South Sudan,3,0,0.78,0
Spain,5,8.555,1.09,0
Sri Lanka,5,0.42,0.92,0
Sudan,3,2.167,1.05,0
Suriname,6,27.274,1.18,0
Sweden,2,126.841,1.02,0
Switzerland,5,6.008,1.41,0
Syria,3,0.629,1.27,0
Taiwan,5,0.042,0.3,0
Tajikistan,6,6.396,0.89,0
Tanzania,5,0,0,0
Thailand,6,0,0.96,0
Timor,5,0,0,0
Togo,5,0.604,1.04,0
Trinidad and Tobago,6,0,0.04,0
Tunisia,5,0.169,1,0
Turkey,6,17.287,1.11,0
Uganda,3,0.35,0.95,0
Ukraine,5,22.911,1.15,0
United Arab Emirates,2,43.477,0.97,0
United Kingdom,6,10.267,0.78,4.066
United States,2,121.92,1.29,16.072
Uruguay,5,1.439,1.08,0
Uzbekistan,6,5.587,1.31,0
Vanuatu,6,0,0,0
Vatican,4,0,0,0
Venezuela,3,6.928,1.35,0
Vietnam,5,0,0.56,0
Yemen,6,2.045,1,0
Zambia,5,0.435,0.9,0
Zimbabwe,3,1.413,1.19,0
