country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,2.106,1.21,0
Albania,3,104.594,1.27,0
Algeria,4,4.857,1.24,0
Andorra,4,0,1.28,0
Angola,4,6.694,1.11,0
Antigua and Barbuda,2,0,0.3,0
Argentina,1,361.472,1.01,0
Armenia,1,416.437,1.44,0
Australia,4,1.49,0.99,0
Austria,0,169.213,1.4,16.1
Azerbaijan,6,57.598,1.62,0
Bahamas,1,381.439,1.08,0
Bahrain,0,181.596,0.89,0
Bangladesh,4,8.379,1.02,0
Barbados,5,0,0.85,0
Belarus,6,65.507,1.23,0
Belgium,1,835.144,1.45,41.934
Belize,3,133.293,1.15,0
Benin,5,0,0.94,0
Bhutan,4,1.296,0.83,0
Bolivia,4,12.593,0.79,0
Bosnia and Herzegovina,0,221.896,1.17,0
Botswana,4,0,0.75,0
Brazil,3,109.273,0.99,0
Brunei,5,0,0,0
Bulgaria,0,192.273,1.55,13.384
Burkina Faso,5,0.909,0.99,0
Burundi,2,0.084,0.78,0
Cambodia,5,0.06,0.72,0
Cameroon,5,2.411,0.91,0
Canada,6,59.297,1.15,0
Cape Verde,0,181.659,1.06,0
Central African Republic,5,0.414,0.6,0
Chad,4,0.548,0.99,0
Chile,6,61.362,0.96,0
China,4,0.011,1.06,0
Colombia,3,162.255,1.05,0
Comoros,2,2.3,0.64,0
Congo,5,0,0.58,0
Costa Rica,3,166.27,1,0
Cote d'Ivoire,5,0.682,0.93,0
Croatia,0,216.795,1.64,0
Cuba,4,4.15,1.24,0
Cyprus,0,173.536,1.61,0
Czechia,1,1119.061,1.43,61.35
Democratic Republic of Congo,5,0.156,1.1,0
Denmark,3,91.848,1.19,2.59
Djibouti,6,30.364,1.7,0
Dominica,5,0,0,0
Dominican Republic,4,28.208,0.97,0
Ecuador,6,39.222,1.06,0
Egypt,4,1.544,1.11,0
El Salvador,6,47.64,1.11,0
Equatorial Guinea,2,2.851,0.51,0
Eritrea,4,0,0.41,0
Estonia,5,31.661,1.18,2.262
Eswatini,5,10.343,0.88,0
Ethiopia,4,5.48,0.89,0
Fiji,5,0,0,0
Finland,6,53.062,1.14,0
France,0,316.744,1.31,33.214
Gabon,4,0,1.08,0
Gambia,4,2.483,0.68,0
Georgia,0,299.31,1.56,0
Germany,3,101.726,1.47,0
Ghana,5,2.864,1.12,0
Greece,6,63.993,1.33,0
Grenada,2,0,0,0
Guatemala,6,34.607,1,0
Guinea,5,1.523,1.09,0
Guinea-Bissau,2,0,0.4,0
Guyana,6,39.412,0.99,0
Haiti,5,0,0.89,0
Honduras,3,85.92,1.02,0
Hong Kong,5,0,0,0
Hungary,3,102.377,1.27,0
Iceland,0,269.597,0.96,0
India,6,39.162,0.89,0
Indonesia,5,13.169,0.97,0
International,2,0,0,0
Iran,6,59.993,1.19,0
Iraq,3,97.458,1.01,0
Ireland,0,255.782,1.16,6.886
Israel,3,137.831,0.52,0
Italy,0,179.799,1.64,14.389
Jamaica,4,17.898,0.89,0
Japan,5,3.851,1.04,0
Jordan,0,199.448,1.31,0
Kazakhstan,4,6.923,1.32,0
Kenya,4,10.619,1.37,0
Kosovo,6,67.261,1.43,0
Kuwait,0,207.467,1.14,0
Kyrgyzstan,6,58.858,1.26,0
Laos,5,0,0,0
Latvia,6,60.969,1.39,0
Lebanon,0,203.943,1.11,0
Lesotho,6,39.678,0.82,0
Liberia,4,0.593,1.01,0
Libya,3,139.275,1.07,0
Liechtenstein,0,288.434,1.74,0
Lithuania,6,74.202,1.48,0
Luxembourg,1,369.024,1.63,11.183
Madagascar,5,0,0.4,0
Malawi,5,0.052,0.92,0
Malaysia,4,26.633,1.36,0
Maldives,6,72.15,0.93,0
Mali,5,0.198,1.12,0
Malta,0,303.484,1.25,0
Marshall Islands,2,0,0,0
Mauritania,2,2.796,1.1,0
Mauritius,2,0,0.82,0
Mexico,6,44.892,1.03,0
Moldova,3,162.619,1,0
Monaco,6,76.445,1.41,0
Mongolia,5,0.305,0.64,0
Montenegro,0,210.17,0.84,0
Morocco,3,88.159,1.12,0
Mozambique,4,3.519,1.07,0
