country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,13.923,1.28,0
Albania,5,4.17,1.08,0
Algeria,5,4.333,1.04,0
Andorra,6,0,0.47,0
Angola,5,0.061,0,0
Antigua and Barbuda,1,0,0,0
Argentina,2,15.886,1.41,0
Armenia,0,108.665,1.4,0
Australia,5,0.157,0.79,0
Austria,6,3.553,0.83,3.442
Azerbaijan,5,10.454,1.2,0
Bahamas,1,0,0,0
Bahrain,0,141.045,1.21,0
Bangladesh,2,10.286,1.35,0
Barbados,5,0,0,0
Belarus,0,98.631,1.03,0
Belgium,4,23.814,0.73,22.348
Belize,2,0,0,0
Benin,6,0,0.97,0
Bhutan,5,0,0,0
Bolivia,4,33.582,1.38,0
Bosnia and Herzegovina,5,6.706,1.16,0
Botswana,6,0.425,0,0
Brazil,0,97.869,1.33,0
Brunei,6,0,0.01,0
Bulgaria,6,5.901,0.9,4.174
Burkina Faso,6,0.096,0.94,0
Burundi,1,0,0,0
Cambodia,6,0,0.04,0
Cameroon,6,4.219,1.21,0
Canada,4,31.927,0.87,0
Cape Verde,5,10.792,1.08,0
Central African Republic,5,8.903,0.96,0
Chad,5,1.4,0.88,0
Chile,3,223.685,1.42,0
China,5,0.013,1.01,0
Colombia,2,15.742,1.29,0
Comoros,1,50.598,0,0
Congo,5,0,0.82,0
Costa Rica,5,1.57,1.27,0
Cote d'Ivoire,6,1.516,1.18,0
Croatia,5,1.462,0.39,0
Cuba,2,0.706,0.77,0
Cyprus,5,4.567,0.83,0
Czechia,6,5.509,1.01,2.334
Democratic Republic of Congo,5,1.228,1.13,0
Denmark,6,8.287,0.82,3.971
Djibouti,3,225.708,1.73,0
Dominica,5,0,0,0
Dominican Republic,4,30.605,1.08,0
Ecuador,4,29.587,0.94,0
Egypt,5,7.651,1.35,0
El Salvador,2,13.105,1.18,0
Equatorial Guinea,1,40.628,0.58,0
Eritrea,2,0,0,0
Estonia,6,5.277,0.96,3.015
Eswatini,5,4.31,1.04,0
Ethiopia,5,0.296,2.04,0
Fiji,5,0,0,0
Finland,6,7.941,0.75,3.79
France,5,6.174,1.04,25.493
Gabon,0,72.336,1.13,0
Gambia,5,0.414,0,0
Georgia,2,0.501,0.67,0
Germany,6,8.224,0.76,0
Ghana,6,6.984,1.26,0
Greece,5,2.015,0.88,0
Grenada,1,0,0,0
Guatemala,2,12.894,1.37,0
Guinea,5,0,1.11,0
Guinea-Bissau,1,2.541,0.81,0
Guyana,2,0,0.56,0
Haiti,2,6.841,1.42,0
Honduras,4,27.563,1.31,0
Hungary,5,3.83,0.83,0
Iceland,6,0,0.62,0
India,5,4.759,1.31,0
Indonesia,5,2.318,1.2,0
International,1,0,0,0
Iran,6,27.514,1.16,0
Iraq,5,2.163,1.54,0
Ireland,4,23.29,0.56,9.923
Israel,5,2.195,0.68,0
Italy,6,10.784,0.68,9.841
Jamaica,2,3.377,0.89,0
Japan,6,0.182,0.53,0
Jordan,5,1.568,0.99,0
Kazakhstan,4,36.481,1.3,0
Kenya,2,0.967,1.43,0
Kosovo,2,0.517,1.02,0
Kuwait,3,223.624,1.11,0
Kyrgyzstan,5,5.671,1.21,0
Laos,6,0,0,0
Latvia,6,2.651,0.86,0
Lebanon,5,9.084,1.22,0
Lesotho,6,0.467,0,0
Liberia,2,1.779,0.99,0
Libya,2,0.146,0,0
Liechtenstein,1,0,0,0
Lithuania,5,4.041,0.9,0
Luxembourg,6,1.598,0.72,12.78
Madagascar,5,1.553,1.62,0
Malawi,6,0.523,0,0
Malaysia,5,2.41,1.14,0
Maldives,0,107.3,1.1,0
Mali,6,1.086,1.07,0
Malta,1,2.265,0.93,0
Marshall Islands,1,0,0,0
Mauritania,5,5.807,1.37,0
Mauritius,5,0,0.06,0
Mexico,4,22.958,1.26,0
Moldova,4,35.449,1.09,0
Monaco,5,0,0,0
Mongolia,5,0.305,0.43,0
Montenegro,1,0,0,0
Morocco,2,3.278,0.8,0
Mozambique,6,0.064,1.11,0
Myanmar,5,0,0.73,0
Namibia,6,0.394,0,0
Nepal,2,2.025,1.78,0
Netherlands,5,10.972,0.81,14.123
New Zealand,6,0,0.33,0
Nicaragua,1,0,0.24,0
Niger,6,0.537,0.75,0
Nigeria,5,1.189,1.19,0
North Macedonia,1,11.04,1.2,0
Norway,6,4.243,0.75,0
Oman,0,83.029,1.28,0
Pakistan,5,7.891,1.24,0
Palestine,2,0,0.88,0
Panama,4,34.996,1.19,0
Papua New Guinea,6,0,0,0
Paraguay,2,0.28,0.99,0
Peru,0,88.833,1.22,0
Philippines,2,1.487,1.14,0
Poland,5,12.577,1.06,0
Portugal,4,28.244,0.98,8.238
Qatar,3,635.183,1.21,0
Romania,5,6.602,0.84,10.396
Russia,4,60.945,0.95,0
Rwanda,5,0.077,1.16,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,88.396,0.65,0
Sao Tome and Principe,1,0,0.41,0
Saudi Arabia,0,75.889,1.13,0
Senegal,5,5.793,1.02,0
Serbia,6,15.431,0.79,0
Seychelles,6,0,0,0
Sierra Leone,5,2.633,0.99,0
Singapore,0,104.951,0.89,0
Slovakia,5,0.183,0.69,0
Slovenia,6,0,0.55,1.924
Solomon Islands,5,0,0,0
Somalia,6,0,0.85,0
South Africa,5,16.659,1.33,0
South Korea,6,0.449,1.14,0
South Sudan,5,7.326,0.86,0
Spain,4,38.221,0.81,0
Sri Lanka,5,0.607,1.21,0
Sudan,2,5.473,1.24,0
Suriname,5,0,0,0
Sweden,4,52.677,1.11,0
Switzerland,6,1.502,0.59,0
Syria,2,0.057,0,0
Taiwan,1,0.042,0.2,0
Tajikistan,6,21.074,1.32,0
Tanzania,6,0,0.05,0
Thailand,5,0,0.78,0
Timor,6,0,0,0
Togo,5,1.087,1.02,0
Trinidad and Tobago,2,0,0.01,0
Tunisia,5,0.169,0.65,0
Turkey,5,11.288,0.72,0
Uganda,2,0.328,1.24,0
Ukraine,5,10.107,0.97,0
United Arab Emirates,0,100.501,1.1,0
United Kingdom,4,30.065,0.74,14.2
United States,0,70.425,0.95,27.338
Uruguay,6,1.152,0.98,0
Uzbekistan,2,1.912,1.16,0
Vanuatu,6,0,0,0
Vatican,1,0,0,0
Venezuela,2,2.18,1.79,0
Vietnam,5,0,0.32,0
Yemen,6,0.402,1.06,0
Zambia,6,2.937,0.9,0
Zimbabwe,2,0,0,0
