country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,1.798,0.87,0
Albania,4,43.436,1.12,0
Algeria,0,12.588,0.94,0
Andorra,6,103.54,1.26,0
Angola,0,0.213,1.12,0
Antigua and Barbuda,3,0,0,0
Argentina,5,163.046,1.12,0
Armenia,3,7.762,0.81,0
Australia,0,12.392,0.86,0
Austria,1,8.105,1.18,2.665
Azerbaijan,0,7.792,0.51,0
Bahamas,6,119.517,1.24,0
Bahrain,5,226.848,1.01,0
Bangladesh,0,17.651,1.07,0
Barbados,1,0,0.69,0
Belarus,3,10.265,0.92,0
Belgium,2,40.381,1.16,6.299
Belize,4,60.359,1.19,0
Benin,1,0,0.94,0
Bhutan,0,0,0.67,0
Bolivia,5,140.152,0.97,0
Bosnia and Herzegovina,5,247.195,1.16,0
Botswana,6,111.412,0.79,0
Brazil,6,103.726,1,0
Brunei,1,0,0,0
Bulgaria,1,16.694,0.89,7.772
Burkina Faso,1,1.387,1,0
Burundi,3,0,0.69,0
Cambodia,1,0,0.35,0
Cameroon,0,0,1.01,0
Canada,0,18.176,1.01,0
Cape Verde,4,44.965,1.08,0
Central African Republic,0,0,0.61,0
Chad,0,0.061,0.9,0
Chile,6,103.996,0.94,0
China,0,0.079,0.77,0
Colombia,5,199.32,1.1,0
Comoros,3,0,0.66,0
Congo,0,0,0.62,0
Costa Rica,6,115.035,1.14,0
Cote d'Ivoire,1,3.147,0.88,0
Croatia,1,10.962,1.34,0
Cuba,0,8.211,1.63,0
Cyprus,1,11.417,1.24,0
Czechia,1,13.167,1.08,2.054
Democratic Republic of Congo,1,0.391,1.05,0
Denmark,4,64.915,1.35,0.345
Djibouti,1,3.036,0.56,0
Dominica,1,0,0,0
Dominican Republic,6,70.705,0.89,0
Ecuador,0,13.716,1.04,0
Egypt,0,1.7,0.64,0
El Salvador,6,69.224,1.05,0
Equatorial Guinea,3,0,0.32,0
Eritrea,0,0,0.26,0
Estonia,1,4.523,1.27,1.508
Eswatini,6,62.922,1.06,0
Ethiopia,0,6.724,1.2,0
Fiji,0,0,0,0
Finland,1,3.068,1.27,0.18
France,4,62.996,1.34,5.699
Gabon,2,37.291,1.05,0
Gambia,0,0,1.35,0
Georgia,1,6.267,1.51,0
Germany,0,14.561,1.24,0
Ghana,1,6.726,1,0
Greece,1,12.089,1.41,0
Grenada,3,0,0,0
Guatemala,2,21.322,1.03,0
Guinea,0,0,1.09,0
Guinea-Bissau,3,0,0.66,0
Guyana,0,0,1.29,0
Haiti,1,0,0.95,0
Honduras,2,42.203,1.04,0
Hungary,0,3.623,1.42,0
Iceland,1,11.722,1.15,2.93
India,2,38.841,1.12,0
Indonesia,0,6.168,1.05,0
International,3,0,0,0
Iran,2,25.383,0.89,0
Iraq,6,86.618,1.14,0
Ireland,0,11.341,1.4,1.418
Israel,5,196.868,0.99,0
Italy,1,4.284,1.24,0.761
Jamaica,0,2.702,1.43,0
Japan,1,6.602,0.98,0
Jordan,0,1.568,1.5,0
Kazakhstan,2,47.932,0.66,0
Kenya,0,9.15,0.94,0
Kosovo,6,88.991,0.96,0
Kuwait,5,160.869,1.06,0
Kyrgyzstan,2,25.444,0.66,0
Laos,1,0,0,0
Latvia,1,0,1.1,0
Lebanon,4,43.221,1.27,0
Lesotho,0,18.205,1,0
Liberia,0,0.593,0.9,0
Libya,6,69.565,1.27,0
Liechtenstein,3,0,0,0
Lithuania,1,4.775,1.27,0
Luxembourg,1,17.573,0.82,6.39
Madagascar,0,4.189,0.77,0
Malawi,0,0.836,0.94,0
Malaysia,0,0.34,1.04,0
Maldives,5,214.599,1.15,0
Mali,1,0.296,1.07,0
Malta,3,52.091,1.41,0
Marshall Islands,3,0,0,0
Mauritania,1,6.882,0.88,0
Mauritius,3,0,0.11,0
Mexico,2,43.108,0.98,0
Moldova,4,44.869,1.08,0
Monaco,3,0,1.39,0
Mongolia,0,0,0.21,0
Montenegro,6,124.192,0.89,0
Morocco,2,22.378,1.29,0
Mozambique,0,4.543,1.12,0
Myanmar,0,0,1.19,0
Namibia,4,59.821,1.25,0
Nepal,0,11.6,1.34,0
Netherlands,4,40.736,1.41,2.451
New Zealand,1,0.207,1.06,0
Nicaragua,1,0,0.33,0
Niger,1,0,0.72,0
Nigeria,0,1.407,0.91,0
North Macedonia,3,49.439,0.99,0
Norway,1,8.485,1.38,0
Oman,2,40.536,0.96,0
Pakistan,1,2.44,0.8,0
Palestine,2,59.199,1.1,0
Panama,5,209.049,0.97,0
Papua New Guinea,0,0,0.83,0
Paraguay,2,45.846,1.35,0
Peru,5,154.95,1.13,0
Philippines,2,61.37,1.19,0
Poland,1,16.355,1.12,0
Portugal,0,15.397,0.99,2.844
Qatar,6,109.335,1.11,0
Romania,4,40.493,1.05,24.743
Russia,2,34.817,0.95,0
