country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,8.477,1.4,0
Albania,2,5.907,0.82,0
Algeria,0,4.333,1.21,0
Andorra,3,12.942,0.51,0
Angola,0,0.03,0,0
Antigua and Barbuda,4,0,0,0
Argentina,2,2.943,1.26,0
Armenia,4,37.797,1.36,0
Australia,6,1.098,0.77,0
Austria,6,3.22,0.64,11.547
Azerbaijan,2,7.496,1.39,0
Bahamas,4,15.258,0,0
Bahrain,5,109.898,1.29,0
Bangladesh,2,4.773,1.35,0
Barbados,0,0,0,0
Belarus,5,91.118,1.22,0
Belgium,0,20.881,0.7,50.217
Belize,0,0,0,0
Benin,6,0,0,0
Bhutan,2,0,0,0
Bolivia,0,10.366,1.45,0
Bosnia and Herzegovina,2,6.096,1.16,0
Botswana,2,0,0,0
Brazil,0,32.156,1.44,0
Brunei,3,0,0.03,0
Bulgaria,0,7.484,1.03,5.325
Burkina Faso,6,0.765,0.95,0
Burundi,4,0,0,0
Cambodia,3,0,0.04,0
Cameroon,6,0,1.24,0
Canada,0,33.331,0.97,0
Cape Verde,0,19.785,1.08,0
Central African Republic,6,0,0,0
Chad,2,3.227,0.97,0
Chile,5,71.824,1.47,0
China,3,0.001,0.4,0
Colombia,2,12.578,1.36,0
Comoros,4,0,0,0
Congo,2,0,0.81,0
Costa Rica,6,2.552,1.03,0
Cote d'Ivoire,0,1.213,1.18,0
Croatia,2,2.679,0.68,0
Cuba,2,1.501,0.68,0
Cyprus,2,4.567,0.63,0
Czechia,3,7.19,0.77,4.389
Democratic Republic of Congo,0,0.257,1.14,0
Denmark,0,26.07,0.88,8.46
Djibouti,2,4.049,0.88,0
Dominica,0,0,0,0
Dominican Republic,2,22.585,1.17,0
Ecuador,2,0,0.87,0
Egypt,2,3.791,1.32,0
El Salvador,2,4.934,1.2,0
Equatorial Guinea,4,0,0.54,0
Eritrea,2,0,0,0
Estonia,0,6.031,0.62,7.538
Eswatini,2,2.586,0.8,0
Ethiopia,0,0.043,1.99,0
Fiji,2,0,0,0
Finland,6,15.341,0.9,8.663
France,0,16.913,0.95,51.706
Gabon,0,13.479,1.16,0
Gambia,0,0,0,0
Georgia,2,2.757,0.7,0
Germany,6,10.205,0.68,0
