country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,4.778,1.23,0
Albania,5,290.5,1.25,0
Algeria,3,25.153,1.26,0
Andorra,6,983.628,1.06,0
Angola,3,4.047,1.04,0
Antigua and Barbuda,1,0,0.32,0
Argentina,2,212.586,0.9,0
Armenia,4,562.561,0.91,0
Australia,3,0.549,1.1,0
Austria,4,740.362,0.97,76.279
Azerbaijan,5,312.55,1.47,0
Bahamas,1,48.316,0.72,0
Bahrain,0,88.153,0.88,0
Bangladesh,3,13.814,1.14,0
Barbados,3,0,1.1,0
Belarus,2,154.191,1.17,0
Belgium,5,294.747,0.64,108.373
Belize,0,95.568,1.14,0
Benin,3,0,0.95,0
Bhutan,3,0,0.96,0
Bolivia,3,8.395,0.91,0
Bosnia and Herzegovina,5,377.04,1.16,0
Botswana,3,0,0.74,0
Brazil,2,180.641,1.13,0
Brunei,1,0,0,0
Bulgaria,4,573.222,1.12,55.12
Burkina Faso,1,0,1.02,0
Burundi,1,0.673,0.83,0
Cambodia,3,0.06,0.87,0
Cameroon,3,0,0.94,0
Canada,2,132.133,1.14,0
Cape Verde,2,125.902,1.05,0
Central African Republic,1,0.828,0.68,0
Chad,3,0.365,0.94,0
Chile,0,82.286,1,0
China,3,0.029,1.44,0
Colombia,2,156.32,0.99,0
Comoros,1,0,0.63,0
Congo,3,0,0.52,0
Costa Rica,2,233.014,1.08,0
Cote d'Ivoire,1,0.607,0.98,0
Croatia,4,720.538,1.18,0
Cuba,3,3.355,0.97,0
Cyprus,5,264.871,1.18,0
Czechia,4,542.348,0.75,80.306
Democratic Republic of Congo,1,1.351,1.12,0
Denmark,2,217.016,1.11,6.733
Djibouti,3,2.024,0.72,0
Dominica,1,0,0,0
Dominican Republic,0,55.402,1.19,0
Ecuador,3,33.668,0.99,0
Egypt,3,3.547,1.23,0
El Salvador,3,21.738,1.13,0
Equatorial Guinea,1,0,0.55,0
Eritrea,3,0,0.42,0
Estonia,5,272.137,1.35,12.061
Eswatini,3,24.996,1.26,0
Ethiopia,3,3.932,1.04,0
Fiji,3,0,0,0
Finland,0,83.202,1.26,1.805
France,5,356.148,0.88,69.952
Gabon,3,6.739,1.11,0
Gambia,3,0.414,0.57,0
Georgia,6,944.556,1.18,0
Germany,5,269.658,1.08,0
Ghana,3,0,1.13,0
Greece,5,244.746,1.11,0
Grenada,1,44.437,0,0
Guatemala,3,38.57,1.02,0
Guinea,3,2.284,1.09,0
Guinea-Bissau,1,0,0.38,0
Guyana,3,36.869,1.03,0
Haiti,3,0.263,0.94,0
Honduras,3,6.361,1.02,0
Hungary,4,459.611,1.05,0
Iceland,0,58.608,0.72,0
India,3,33.501,0.97,0
Indonesia,3,17.52,1.1,0
International,1,0,0,0
Iran,2,157.87,1.13,0
Iraq,0,63.223,0.86,0
Ireland,0,66.629,0.8,6.683
Israel,0,89.422,1.06,0
Italy,4,615.909,0.99,61.99
Jamaica,1,21.275,1.02,0
Japan,3,19.181,1.36,0
Jordan,4,484.165,1.06,0
Kazakhstan,0,52.192,1.23,0
Kenya,3,19.49,1.04,0
Kosovo,5,442.369,1.28,0
Kuwait,0,113.802,0.75,0
Kyrgyzstan,0,59.164,0.96,0
Laos,1,0,0,0
Latvia,2,201.463,1.3,0
Lebanon,5,250.387,1.08,0
Lesotho,3,0.467,0.83,0
Liberia,3,2.373,1.05,0
Libya,0,116.718,1,0
Liechtenstein,4,576.868,0.93,0
Lithuania,6,832.02,1.27,0
Luxembourg,6,829.105,1.08,65.498
Madagascar,3,0,0.56,0
Malawi,3,0.052,0.83,0
Malaysia,3,29.599,1.1,0
Maldives,2,173.9,1.12,0
Mali,3,3.753,1.16,0
Malta,5,274.041,1,0
Marshall Islands,1,0,0,0
Mauritania,1,8.818,1.53,0
Mauritius,1,0,0.74,0
Mexico,0,49.84,1.07,0
Moldova,5,352.507,1.17,0
Monaco,0,101.926,0.7,0
Mongolia,3,7.016,1.56,0
Montenegro,6,799.284,0.99,0
Morocco,2,127.497,0.99,0
Mozambique,3,4.927,1.06,0
Myanmar,3,28.157,1.09,0
Namibia,3,19.678,1.13,0
Nepal,0,66.754,0.87,0
Netherlands,5,350.63,0.91,34.199
New Zealand,1,1.244,1.22,0
Nicaragua,1,0,0.61,0
Niger,1,0.207,1.44,0
Nigeria,3,0.694,1.07,0
North Macedonia,4,593.267,1.07,0
Norway,0,105.695,1.07,0
Oman,3,0,0.97,0
Pakistan,3,12.871,1.28,0
Palestine,5,288.547,1.53,0
Panama,5,278.115,1.18,0
Papua New Guinea,3,0,0.71,0
Paraguay,0,78.934,1.08,0
Peru,0,120.891,0.96,0
Philippines,3,14.939,0.94,0
Poland,4,593.554,0.98,0
Portugal,4,636.382,1.07,47.172
Qatar,0,82.956,0.97,0
Romania,4,481.971,1.07,59.207
Russia,2,164.862,1.09,0
Rwanda,3,1.081,1.31,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0.84,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,6,1090.223,1.24,0
Sao Tome and Principe,1,0,0.82,0
Saudi Arabia,3,8.215,0.89,0
Senegal,3,0.776,1.15,0
Serbia,6,919.085,1.49,0
Seychelles,1,0,0.16,0
Sierra Leone,3,0.251,0.94,0
Singapore,3,0.684,0.95,0
Slovakia,5,332.989,0.97,0
Slovenia,4,743.651,1.05,96.684
Solomon Islands,3,0,0,0
Somalia,3,0,0.73,0
South Africa,0,52.353,1.26,0
South Korea,3,7.529,1.57,0
South Sudan,3,0,1.11,0
Spain,5,324.159,0.97,65.32
Sri Lanka,3,20.501,1.08,0
Sudan,1,5.268,1.41,0
Suriname,3,8.523,0.84,0
Sweden,4,716.883,1.49,0
Switzerland,4,571.487,0.94,0
Syria,3,5.028,1.11,0
Taiwan,1,0.084,1.13,0
Tajikistan,1,4.508,1.02,0
Tanzania,1,0,0,0
Thailand,3,0.143,1.12,0
Timor,1,0,0,0
Togo,3,3.02,1.04,0
Trinidad and Tobago,3,20.007,1.24,0
Tunisia,2,210.938,1.03,0
Turkey,0,60.506,1.51,0
Uganda,3,6.187,1.15,0
Ukraine,5,339.189,1.17,0
United Arab Emirates,2,128.306,1.02,0
United Kingdom,5,298.648,0.89,20.932
United States,4,590.684,1.16,48.755
Uruguay,3,28.788,1.21,0
Uzbekistan,3,8.575,0.92,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,3,12.379,0.98,0
Vietnam,3,0.01,1.03,0
Yemen,1,0.134,1.51,0
Zambia,3,1.251,0.9,0
Zimbabwe,3,4.979,1.27,0
