country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,7.167,0.84,0
Albania,5,23.977,1.13,0
Algeria,5,7.662,1.59,0
Andorra,6,0,0.4,0
Angola,4,0.243,1.14,0
Antigua and Barbuda,0,0,0,0
Argentina,3,50.049,1.24,0
Armenia,1,140.05,1,0
Australia,6,3.373,1.94,0
Austria,6,4.774,1.47,0.666
Azerbaijan,3,54.837,1.13,0
Bahamas,0,0,0.16,0
Bahrain,1,305.01,1.05,0
Bangladesh,5,22.357,1.03,0
Barbados,5,0,0,0
Belarus,2,34.711,0.72,0
Belgium,6,5.695,1,3.193
Belize,4,0,0,0
Benin,6,0.99,0.96,0
Bhutan,4,0,0,0
Bolivia,3,93.72,1.16,0
Bosnia and Herzegovina,6,39.015,1.18,0
Botswana,5,22.112,0.87,0
Brazil,1,159.231,1.1,0
Brunei,6,0,0,0
Bulgaria,6,22.739,1.28,4.605
Burkina Faso,6,0.144,0.98,0
Burundi,0,0,0.64,0
Cambodia,6,0,0.19,0
Cameroon,5,0,1.01,0
Canada,5,7.074,0.9,0
Cape Verde,3,111.513,1.1,0
Central African Republic,5,27.331,0.84,0
Chad,5,0,0.77,0
Chile,1,177.546,0.86,0
China,4,0.003,0.91,0
Colombia,3,55.087,1.23,0
Comoros,2,35.649,0.71,0
Congo,4,0,0.72,0
Costa Rica,3,37.298,1.49,0
Cote d'Ivoire,5,10.804,1.07,0
Croatia,6,12.667,1.75,0
Cuba,4,0.088,0.89,0
Cyprus,6,2.283,1.09,0
Czechia,6,13.914,1.29,1.027
Democratic Republic of Congo,4,1.117,1.08,0
Denmark,5,2.935,0.98,0
Djibouti,5,26.316,0.89,0
Dominica,6,0,0,0
Dominican Republic,3,69.322,1.19,0
Ecuador,3,43.473,1.22,0
Egypt,5,15.215,0.95,0
El Salvador,3,40.856,1.15,0
Equatorial Guinea,0,0,0.25,0
Eritrea,4,3.384,0.41,0
Estonia,0,1.508,0.71,0.754
Eswatini,4,14.653,1.27,0
Ethiopia,4,0,0.38,0
Fiji,5,0,0,0
Finland,6,0.902,0.88,0
France,6,8.288,1.09,8.794
Gabon,5,0,1.08,0
Gambia,5,0.828,0,0
Georgia,5,0.501,0.88,0
Germany,5,4.488,0.97,0
Ghana,6,12.551,1.16,0
Greece,6,1.823,1.19,0
Grenada,0,0,0,0
Guatemala,3,38.347,1.21,0
Guinea,5,3.046,1.1,0
Guinea-Bissau,0,0,0.76,0
Guyana,4,12.714,0.93,0
Haiti,5,3.683,0.96,0
Honduras,3,74.713,1.18,0
Hong Kong,6,0,0,0
Hungary,6,1.035,0.97,0
Iceland,6,5.861,1.12,0
India,4,13.508,1.22,0
Indonesia,6,4.727,1.14,0
International,0,0,0,0
Iran,6,29.252,1,0
Iraq,3,48.679,1.16,0
Ireland,6,2.228,0.94,2.633
Israel,3,90.809,1.69,0
Italy,6,2.349,0.81,1.538
Jamaica,5,1.351,1.09,0
Japan,0,1.099,1.65,0
Jordan,6,0.392,0.73,0
Kazakhstan,4,26.043,1.01,0
Kenya,4,3.273,1.25,0
Kosovo,3,63.122,1.33,0
Kuwait,1,157.122,1.04,0
Kyrgyzstan,5,32.188,1.46,0
Laos,6,0,0,0
Latvia,6,0.53,1.14,0
Lebanon,4,4.835,1.22,0
Lesotho,6,0,0,0
Liberia,4,1.977,0.99,0
Libya,4,3.202,1.26,0
Liechtenstein,0,0,0,0
Lithuania,6,0.367,0.98,0
Luxembourg,2,68.693,1.76,3.195
Madagascar,5,2.745,1.42,0
Malawi,5,3.764,1.25,0
Malaysia,6,0.062,0.62,0
Maldives,2,44.4,1.08,0
Mali,6,0.395,1.03,0
Malta,0,0,0.44,2.265
Marshall Islands,0,0,0,0
Mauritania,5,27.099,0.95,0
Mauritius,6,0,0.08,0
Mexico,3,42.13,1.09,0
Moldova,3,63.461,0.95,0
Monaco,0,0,0.17,0
Mongolia,5,0,0.49,0
Montenegro,2,74.833,2.09,0
Morocco,5,6.583,1.25,0
Mozambique,4,0.192,1.11,0
Myanmar,4,0,0.85,0
Namibia,6,3.542,1.47,0
Nepal,4,10.845,0.97,0
Netherlands,5,2.918,0.77,2.451
New Zealand,0,0,1.07,0
Nicaragua,2,52.683,0.25,0
Niger,0,0,0.73,0
Nigeria,4,2.721,1.05,0
North Macedonia,2,59.999,1.02,0
Norway,6,3.136,0.93,0
Oman,1,197.782,1.11,0
