country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,19.549,0.98,0
Albania,3,23.977,1.66,0
Algeria,0,2.554,0.98,0
Andorra,4,0,0.35,0
Angola,5,0.061,1.09,0
Antigua and Barbuda,6,0,0,0
Argentina,5,26.728,1.3,0
Armenia,2,133.975,1.11,0
Australia,0,0.471,1.46,0
Austria,4,2.887,1.05,1.665
Azerbaijan,2,36.196,1.17,0
Bahamas,6,0,0.23,0
Bahrain,1,461.923,1.12,0
Bangladesh,3,18.817,1.16,0
Barbados,3,3.48,0,0
Belarus,2,74.82,0.86,0
Belgium,0,6.126,0.81,6.471
Belize,3,2.515,0,0
Benin,4,3.382,0.97,0
Bhutan,5,1.296,0,0
Bolivia,2,52.6,1.23,0
Bosnia and Herzegovina,2,44.806,1.18,0
Botswana,5,0,0,0
Brazil,2,97.135,1.15,0
Brunei,0,0,0,0
Bulgaria,4,7.34,1.36,2.159
Burkina Faso,4,0,0.95,0
Burundi,6,0,0,0
Cambodia,4,0,0.09,0
Cameroon,2,44.564,1.11,0
Canada,3,9.512,0.77,0
Cape Verde,3,17.986,1.1,0
Central African Republic,2,34.163,0.96,0
Chad,3,0,0.74,0
Chile,1,269.039,1,0
China,5,0.03,1.99,0
Colombia,2,41.743,1.28,0
Comoros,6,0,0.72,0
Congo,3,28.089,0.73,0
Costa Rica,3,5.693,1.44,0
Cote d'Ivoire,3,13.458,1.21,0
Croatia,0,0.487,2.19,0
Cuba,5,1.236,0.79,0
Cyprus,0,2.283,0.78,0
Czechia,4,3.735,1.11,0.84
Democratic Republic of Congo,5,0.659,1.09,0
Denmark,0,4.144,0.95,1.554
Djibouti,2,36.437,0.55,0
Dominica,3,0,0,0
Dominican Republic,5,28.485,1.15,0
Ecuador,2,32.364,1.11,0
Egypt,3,16.524,1.11,0
El Salvador,5,16.342,1.16,0
Equatorial Guinea,6,0,0.29,0
Eritrea,5,3.666,0,0
Estonia,4,0.754,0.59,0.754
Eswatini,5,13.791,1.34,0
