country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0.026,0,0.642
Albania,8,2.085,0,43.436
Algeria,7,0.114,0,4.994
Andorra,9,0,0,1048.34
Angola,1,0.091,0,1.795
Antigua and Barbuda,0,0,0,0
Argentina,5,4.337,0,264.295
Armenia,6,0.337,0,80.655
Australia,0,0.275,0,0.941
Austria,6,0.555,6.884,89.714
Azerbaijan,2,0.099,0,11.539
Bahamas,0,0,0,0
Bahrain,9,1.763,0,405.505
Bangladesh,2,0.134,0,9.357
Barbados,0,0,0,0
Belarus,3,0.212,0,25.716
Belgium,5,0.086,6.73,144.353
Belize,4,2.515,0,57.844
Benin,0,0,0,0
Bhutan,2,0,0,7.776
Bolivia,4,3.341,0,54.142
Bosnia and Herzegovina,6,1.524,0,89.002
Botswana,0,0,0,0
Brazil,5,4.037,0,187.228
Brunei,0,0,0,0
Bulgaria,8,0.576,4.893,27.2
Burkina Faso,1,0,0,1.435
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,1,0.038,0,2.562
Canada,8,0.185,0,31.106
Cape Verde,5,1.799,0,140.291
Central African Republic,0,0,0,0.828
Chad,1,0,0,1.948
Chile,6,2.982,0,87.727
China,0,0.001,0,0.012
Colombia,6,0,0,128.255
Comoros,0,0,0,0
Congo,2,0.181,0,8.336
Costa Rica,9,3.926,0,305.451
Cote d'Ivoire,1,0,0,1.592
Croatia,4,1.462,0,57
Cuba,7,0.177,0,6.268
Cyprus,2,0,0,7.992
Czechia,5,0.56,8.778,196.751
Democratic Republic of Congo,0,0.011,0,0.156
Denmark,4,0,0.518,78.554
Djibouti,7,0,0,4.049
Dominica,0,0,0,0
Dominican Republic,4,1.106,0,54.941
Ecuador,6,0.85,0,106.104
Egypt,1,0.176,0,1.28
El Salvador,3,0.463,0,14.955
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,8,0,3.015,27.138
Eswatini,3,0,0,20.687
Ethiopia,7,0.104,0,5.236
Fiji,0,0,0,0
Finland,2,0,0.541,10.648
France,5,2.359,12.563,201.537
Gabon,2,0,0,8.087
Gambia,7,0.414,0,4.966
Georgia,8,0,0,45.623
Germany,3,0.119,0,26.246
Ghana,1,0.032,0,1.48
Greece,8,0.192,0,32.428
Grenada,0,0,0,0
Guatemala,8,2.233,0,37.956
Guinea,7,0,0,5.863
Guinea-Bissau,3,0,0,14.228
Guyana,6,2.543,0,95.352
Haiti,7,0.088,0,3.859
Honduras,4,2.423,0,49.573
Hong Kong,0,0,0,0
Hungary,6,0.621,0,97.408
Iceland,4,0,0,70.33
India,4,0.904,0,67.635
Indonesia,3,0.417,0,14.225
International,0,0,0,0
Iran,8,1.714,0,36.301
