country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0.308,0,5.266
Albania,9,3.822,0,207.45
Algeria,3,0.342,0,19.612
Andorra,4,12.942,0,1902.543
Angola,1,0,0,2.343
Antigua and Barbuda,0,0,0,0
Argentina,9,2.854,0,124.901
Armenia,8,8.437,0,500.129
Australia,0,0,0,1.49
Austria,4,9.216,66.508,628.997
Azerbaijan,6,2.071,0,222.799
Bahamas,5,2.543,0,58.487
Bahrain,2,0.588,0,105.784
Bangladesh,7,0.128,0,11.154
Barbados,1,0,0,3.48
Belarus,9,0.741,0,139.163
Belgium,8,10.182,124.163,401.998
Belize,9,5.03,0,196.167
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,1,0.685,0,5.568
Bosnia and Herzegovina,6,9.754,0,321.871
Botswana,0,0,0,0
Brazil,2,0.659,0,66.494
Brunei,0,0,0,0
Bulgaria,2,5.613,42.168,117.436
Burkina Faso,0,0,0,0.287
Burundi,0,0,0,0.084
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,2,1.431,0,113.957
Cape Verde,2,1.799,0,75.541
Central African Republic,0,0,0,0.828
Chad,0,0.061,0,0.365
Chile,2,2.197,0,83.542
China,0,0,0,0.015
Colombia,9,3.97,0,139.772
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,0,0,0,0
Cote d'Ivoire,0,0.038,0,1.175
Croatia,8,10.474,0,575.358
Cuba,0,0,0,1.942
Cyprus,9,0,0,144.994
Czechia,9,14.007,98.142,176.207
Democratic Republic of Congo,0,0,0,0
Denmark,9,0.518,7.769,182.832
Djibouti,1,0,0,4.049
Dominica,0,0,0,0
Dominican Republic,5,0.277,0,46
Ecuador,5,0.623,0,37.862
Egypt,1,0.107,0,2.15
El Salvador,0,0.771,0,0
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,9,0.754,9.046,169.614
Eswatini,0,0,0,1.724
Ethiopia,1,0.035,0,3.471
Fiji,0,0,0,0
Finland,5,0,0,38.443
France,8,4.627,74.762,417.137
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,4,8.523,0,757.049
Germany,5,0.74,0,38.349
Ghana,1,0.064,0,3.379
Greece,9,6.812,0,162.62
Grenada,0,0,0,0
Guatemala,7,0.67,0,9.266
Guinea,0,0.076,0,1.98
Guinea-Bissau,0,0,0,0
Guyana,5,1.271,0,36.869
Haiti,0,0,0,0
Honduras,5,0.101,0,55.227
Hungary,8,11.076,0,438.7
Iceland,7,0,8.791,8.791
India,3,0.315,0,22.136
Indonesia,7,0.23,0,15.012
International,0,0,0,0
Iran,9,5.465,0,149.334
Iraq,5,1.169,0,55.616
Ireland,2,0.203,6.076,76.35
Israel,2,1.04,0,72.208
Italy,8,9.03,56.598,561.958
Jamaica,5,0.675,0,35.121
Japan,7,0.071,0,11.844
Jordan,6,6.665,0,232.575
Kazakhstan,5,0.107,0,45.588
Kenya,3,0.762,0,18.077
Kosovo,4,12.417,0,655.017
Kuwait,2,0.702,0,116.846
Kyrgyzstan,9,1.073,0,157.874
Laos,0,0,0,0
Latvia,9,1.06,0,167.532
Lebanon,9,1.612,0,170.392
Lesotho,0,0,0,0
Liberia,0,0,0,1.779
Libya,9,3.202,0,141.749
Liechtenstein,8,0,0,393.319
Lithuania,8,4.041,0,503.62
Luxembourg,0,0,73.485,0
Madagascar,1,0.036,0,3.142
Malawi,0,0,0,0.052
Malaysia,5,0.093,0,37.323
Maldives,2,1.85,0,92.5
Mali,0,0.099,0,1.58
Malta,6,4.53,0,264.982
Marshall Islands,0,0,0,0
Mauritania,0,0,0,0.86
Mauritius,1,0,0,6.29
Mexico,3,2.195,0,25.354
Moldova,9,3.223,0,125.683
Monaco,2,0,0,76.445
Mongolia,0,0,0,0.915
Montenegro,4,9.553,0,781.77
Morocco,9,2.222,0,134.541
Mozambique,1,0.096,0,3.455
Myanmar,3,0.459,0,18.067
Namibia,3,0,0,23.22
Nepal,5,0.206,0,50.692
Netherlands,6,2.51,36.475,318.648
New Zealand,0,0,0,0
Nicaragua,0,0,0,0
Niger,0,0,0,0.248
Nigeria,0,0,0,0.737
North Macedonia,8,11.52,0,474.229
Norway,0,0,0,0
Oman,9,2.35,0,185.445
Pakistan,7,0.086,0,9.634
Palestine,9,1.372,0,169.365
Panama,6,1.391,0,311.488
Papua New Guinea,0,0,0,0.224
Paraguay,2,2.524,0,71.363
Peru,2,2.153,0,68.21
Philippines,7,0.374,0,13.698
Poland,8,8.006,0,577.436
Portugal,8,7.453,40.699,591.858
Qatar,2,0,0,74.625
Romania,6,5.874,60.766,368.859
Russia,9,2.391,0,152.897
Rwanda,1,0.232,0,4.71
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,7,0,0,10.892
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,1,0,0,4.563
Saudi Arabia,7,0.46,0,8.761
Senegal,0,0.06,0,0.836
Serbia,8,2.939,0,511.713
Seychelles,0,0,0,0
Sierra Leone,0,0,0,0
Singapore,0,0,0,0.513
Slovakia,6,0,0,219.795
Slovenia,8,15.393,97.165,442.535
Solomon Islands,0,0,0,0
Somalia,0,0,0,0
South Africa,3,0.59,0,31.058
South Korea,1,0.02,0,4.35
South Sudan,0,0,0,0
Spain,0,0,0,0
Sri Lanka,3,0.234,0,32.877
Sudan,1,0,0,5.131
Suriname,0,0,0,0
Sweden,0,0,0,0
Switzerland,0,2.08,0,0
Syria,1,0.229,0,4.057
Taiwan,0,0,0,0.084
Tajikistan,1,0,0,3.879
Tanzania,0,0,0,0
Thailand,0,0,0,0.014
Timor,0,0,0,0
Togo,1,0,0,2.899
Trinidad and Tobago,1,0,0,2.144
Tunisia,2,5.584,0,90.112
Turkey,5,1.055,0,38.215
Uganda,1,0.022,0,5.05
Ukraine,6,2.241,0,250.15
United Arab Emirates,9,0.202,0,122.341
United Kingdom,6,2.475,20.579,367.926
United States,8,1.897,41.84,410.695
Uruguay,3,0.288,0,21.015
Uzbekistan,7,0.12,0,7.649
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,7,0.106,0,14.735
Vietnam,0,0,0,0.164
Yemen,0,0,0,0
Zambia,0,0.163,0,1.414
Zimbabwe,1,0,0,2.893
