country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0,0,0.694
Albania,9,0,0,3.127
Algeria,7,0.068,0,2.645
Andorra,5,0,0,103.54
Angola,0,0,0,0.152
Antigua and Barbuda,0,0,0,0
Argentina,7,0.133,0,1.969
Armenia,6,0.337,0,15.861
Australia,7,0.039,0,1.804
Austria,2,1.332,23.095,8.438
Azerbaijan,9,0.296,0,3.255
Bahamas,7,0,0,2.543
Bahrain,6,0,0,19.394
Bangladesh,7,0.055,0,1.858
Barbados,0,0,0,0
Belarus,5,0.317,0,54.819
Belgium,4,25.022,93.273,90.167
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,7,0,0,2.399
Bosnia and Herzegovina,6,0.305,0,16.459
Botswana,0,0,0,0
Brazil,6,1.002,0,14.001
Brunei,7,0,0,2.286
Bulgaria,9,0,6.332,4.605
Burkina Faso,0,0.048,0,0.383
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,0.791
Canada,1,1.192,0,40.856
Cape Verde,9,0,0,3.597
Central African Republic,0,0,0,0
Chad,0,0,0,0.365
Chile,5,0.523,0,47.447
China,0,0,0,0.019
Colombia,9,0.255,0,3.577
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,7,0,0,1.178
Cote d'Ivoire,9,0.076,0,4.284
Croatia,9,0.731,0,4.385
Cuba,9,0.088,0,5.562
Cyprus,8,0,0,12.559
Czechia,2,0.747,7.003,5.323
Democratic Republic of Congo,0,0.022,0,0.223
Denmark,1,1.726,15.02,29.177
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,6,1.567,0,19.266
Ecuador,1,1.984,0,32.421
Egypt,7,0.186,0,1.837
El Salvador,7,0,0,2.004
Equatorial Guinea,0,0,0,0
Eritrea,7,0,0,1.128
Estonia,1,0,7.538,39.954
Eswatini,9,0,0,5.172
Ethiopia,0,0,0,0.078
Fiji,0,0,0,0
Finland,1,1.444,12.634,34.653
France,4,9.836,87.83,0.031
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,9,0.251,0,4.512
Germany,6,1.277,0,23.214
Ghana,8,0.032,0,6.211
Greece,7,0.192,0,1.055
Grenada,0,0,0,0
Guatemala,7,0,0,1.172
Guinea,9,0,0,3.122
Guinea-Bissau,7,0,0,1.524
Guyana,0,0,0,0
Haiti,0,0,0,0.088
Honduras,7,0.505,0,1.514
Hungary,8,1.656,0,7.35
Iceland,2,0,14.652,17.582
India,7,0.025,0,0.993
Indonesia,7,0.055,0,1.188
International,0,0,0,0
Iran,6,0.869,0,16.359
Iraq,0,0.025,0,0.771
Ireland,3,8.303,27.138,157.56
Israel,1,1.271,0,33.62
Italy,4,7.972,45.202,57.739
Jamaica,8,0,0,6.754
Japan,9,0.15,0,4.665
Jordan,0,0,0,0.588
Kazakhstan,9,0,0,3.675
Kenya,0,0.019,0,0.298
Kosovo,6,0.517,0,16.039
Kuwait,6,0.234,0,21.777
Kyrgyzstan,7,0,0,2.606
Laos,0,0,0,0
Latvia,6,0,0,15.905
Lebanon,0,0,0,0.586
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0
Liechtenstein,0,0,0,0
Lithuania,1,0,0,33.06
Luxembourg,4,0,49.523,91.058
Madagascar,0,0,0,0.108
Malawi,0,0,0,0
Malaysia,7,0.062,0,1.668
Maldives,6,0,0,12.95
Mali,7,0,0,2.222
Malta,8,0,2.265,9.059
Marshall Islands,0,0,0,0
Mauritania,0,0,0,0
Mauritius,0,0,0,0.786
Mexico,9,0.807,0,4.824
Moldova,1,0.248,0,28.26
Monaco,0,0,0,0
Mongolia,0,0,0,0
Montenegro,8,0,0,6.369
Morocco,9,0.054,0,3.278
Mozambique,0,0,0,0.032
Myanmar,0,0.018,0,0.184
Namibia,0,0,0,0
Nepal,0,0,0,0.034
Netherlands,4,8.287,61.979,66.94
New Zealand,7,0,0,2.696
Nicaragua,0,0.151,0,0
Niger,0,0.041,0,0.496
Nigeria,0,0.01,0,0.238
North Macedonia,6,0,0,25.439
Norway,6,0.553,0,18.261
Oman,6,0,0,21.736
Pakistan,9,0.113,0,3.214
Palestine,7,0,0,1.176
Panama,5,1.622,0,44.962
Papua New Guinea,0,0,0,0
Paraguay,0,0,0,0.421
Peru,1,1.456,0,28.236
Philippines,7,0.091,0,1.907
Poland,8,0.396,0,9.591
Portugal,5,2.942,22.36,65.021
Qatar,3,0.347,0,119.748
Romania,2,0.52,12.891,18.245
Russia,1,0.274,0,32.789
Rwanda,0,0,0,0.077
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,3,0,0,589.31
Sao Tome and Principe,0,0,0,0
