Nation,Similarity Score
Afghanistan,22
Albania,62
Algeria,31
Andorra,16
Angola,49
Antigua and Barbuda,13
Armenia,24
Australia,28
Austria,99
Azerbaijan,40
Bahamas,27
Belarus,63
Belgium,117
Belize,64
Benin,29
Bosnia and Herzegovina,53
Brazil,75
Bulgaria,88
Burkina Faso,14
Burundi,43
Cambodia,19
Cameroon,19
Canada,94
Cape Verde,71
Central African Republic,15
Chad,24
Chile,66
Comoros,13
Congo,22
Costa Rica,57
Cote d'Ivoire,20
Croatia,51
Cuba,111
Cyprus,67
Czechia,49
Democratic Republic of Congo,21
Denmark,96
Djibouti,16
Dominica,23
Dominican Republic,46
Ecuador,66
Egypt,20
Equatorial Guinea,13
Eritrea,23
Estonia,109
Eswatini,43
Ethiopia,25
Finland,97
France,97
Gambia,48
Georgia,37
Germany,54
Ghana,20
Greece,96
Grenada,13
Guatemala,43
Guinea,30
Guinea-Bissau,13
Guyana,51
Haiti,25
Honduras,50
Hungary,111
India,53
International,13
Iran,47
Iraq,60
Israel,62
Italy,135
Jamaica,64
Japan,45
Jordan,45
Kazakhstan,84
Kenya,38
Kosovo,25
Kyrgyzstan,41
Laos,16
Latvia,62
Lebanon,54
Lesotho,25
Liberia,45
Libya,88
Liechtenstein,26
Lithuania,81
Luxembourg,104
Madagascar,19
Malawi,51
Maldives,30
Mali,16
Malta,67
Marshall Islands,13
Mauritania,46
Mauritius,16
Mexico,32
Moldova,65
Monaco,37
Montenegro,24
Morocco,72
Mozambique,43
Myanmar,60
Namibia,43
Netherlands,44
Nicaragua,23
Niger,15
North Macedonia,39
Norway,128
Pakistan,56
Palestine,56
Papua New Guinea,19
Peru,51
Philippines,21
Portugal,116
Qatar,73
Romania,90
Russia,101
Saint Kitts and Nevis,13
Saint Lucia,15
Saint Vincent and the Grenadines,13
Samoa,13
San Marino,25
Sao Tome and Principe,13
Saudi Arabia,62
Senegal,25
Serbia,72
Seychelles,19
Sierra Leone,16
Slovakia,70
Slovenia,77
Solomon Islands,44
Somalia,17
South Africa,29
South Korea,63
South Sudan,44
Spain,78
Sri Lanka,81
Sudan,44
Suriname,26
Sweden,51
Switzerland,77
Syria,28
Tanzania,15
Thailand,18
Timor,35
Togo,73
Trinidad and Tobago,61
Tunisia,68
Turkey,74
Uganda,47
Ukraine,59
United Arab Emirates,86
United States,123
Uruguay,71
Vanuatu,13
Vatican,13
Venezuela,44
Vietnam,7
Yemen,14
Zambia,30
Zimbabwe,46
Colombia,67
Gabon,27
Kuwait,56
Panama,65
Paraguay,89
Poland,93
Argentina,43
Bahrain,47
Barbados,21
Nigeria,31
Tajikistan,23
United Kingdom,165
Uzbekistan,27
Bangladesh,25
Bhutan,19
Botswana,23
Brunei,13
El Salvador,28
Fiji,17
Iceland,109
Malaysia,59
Nepal,60
New Zealand,6
Oman,29
Rwanda,61
Indonesia,17
Singapore,24
Mongolia,17
China,9
Taiwan,32
Bolivia,20
