Nation,Similarity Score
Afghanistan,288
Albania,125
Algeria,261
Andorra,174
Angola,309
Antigua and Barbuda,283
Argentina,124
Armenia,63
Australia,250
Austria,98
Azerbaijan,136
Bahamas,186
Bahrain,43
Bangladesh,217
Barbados,281
Belarus,83
Belgium,58
Belize,206
Benin,308
Bhutan,300
Bolivia,157
Bosnia and Herzegovina,116
Botswana,275
Brazil,92
Brunei,293
Bulgaria,84
Burkina Faso,312
Burundi,312
Cambodia,312
Cameroon,290
Canada,113
Cape Verde,110
Central African Republic,281
Chad,312
Chile,63
Colombia,113
Comoros,292
Congo,289
Costa Rica,148
Cote d'Ivoire,292
Croatia,81
Cuba,302
Cyprus,176
Czechia,108
Democratic Republic of Congo,312
Denmark,96
Djibouti,237
Dominica,289
Dominican Republic,87
Ecuador,109
Egypt,281
El Salvador,170
Equatorial Guinea,288
Eritrea,310
Estonia,135
Eswatini,195
Ethiopia,286
Fiji,312
Finland,168
France,41
Gabon,237
Gambia,275
Georgia,219
Germany,132
Ghana,267
Greece,171
Grenada,304
Guatemala,168
Guinea,288
Guinea-Bissau,275
Guyana,193
Haiti,289
Honduras,142
Hungary,133
Iceland,145
India,175
Indonesia,266
International,312
Iran,49
Iraq,130
Ireland,103
Israel,76
Italy,67
Jamaica,242
Japan,272
Jordan,225
Kazakhstan,168
Kenya,284
Kosovo,127
Kuwait,58
Kyrgyzstan,162
Laos,312
Latvia,206
Lebanon,157
Lesotho,282
Libya,181
Liechtenstein,210
Lithuania,179
Luxembourg,71
Madagascar,293
Malawi,307
Malaysia,269
Maldives,94
Mali,312
Malta,137
Marshall Islands,312
Mauritania,261
Mauritius,296
Mexico,122
Moldova,60
Monaco,175
Mongolia,312
Montenegro,136
Morocco,178
Mozambique,308
Myanmar,280
Namibia,207
Nepal,179
Netherlands,106
New Zealand,290
Nicaragua,293
Niger,312
Nigeria,313
North Macedonia,83
Norway,155
Oman,126
Pakistan,267
Palestine,144
Panama,57
Papua New Guinea,311
Paraguay,165
Peru,95
Philippines,207
Poland,75
Portugal,46
Qatar,49
Romania,96
Russia,79
Rwanda,304
Saint Kitts and Nevis,299
Saint Lucia,290
Saint Vincent and the Grenadines,293
Samoa,312
San Marino,202
Sao Tome and Principe,260
Saudi Arabia,139
Senegal,289
Serbia,121
Seychelles,285
Sierra Leone,312
Slovakia,181
Slovenia,131
Solomon Islands,312
Somalia,311
South Africa,143
South Korea,274
South Sudan,306
Spain,131
Sri Lanka,302
Sudan,309
Suriname,185
Sweden,86
Switzerland,135
Syria,305
Taiwan,305
Tajikistan,290
Tanzania,312
Thailand,310
Timor,312
Togo,311
Trinidad and Tobago,229
Tunisia,234
Turkey,123
Uganda,307
Ukraine,125
United Arab Emirates,56
United Kingdom,46
United States,47
Uruguay,280
Uzbekistan,239
Vanuatu,312
Vatican,300
Venezuela,213
Vietnam,311
Yemen,312
Zambia,282
Zimbabwe,296
China,277
Singapore,116
Hong Kong,70
