country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,8,0,0,0.103
Albania,3,0.347,0,1.39
Algeria,6,0.068,0,0.319
Andorra,8,0,0,0
Angola,8,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,6,0,0,0.243
Armenia,1,0,0,2.025
Australia,4,0.039,0,4.549
Austria,2,0.111,0,34.864
Azerbaijan,8,0,0,0
Bahamas,8,0,0,0
Bahrain,0,0,0,16.455
Bangladesh,8,0.006,0,0.024
Barbados,8,0,0,0
Belarus,3,0,0,1.587
Belgium,2,0.345,11.303,20.967
Belize,8,0,0,0
Benin,8,0,0,0.082
Bhutan,8,0,0,0
Bolivia,8,0,0,0.086
Bosnia and Herzegovina,4,0,0,3.658
Botswana,8,0,0,0
Brazil,6,0.009,0,0.24
Brunei,2,0,0,27.43
Bulgaria,4,0,0,3.598
Burkina Faso,6,0.048,0,0.239
Burundi,8,0,0,0
Cambodia,8,0,0,0.12
Cameroon,8,0,0,0
Canada,4,0.079,0,4.743
Cape Verde,8,0,0,0
Central African Republic,8,0,0,0
Chad,8,0,0,0
Chile,1,0,0,1.936
China,8,0.008,0,0.031
Colombia,6,0,0,0.531
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,1,0,0,1.767
Cote d'Ivoire,8,0,0,0.038
Croatia,4,0,0,3.897
Cuba,6,0.088,0,0.177
Cyprus,4,0,0,3.425
Czechia,4,0,0.467,6.35
Democratic Republic of Congo,8,0,0,0.011
Denmark,0,0,4.144,15.711
Djibouti,3,0,0,1.012
Dominica,8,0,0,0
Dominican Republic,8,0,0,0
Ecuador,1,0,0,3.004
Egypt,8,0.02,0,0
El Salvador,8,0,0,0
Equatorial Guinea,1,0,0,2.138
Eritrea,8,0,0,0
Estonia,2,0,0,24.877
Eswatini,8,0,0,0
Ethiopia,8,0,0,0.009
Fiji,8,0,0,0
Finland,1,0,0,2.707
France,2,0,11.812,21.586
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,3,0,0,1.003
Germany,2,0.048,0,36.642
Ghana,8,0,0,0
Greece,1,0,0,2.974
Grenada,8,0,0,0
Guatemala,8,0,0,0
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,8,0,0,0
Haiti,8,0,0,0
Honduras,8,0,0,0.101
Hungary,3,0,0,0.828
Iceland,5,0,0,87.912
India,8,0,0,0.01
Indonesia,6,0.051,0,0.201
International,8,0,0,0
Iran,0,1.75,0,14.192
Iraq,6,0.025,0,0.249
Ireland,0,0,0,13.974
Israel,0,0,0,8.781
Italy,5,7.856,37.329,69.581
Jamaica,6,0,0,0.338
Japan,6,0.016,0,0.277
Jordan,1,0,0,1.764
Kazakhstan,8,0,0,0.107
Kenya,8,0,0,0
Kosovo,3,0,0,1.552
Kuwait,1,0,0,2.81
Kyrgyzstan,6,0,0,0.46
Laos,8,0,0,0
Latvia,0,0,0,11.664
Lebanon,1,0,0,1.905
Lesotho,8,0,0,0
Liberia,6,0,0,0.198
Libya,8,0,0,0
Liechtenstein,7,0,0,550.646
Lithuania,3,0,0,0.735
Luxembourg,5,1.598,0,100.643
Madagascar,8,0,0,0
Malawi,8,0,0,0
Malaysia,4,0,0,3.615
Maldives,8,0,0,0
Mali,8,0,0,0
Malta,8,0,0,0
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0
Mauritius,1,0,0,2.359
Mexico,6,0,0,0.194
Moldova,8,0.248,0,0
Monaco,8,0,0,0
Mongolia,6,0,0,0.305
Montenegro,8,0,0,0
Morocco,6,0,0,0.298
Mozambique,8,0,0,0
Myanmar,8,0,0,0
Namibia,8,0,0,0
Nepal,8,0,0,0
Netherlands,2,0.875,13.656,20.251
New Zealand,3,0,0,1.659
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0,0.024
North Macedonia,4,0,0,4.32
Norway,0,0.553,0,16.048
Oman,1,0,0,2.937
Pakistan,3,0.009,0,0.702
Palestine,6,0,0,0.392
Panama,4,0,0,3.94
Papua New Guinea,8,0,0,0
Paraguay,6,0,0,0.28
Peru,3,0,0,0.849
Philippines,8,0.064,0,0.137
Poland,6,0,0,0.343
Portugal,8,0.098,1.961,0
Qatar,4,0,0,4.512
Romania,4,0,0,3.951
Russia,6,0,0,0.226
Rwanda,8,0,0,0.077
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,5,117.862,0,294.655
Sao Tome and Principe,8,0,0,0
Saudi Arabia,8,0,0,0
Senegal,6,0,0,0.299
Serbia,1,0,0,2.645
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,0,0,0,8.034
Slovakia,4,0.183,0,6.044
Slovenia,8,0,2.405,0
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,3,0,0,0.91
South Korea,1,0.059,0,1.814
South Sudan,8,0,0,0
Spain,2,1.925,0,46.241
Sri Lanka,6,0,0,0.327
Sudan,8,0,0,0.023
Suriname,8,0,0,0
Sweden,0,0.693,0,14.357
Switzerland,2,0.116,0,37.899
Syria,8,0,0,0
Taiwan,3,0,0,0.966
Tajikistan,8,0,0,0
Tanzania,8,0,0,0.033
Thailand,6,0,0,0.501
Timor,8,0,0,0
Togo,8,0,0,0
Trinidad and Tobago,3,0,0,1.429
Tunisia,6,0,0,0.423
Turkey,6,0,0,0.605
Uganda,8,0,0,0
Ukraine,8,0,0,0
United Arab Emirates,3,0,0,1.517
United Kingdom,0,0.501,0,14.804
United States,0,0.178,0,8.027
Uruguay,0,0,0,8.348
Uzbekistan,8,0,0,0.149
Vanuatu,8,0,0,0
Vatican,8,0,0,0
Venezuela,8,0,0,0.106
Vietnam,8,0,0,0.092
Yemen,8,0,0,0
Zambia,8,0,0,0.109
Zimbabwe,8,0,0,0
