country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,7,0,0,0.051
Albania,1,0.347,0,6.602
Algeria,7,0.046,0,0.775
Andorra,0,0,0,401.217
Angola,7,0,0,0
Antigua and Barbuda,7,0,0,0
Argentina,3,0.044,0,1.903
Armenia,1,0,0,4.725
Australia,8,0.039,0,14.196
Austria,2,0.777,0,89.825
Azerbaijan,3,0,0,1.479
Bahamas,3,0,0,2.543
Bahrain,6,0.588,0,8.815
Bangladesh,7,0.006,0,0.036
Barbados,1,0,0,3.48
Belarus,7,0,0,0
Belgium,4,2.934,40.899,45.385
Belize,7,0,0,0
Benin,7,0,0,0.082
Bhutan,7,0,0,0
Bolivia,7,0,0,0.171
Bosnia and Herzegovina,6,0.61,0,9.144
Botswana,7,0,0,0
Brazil,3,0.056,0,1.52
Brunei,4,0,0,29.715
Bulgaria,3,0,0,2.447
Burkina Faso,7,0,0,0.718
Burundi,7,0,0,0
Cambodia,7,0,0,0.239
Cameroon,7,0,0,0.377
Canada,8,0.026,0,18.6
Cape Verde,5,1.799,0,0
Central African Republic,7,0,0,0
Chad,7,0,0,0.122
Chile,6,0,0,9.207
China,7,0.005,0,0.065
Colombia,3,0,0,1.985
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,1,0,0,3.73
Cote d'Ivoire,3,0,0,1.82
Croatia,8,0,0,16.32
Cuba,7,0,0,0.706
Cyprus,6,2.283,0,9.133
Czechia,8,0.187,2.428,14.754
Democratic Republic of Congo,7,0.011,0,0.1
Denmark,4,1.381,11.913,25.206
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,1,0.277,0,6.176
Ecuador,1,0.51,0,5.725
Egypt,7,0.01,0,0.352
El Salvador,7,0,0,0.308
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,6,0,5.277,12.815
Eswatini,7,0,0,0
Ethiopia,7,0,0,0.009
Fiji,3,0,0,1.116
Finland,8,0,0,16.604
France,4,3.677,38.346,38.285
Gabon,7,0,0,0.449
Gambia,7,0,0,0.414
Georgia,3,0,0,2.256
Germany,4,0.406,0,46.906
Ghana,7,0,0,0.837
Greece,1,0.288,0,4.605
Grenada,7,0,0,0
Guatemala,7,0,0,0.056
Guinea,7,0,0,0
Guinea-Bissau,7,0,0,0
Guyana,7,0,0,-19.07
Haiti,7,0,0,0.088
Honduras,7,0,0,0
Hungary,3,0.207,0,2.07
Iceland,2,2.93,5.861,175.824
India,7,0,0,0.027
Indonesia,7,0.022,0,0.391
International,7,0,0,0
Iran,8,1.453,0,20.978
Iraq,3,0.099,0,1.243
Ireland,4,0.203,0,41.314
Israel,6,0.347,0,11.784
Italy,2,12.289,56.168,86.815
Jamaica,7,0,0,0.675
Japan,7,0.008,0,0.577
Jordan,3,0,0,2.646
Kazakhstan,7,0,0,0.533
Kenya,7,0,0,0.167
Kosovo,8,0,0,14.487
Kuwait,7,0,0,0.468
Kyrgyzstan,1,0,0,3.985
Laos,7,0,0,0.275
Latvia,6,0,0,9.013
Lebanon,6,0,0,7.472
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,7,0,0,0.146
Liechtenstein,7,0,0,0
Lithuania,6,0.367,0,11.02
Luxembourg,0,0,3.195,357.841
Madagascar,7,0,0,0.181
Malawi,7,0,0,0
Malaysia,3,0.062,0,3.275
Maldives,7,0,0,0
Mali,7,0,0,0
Malta,1,0,0,6.794
Marshall Islands,7,0,0,0
Mauritania,7,0,0,0
Mauritius,1,0,0,4.718
Mexico,7,0.008,0,0.295
Moldova,1,0,0,3.966
Monaco,7,0,0,0
Mongolia,7,0,0,0
Montenegro,4,0,0,31.844
Morocco,7,0.027,0,0.731
Mozambique,7,0,0,0.064
Myanmar,7,0,0,0
Namibia,3,0,0,1.181
Nepal,7,0,0,0
Netherlands,4,3.677,38.518,47.622
New Zealand,6,0,0,10.991
Nicaragua,7,0,0,0
Niger,7,0,0,0
Nigeria,7,0,0,0.019
North Macedonia,1,0,0,5.76
Norway,4,0.369,0,44.639
Oman,1,0,0,3.525
Pakistan,7,0.005,0,0.412
Palestine,7,0,0,0
Panama,7,0,0,0
Papua New Guinea,7,0,0,0
Paraguay,7,0.14,0,0.701
Peru,7,0.061,0,0.637
Philippines,7,0.018,0,0.821
Poland,1,0.053,0,4.016
Portugal,4,0.981,4.707,29.617
Qatar,6,0,0,8.677
Romania,6,0.208,0.832,11.332
Russia,7,0,0,0.391
Rwanda,7,0,0,0.309
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,5,29.465,0,0
Sao Tome and Principe,7,0,0,0
Saudi Arabia,1,0.029,0,5.888
Senegal,7,0,0,0.418
Serbia,6,0,0,7.936
Seychelles,7,0,0,0
Sierra Leone,7,0,0,0
Singapore,6,0,0,8.376
Slovakia,3,0,0,3.297
Slovenia,8,0.481,5.291,18.279
Solomon Islands,7,0,0,0
Somalia,7,0,0,0
South Africa,3,0,0,2.563
South Korea,3,0.176,0,1.482
South Sudan,7,0,0,0
Spain,2,10.63,0,101.572
Sri Lanka,7,0,0,0.234
Sudan,7,0,0,0.023
Suriname,1,0,0,3.409
Sweden,8,2.178,0,22.774
Switzerland,2,0.231,0,125.02
Syria,7,0,0,0
Taiwan,7,0,0,0.84
Tajikistan,7,0,0,0
Tanzania,7,0,0,0
Thailand,3,0.043,0,1.519
Timor,7,0,0,0
Togo,7,0,0,0.242
Trinidad and Tobago,1,0,0,4.287
Tunisia,3,0.085,0,2.115
Turkey,1,0.083,0,4.067
Uganda,7,0,0,0
Ukraine,7,0,0,0.549
United Arab Emirates,1,0,0,5.055
United Kingdom,4,2.18,0,35.088
United States,4,0.728,0,32.06
Uruguay,6,0,0,7.773
Uzbekistan,7,0,0,0.12
Vanuatu,7,0,0,0
Vatican,0,0,0,3708.282
Venezuela,7,0,0,0.246
Vietnam,7,0,0,0.113
Yemen,7,0,0,0
Zambia,7,0,0,0
Zimbabwe,7,0,0,0
