country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0.206,0
Albania,4,0,0,0
Algeria,6,0,0.16,0
Andorra,7,0,0,0
Angola,7,0,0,0
Antigua and Barbuda,7,0,0,0
Argentina,4,0,0.177,0
Armenia,9,0,5.062,0
Australia,7,0,0,0
Austria,1,8.549,2.554,3.331
Azerbaijan,2,0,0.197,0
Bahamas,6,0,0,0
Bahrain,0,0,0,0
Bangladesh,4,0,0.091,0
Barbados,7,0,0,0
Belarus,9,0,0.529,0
Belgium,8,81.021,2.071,16.135
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,6,0,0,0
Bolivia,5,0,1.114,0
Bosnia and Herzegovina,4,0,0.61,0
Botswana,7,0,0,0
Brazil,9,0,5.438,0
Brunei,7,0,0,0
Bulgaria,1,28.496,0.144,2.878
Burkina Faso,7,0,0,0
Burundi,7,0,0,0
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,2,0,2.809,0
Cape Verde,7,0,0,0
Central African Republic,4,0,0,0
Chad,7,0,0.061,0
Chile,0,0,2.563,0
China,7,0,0,0
Colombia,2,0,0.373,0
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,6,0,0,0
Cote d'Ivoire,6,0,0.038,0
Croatia,1,8.282,0.244,0
Cuba,7,0,0,0
Cyprus,6,0,0,0
Czechia,1,6.723,0.187,1.401
Democratic Republic of Congo,7,0,0.011,0
Denmark,1,18.991,0.518,3.453
Djibouti,0,0,2.024,0
Dominica,7,0,0,0
Dominican Republic,2,0,1.014,0
Ecuador,2,0,2.154,0
Egypt,4,0,0.283,0
El Salvador,4,0,0,0
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,1,24.877,0,0.754
Eswatini,6,0,0,0
Ethiopia,7,0,0.009,0
Fiji,7,0,0,0
Finland,1,14.98,0,1.985
France,3,232.177,1.011,21.372
Gabon,5,0,0,0
Gambia,7,0,0,0
Georgia,7,0,0,0
Germany,4,0,0.501,0
Ghana,7,0,0,0
Greece,7,0,0.192,0
Grenada,7,0,0,0
Guatemala,4,0,0.67,0
Guinea,2,0,0.152,0
Guinea-Bissau,7,0,0.508,0
Guyana,4,0,0,0
Haiti,7,0,0,0
Honduras,4,0,0.202,0
Hungary,8,41.82,0.414,0
Iceland,7,0,0,0
India,6,0,0.128,0
Indonesia,6,0,0.084,0
International,7,0,0,0
Iran,2,0,0.75,0
Iraq,4,0,0.099,0
Ireland,8,46.782,1.62,9.113
Israel,4,0,0.116,0
Italy,3,130.132,1.158,8.088
Jamaica,7,0,0,0
Japan,7,0,0.087,0
Jordan,7,0,0,0
Kazakhstan,4,0,0,0
Kenya,6,0,0.056,0
Kosovo,7,0,0,0
Kuwait,0,0,2.342,0
Kyrgyzstan,4,0,0,0
Laos,7,0,0,0
Latvia,1,12.194,0.53,0
Lebanon,7,0,0,0
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,7,0,0.146,0
Liechtenstein,7,0,0,0
Lithuania,6,0,0.735,0
Luxembourg,8,46.328,0,6.39
Madagascar,7,0,0,0
Malawi,6,0,0,0
Malaysia,7,0,0,0
Maldives,9,0,0,0
Mali,6,0,0.099,0
Malta,4,0,0,0
Marshall Islands,7,0,0,0
Mauritania,4,0,0.645,0
Mauritius,7,0,0,0
Mexico,2,0,3.467,0
Moldova,5,0,1.983,0
Monaco,7,0,0,0
Mongolia,6,0,0,0
Montenegro,7,0,0,0
Morocco,7,0,0,0
Mozambique,7,0,0.032,0
Myanmar,7,0,0,0
Namibia,7,0,0,0
Nepal,6,0,0.034,0
Netherlands,4,0,1.868,9.921
New Zealand,7,0,0,0
Nicaragua,7,0,0,0
Niger,7,0,0.041,0
Nigeria,7,0,0.024,0
North Macedonia,2,0,0.96,0
Norway,1,6.641,0.184,0
Oman,9,0,0.196,0
Pakistan,4,0,0.258,0
Palestine,6,0,0,0
Panama,9,0,1.159,0
Papua New Guinea,7,0,0,0
Paraguay,6,0,0,0
Peru,0,0,3.518,0
Philippines,6,0,0.155,0
Poland,8,59.398,0.264,0
Portugal,8,50.212,1.275,6.375
Qatar,0,0,1.041,0
Romania,4,0,0.416,9.461
Russia,5,0,1.192,0
Rwanda,7,0,0,0
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,7,0,0,0
San Marino,9,0,0,0
Sao Tome and Principe,5,0,0,0
Saudi Arabia,5,0,0.46,0
Senegal,6,0,0.06,0
Serbia,6,0,0.147,0
Seychelles,7,0,0,0
Sierra Leone,6,0,0,0
Singapore,5,0,0,0
Slovakia,7,1.465,0,0
Slovenia,7,3.367,0,0.962
Solomon Islands,7,0,0,0
Somalia,6,0,0.315,0
South Africa,2,0,0.422,0
South Korea,7,0,0,0
South Sudan,7,0,0,0
Spain,2,0,0.043,0
Sri Lanka,6,0,0,0
Sudan,7,0,0,0
Suriname,7,0,0,0
Sweden,5,0,3.961,0
Switzerland,6,0,0.231,0
Syria,7,0,0,0
Taiwan,7,0,0,0
Tajikistan,4,0,0,0
Tanzania,7,0,0,0
Thailand,7,0,0,0
Timor,7,0,0,0
Togo,6,0,0,0
Trinidad and Tobago,7,0,0,0
Tunisia,7,0,0,0
Turkey,4,0,0.356,0
Uganda,7,0,0,0
Ukraine,4,0,0.252,0
United Arab Emirates,5,0,0.303,0
United Kingdom,3,106.428,5.053,11.063
United States,3,114.812,3.574,25.344
Uruguay,6,0,0,0
Uzbekistan,6,0,0,0
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,6,0,0,0
Vietnam,7,0,0,0
Yemen,7,0,0.134,0
Zambia,7,0,0,0
Zimbabwe,7,0,0,0
