country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0.976,0
Albania,6,0,0.695,0
Algeria,2,0,0.137,0
Andorra,3,0,0,0
Angola,3,0,0,0
Antigua and Barbuda,3,0,0,0
Argentina,8,0,0.575,0
Armenia,7,0,2.362,0
Australia,4,0,0.078,0
Austria,5,6.884,0.111,1.11
Azerbaijan,8,0,0.888,0
Bahamas,3,0,0,0
Bahrain,7,0,0.588,0
Bangladesh,2,0,0.334,0
Barbados,0,0,0,0
Belarus,6,0,0.529,0
Belgium,5,14.668,0,2.589
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,0,0,0,0
Bolivia,9,0,4.797,0
Bosnia and Herzegovina,3,0,0,0
Botswana,3,0,0,0
Brazil,9,0,2.832,0
Brunei,3,0,0,0
Bulgaria,1,65.914,0.72,4.03
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,4,0,0.185,0
Cape Verde,8,0,1.799,0
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,7,0,6.068,0
China,3,0,0,0
Colombia,8,0,2.398,0
Comoros,0,0,0,0
Congo,3,0,0,0
Costa Rica,8,0,0.196,0
Cote d'Ivoire,2,0,0.076,0
Croatia,5,22.654,0,0
Cuba,3,0,0,0
Cyprus,0,0,0,0
Czechia,5,6.817,-0.28,1.214
Democratic Republic of Congo,3,0,0,0
Denmark,3,4.144,0,1.036
Djibouti,8,0,0,0
Dominica,3,0,0,0
Dominican Republic,9,0,0.737,0
Ecuador,6,0,0.68,0
Egypt,2,0,0.616,0
El Salvador,8,0,1.079,0
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,2.262,0,0.754
Eswatini,6,0,0,0
Ethiopia,3,0,0,0
Fiji,0,0,0,0
Finland,3,0,0,0
France,1,120.462,0,7.982
Gabon,3,0,0,0
Gambia,3,0,0,0
Georgia,3,0,0,0
Germany,4,0,0.036,0
Ghana,6,0,0.161,0
Greece,3,0,0,0
Grenada,3,0,0,0
Guatemala,8,0,1.507,0
Guinea,0,0,0,0
Guinea-Bissau,3,0,0,0
Guyana,0,0,1.271,0
Haiti,0,0,0,0
Honduras,9,0,1.01,0
Hungary,5,14.906,0,0
Iceland,3,0,0,0
India,2,0,0.308,0
Indonesia,4,0,0.3,0
International,3,0,0,0
Iran,6,0,1.941,0
Iraq,8,0,2.61,0
Ireland,5,4.05,0,2.025
Israel,9,0,0.231,0
Italy,5,16.854,0.116,1.224
Jamaica,0,0,0,0
Japan,0,0,0,0
Jordan,0,0,0,0
Kazakhstan,8,0,0,0
Kenya,4,0,0.019,0
Kosovo,9,0,4.139,0
Kuwait,9,0,0.702,0
Kyrgyzstan,8,0,1.533,0
Laos,3,0,0,0
Latvia,3,2.651,0,0
Lebanon,0,0,0.147,0
Lesotho,6,0,0,0
Liberia,0,0,0,0
Libya,4,0,0.728,0
Liechtenstein,3,0,0,0
Lithuania,0,0,0,0
Luxembourg,8,31.95,0,4.793
Madagascar,4,0,0.108,0
Malawi,3,0,0,0
Malaysia,3,0,0,0
Maldives,8,0,1.85,0
Mali,0,0,0.049,0
Malta,3,0,0,0
Marshall Islands,3,0,0,0
Mauritania,2,0,0.215,0
Mauritius,3,0,0,0
Mexico,6,0,2.117,0
Moldova,6,0,1.239,0
Monaco,8,0,0,0
Mongolia,3,0,0,0
Montenegro,9,0,0,0
Morocco,2,0,0.081,0
Mozambique,3,0,0.032,0
Myanmar,3,0,0,0
Namibia,2,0,0,0
Nepal,2,0,0,0
Netherlands,4,0,0.058,2.101
New Zealand,3,0,0,0
Nicaragua,3,0,0,0
Niger,3,0,0,0
Nigeria,0,0,0.053,0
North Macedonia,8,0,3.36,0
Norway,3,0,0,0
Oman,7,0,1.958,0
Pakistan,6,0,0.647,0
Palestine,9,0,0.588,0
Panama,7,0,6.258,0
Papua New Guinea,3,0,0,0
Paraguay,4,0,0,0
Peru,9,0,5.368,0
Philippines,6,0,0.064,0
Poland,1,46.636,0.132,0
Portugal,1,49.428,0.883,7.159
Qatar,7,0,1.735,0
Romania,6,0,0.988,11.176
Russia,8,0,0.918,0
Rwanda,0,0,0,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,3,0,0,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,9,0,1.666,0
Senegal,4,0,0.239,0
Serbia,8,0,0.735,0
Seychelles,3,0,0,0
Sierra Leone,0,0,0,0
Singapore,6,0,0,0
Slovakia,0,0.916,0,0
Slovenia,2,2.886,0,0
Solomon Islands,3,0,0,0
Somalia,0,0,0,0
South Africa,9,0,2.917,0
South Korea,3,0,0.02,0
South Sudan,3,0,0,0
Spain,3,0,0,0
Sri Lanka,3,0,0,0
Sudan,3,0,0,0
Suriname,8,0,0,0
Sweden,6,0,1.584,0
Switzerland,4,0,0,0
Syria,0,0,0.171,0
Taiwan,3,0,0,0
Tajikistan,4,0,0.105,0
Tanzania,3,0,0,0
Thailand,3,0,0,0
Timor,3,0,0,0
Togo,3,0,0,0
Trinidad and Tobago,0,0,0,0
Tunisia,3,0,0,0
Turkey,2,0,0.225,0
Uganda,3,0,0,0
Ukraine,6,0,0.503,0
United Arab Emirates,8,0,0.202,0
United Kingdom,1,37.696,0.28,3.197
United States,9,117.437,0.873,17.078
Uruguay,3,0,0,0
Uzbekistan,2,0,0.09,0
Vanuatu,3,0,0,0
Vatican,3,0,0,0
Venezuela,2,0,0.106,0
Vietnam,3,0,0,0
Yemen,3,0,0.034,0
Zambia,3,0,0,0
Zimbabwe,0,0,0,0
